Segment,1,2,3,4,Total
t191,-3.0908392175005643e-10,7.836761250027209e-10,7.814378007943982e-9,4.1187263796563804e-8,4.947623400776045e-8
t192,-3.089211194115275e-10,7.838777133476989e-10,7.814928154418208e-9,4.1191806196532985e-8,4.948169094488736e-8
t193,-3.0875810778643814e-10,7.840795616104984e-10,7.815479023670752e-9,4.1196355092501144e-8,4.948715556999596e-8
t194,-3.085948866509798e-10,7.84281670073623e-10,7.81603061652964e-9,4.120091049413727e-8,4.949262789408955e-8
t195,-3.0843145506868547e-10,7.84484039897077e-10,7.816582936208596e-9,4.120547242946205e-8,4.949810795049904e-8
t196,-2.4075977555703933e-10,8.683449675011935e-10,8.046630380292717e-9,4.315280180240012e-8,5.1827017374636995e-8
t197,-1.7174457280703238e-10,9.540070753885276e-10,8.284052350532224e-9,4.526648721008338e-8,5.43328020631971e-8
t198,-1.7140373643609873e-10,9.544304656373279e-10,8.28523199458538e-9,4.527726641747332e-8,5.434552514125993e-8
t199,-1.7106244979622835e-10,9.548544185964518e-10,8.28641326762294e-9,4.5288063333462106e-8,5.435826856988527e-8
t200,-1.707207126891338e-10,9.552789344922246e-10,8.287596170459397e-9,4.529887796794892e-8,5.43710323602114e-8
t201,-1.7037852406995966e-10,9.557040146410345e-10,8.288780707021655e-9,4.530971037120757e-8,5.43838165688003e-8
t202,-1.7003588342376972e-10,9.561296597113773e-10,8.289966879452218e-9,4.532056058046028e-8,5.439662123620011e-8
t203,-3.0645381990950506e-10,7.869329158498031e-10,7.823267624963377e-9,4.1260727330134e-8,4.956447405103767e-8
t204,-3.069510915507329e-10,7.863171412516034e-10,7.821586560761938e-9,4.124682452782396e-8,4.9547777138286764e-8
t205,-3.067855475514637e-10,7.865221346304879e-10,7.822146178626365e-9,4.1251452153709655e-8,4.9553334919415044e-8
t206,-3.066197906828233e-10,7.867273923984727e-10,7.822706532158492e-9,4.125608640961795e-8,4.9558900543492095e-8
t207,-3.064538206226089e-10,7.869329149554693e-10,7.823267622500359e-9,4.1260727306663174e-8,4.9564474023496395e-8
t208,-3.062876370719949e-10,7.871387026793114e-10,7.823829450746892e-9,4.126537485745483e-8,4.9570055373809034e-8
t209,-2.412367992982195e-10,8.677533618429265e-10,8.044999274723354e-9,4.3138654785259194e-8,5.1810170622527255e-8
t210,-2.412367980877776e-10,8.677533633611197e-10,8.044999278941555e-9,4.313865482678051e-8,5.1810170670995407e-8
t211,-2.407597768680794e-10,8.683449659944886e-10,8.046630376366797e-9,4.3152801803007836e-8,5.182701736850104e-8
t212,-2.4075977648938314e-10,8.683449664586207e-10,8.046630377635915e-9,4.315280181241033e-8,5.182701738001548e-8
t213,-2.4123679845941307e-10,8.677533628856132e-10,8.044999277602613e-9,4.313865481092497e-8,5.181017065295378e-8
t214,-3.046140022147323e-10,7.89211235604075e-10,7.82948852487039e-9,4.131221847339996e-8,4.9626304231659694e-8
t215,-3.0461400303167286e-10,7.892112345687988e-10,7.829488521998434e-9,4.131221844312462e-8,4.962630419666018e-8
t216,-3.049504521345622e-10,7.887945888875465e-10,7.82835075236929e-9,4.130279593697755e-8,4.9614990826099826e-8
t217,-3.047823352009722e-10,7.890027780182471e-10,7.828919264822127e-9,4.130750381515974e-8,4.962064352279914e-8
t218,-3.046140020292812e-10,7.89211235754289e-10,7.829488525129941e-9,4.131221845371279e-8,4.962630421256774e-8
t219,-3.044454521133566e-10,7.894199627213482e-10,7.830058535049366e-9,4.131693986834952e-8,4.963197291400688e-8
t220,-3.0427668542460683e-10,7.896289589593361e-10,7.830629294748179e-9,4.13216680631681e-8,4.963764963145101e-8
t221,-3.0410770166252564e-10,7.898382248469718e-10,7.831200805323483e-9,4.132640305054028e-8,4.964333437904821e-8
t222,-2.4075977653319946e-10,8.683449663275414e-10,8.046630377127571e-9,4.315280178569503e-8,5.1827017352616944e-8
t223,-2.4075977600477157e-10,8.683449670221579e-10,8.046630379117927e-9,4.315280181437179e-8,5.18270173845071e-8
t224,-2.297293294361197e-10,8.820267815008297e-10,8.084385021476724e-9,4.348165457792602e-8,5.221833705146746e-8
t225,-1.6202889211100553e-10,9.660773063134504e-10,8.317706204513198e-9,4.557511392813698e-8,5.4696868546852624e-8
t226,-2.4075977408670656e-10,8.68344969419705e-10,8.04663038576428e-9,4.3152801877475936e-8,5.1827017458573215e-8
t227,-2.4075977638994197e-10,8.683449665632997e-10,8.046630377888827e-9,4.315280180918378e-8,5.182701737724596e-8
t228,-2.7212190193134097e-10,8.294635820827925e-10,7.939680035983798e-9,4.223560164323934e-8,5.073262335937459e-8
t229,-2.721219038195445e-10,8.294635797389541e-10,7.939680029544642e-9,4.2235601587578335e-8,5.073262329304239e-8
t230,-3.0257703023147616e-10,7.917338131940957e-10,7.836378365459215e-9,4.136932533079854e-8,4.9694860479220375e-8
