Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t44,19.769897744234513,0.0,0.0,1.7955861111997496e-6,1.113094886291705e-6,2259.853154842963,5847.1593916182865,5.411317538627124e-6,0.0,0.0,0.0,0.0,0.0
t45,19.769897762838653,0.0,0.0,1.811890199794415e-6,1.1169590426302765e-6,2259.8531561055574,5847.159391731879,5.427563869317994e-6,0.0,0.0,0.0,0.0,0.0
t46,19.76989778141168,0.0,0.0,1.8321576330319913e-6,1.1217846975226054e-6,2259.8531574549493,5847.159391849507,5.444815733402159e-6,0.0,0.0,0.0,0.0,0.0
t47,19.769897806203655,0.0,0.0,1.858557397547745e-6,1.1284742389149021e-6,2259.8531589079303,5847.159391978212,5.46311627508713e-6,0.0,0.0,0.0,0.0,0.0
t48,19.76989784711564,0.0,0.0,1.8940011584735314e-6,1.1382995277169707e-6,2259.8531605094377,5847.159392130413,5.482530153035394e-6,0.0,0.0,0.0,0.0,0.0
t49,19.769897905980976,0.0,0.0,1.942380149638952e-6,1.1531556221187896e-6,2259.853162299721,5847.159392311026,5.5031543900928315e-6,0.0,0.0,0.0,0.0,0.0
t50,19.76989798306207,0.0,0.0,2.0093574573380847e-6,1.1759507365485689e-6,2259.8531643474357,5847.159392524582,5.525125963524166e-6,0.0,0.0,0.0,0.0,0.0
t51,19.769898079877446,0.0,0.0,2.1040099180233725e-6,1.211264850309825e-6,2259.853166801128,5847.15939278026,5.548634086437249e-6,0.0,0.0,0.0,0.0,0.0
t52,19.769898200542034,0.0,0.0,2.2428348357037563e-6,1.266651855985805e-6,2259.8531700892277,5847.1593931000525,5.573935248519849e-6,0.0,0.0,0.0,0.0,0.0
t53,19.76989835862353,0.0,0.0,2.463800767909895e-6,1.3561979981046248e-6,2259.853177129613,5847.159393558106,5.601302771604792e-6,0.0,0.0,0.0,0.0,0.0
t54,19.769898454541803,0.0,0.0,2.657127008544222e-6,1.4267546223384536e-6,2259.8531775673564,5847.159393761182,5.626794052589817e-6,0.0,0.0,0.0,0.0,0.0
t55,19.76989852229442,0.0,0.0,2.8438842333513182e-6,1.4903874869570783e-6,2259.853177794458,5847.159393890798,5.650805864508586e-6,0.0,0.0,0.0,0.0,0.0
t56,19.76989857546084,0.0,0.0,3.041206769790905e-6,1.556211775429469e-6,2259.8531779524337,5847.15939398812,5.673736126002071e-6,0.0,0.0,0.0,0.0,0.0
t57,19.769898605622313,0.0,0.0,3.208539745358898e-6,1.6070538774805026e-6,2259.853178037358,5847.159394044195,5.694696462235174e-6,0.0,0.0,0.0,0.0,0.0
t58,19.769898622058204,0.0,0.0,3.359076915883241e-6,1.6493742247845345e-6,2259.8531780867966,5847.159394077867,5.714131863147093e-6,0.0,0.0,0.0,0.0,0.0
t59,19.76989863185165,0.0,0.0,3.5021098942063626e-6,1.6878398294012045e-6,2259.8531781184233,5847.159394100189,5.732399981146388e-6,0.0,0.0,0.0,0.0,0.0
t60,19.769898645200705,0.0,0.0,3.6591612578023626e-6,1.7263073459016833e-6,2259.85317815079,5847.159394124013,5.749801097911486e-6,0.0,0.0,0.0,0.0,0.0
t61,19.76989867256092,0.0,0.0,3.906702507456484e-6,1.7934123176257015e-6,2259.853178202804,5847.159394163617,5.767475342917196e-6,0.0,0.0,0.0,0.0,0.0
t62,19.76989871006745,0.0,0.0,4.2926041350303675e-6,1.901244976660611e-6,2259.853178269594,5847.15939421538,5.785648213219798e-6,0.0,0.0,0.0,0.0,0.0
t63,19.769898757964082,0.0,0.0,5.022448959901082e-6,2.0775783705186297e-6,2259.8531783526787,5847.159394280313,5.804580253812212e-6,0.0,0.0,0.0,0.0,0.0
t64,19.76989881980157,0.0,0.0,1.9223492948211447e-5,2.4111094118616015e-6,2259.8531784603233,5847.159394364229,5.8246176682387754e-6,0.0,0.0,0.0,0.0,0.0
t65,19.769898908789138,0.0,0.0,0.00024977911151849224,308.59459653908084,2259.853178625951,5847.1593944890865,5.846216373144932e-6,0.0,0.0,0.0,0.0,0.0
t66,19.769898960795672,0.0,0.0,0.00025055681325403733,465.0199213343644,2259.8531787040206,5847.159394554172,5.8621843417619e-6,0.0,0.0,0.0,0.0,0.0
t67,19.76989895651001,0.0,0.0,0.0002504833388850166,307.4131561249303,2259.853178698021,5847.159394549147,5.8685696901627015e-6,0.0,0.0,0.0,0.0,0.0
t68,19.76989894402209,0.0,0.0,0.00025036539610828523,25.598585076823223,2259.8531786805584,5847.159394534154,5.872720576125924e-6,0.0,0.0,0.0,0.0,0.0
t69,19.769898920341355,0.0,0.0,0.00025014932401946216,19.52995348702498,2259.853178647038,5847.1593945055365,5.874886285694783e-6,0.0,0.0,0.0,0.0,0.0
t70,19.76989887906268,0.0,0.0,0.0002494735620951209,14.806594054111848,2259.8531785857913,5847.159394454563,5.87519431630387e-6,0.0,0.0,0.0,0.0,0.0
t71,19.769898799619103,0.0,0.0,2.1745750541865788e-5,2.657160060539935e-6,2259.8531784476977,5847.159394349474,5.873690615153099e-6,0.0,0.0,0.0,0.0,0.0
t72,19.769898744559683,0.0,0.0,8.33358877770573e-6,2.3481274356494203e-6,2259.853178360144,5847.159394280502,5.873237566320306e-6,0.0,0.0,0.0,0.0,0.0
t73,19.769898707563485,0.0,0.0,7.81631884698385e-6,2.2085067824409196e-6,2259.853178303468,5847.159394235569,5.87380128050856e-6,0.0,0.0,0.0,0.0,0.0
t74,19.769898692019535,0.0,0.0,7.675588839220719e-6,2.149816339634736e-6,2259.8531782804985,5847.159394216993,5.875357501034525e-6,0.0,0.0,0.0,0.0,0.0
t75,19.769898697183923,0.0,0.0,7.696423199730338e-6,2.150520748153467e-6,2259.8531782872205,5847.159394222698,5.877911117709599e-6,0.0,0.0,0.0,0.0,0.0
t76,19.769898720356814,0.0,0.0,7.860173490035888e-6,2.2106595846998197e-6,2259.853178320213,5847.159394249943,5.881497198372909e-6,0.0,0.0,0.0,0.0,0.0
t77,19.769898762697203,0.0,0.0,8.393580524545855e-6,2.3518251090652258e-6,2259.8531783839244,5847.159394301201,5.886185535185776e-6,0.0,0.0,0.0,0.0,0.0
t78,19.76989882243632,0.0,0.0,2.2411993967324893e-5,2.662144238652885e-6,2259.853178478274,5847.159394376246,5.892090124735192e-6,0.0,0.0,0.0,0.0,0.0
t79,19.769898910024754,0.0,0.0,0.00024969537789877426,789.5783437231603,2259.853178630674,5847.159394492957,5.899369748473826e-6,0.0,0.0,0.0,0.0,0.0
t80,19.769898961931776,0.0,0.0,0.00025053220515469687,1075.5893670236244,2259.853178707408,5847.159394557093,5.90483549194764e-6,0.0,0.0,0.0,0.0,0.0
t81,19.76989895959957,0.0,0.0,0.00025045536131772933,986.8574378433738,2259.853178704702,5847.159394554918,5.904806341178479e-6,0.0,0.0,0.0,0.0,0.0
t82,19.769898951336135,0.0,0.0,0.0002503403098334275,637.6215872819281,2259.853178694118,5847.1593945458435,5.9032885934558396e-6,0.0,0.0,0.0,0.0,0.0
t83,19.769898937626696,0.0,0.0,0.00025017324478359673,89.05733495025436,2259.8531786762505,5847.159394530401,5.9002199125082e-6,0.0,0.0,0.0,0.0,0.0
t84,19.769898924127574,0.0,0.0,0.00025004968730270576,89.05733376507234,2259.853178658569,5847.1593945150025,5.896067730572972e-6,0.0,0.0,0.0,0.0,0.0
t85,19.769898911955348,0.0,0.0,0.0002499681355365001,89.05733332323656,2259.8531786425538,5847.159394500957,5.890943896201284e-6,0.0,0.0,0.0,0.0,0.0
t86,19.769898900165533,0.0,0.0,0.00024991201414569674,89.05733308967106,2259.8531786269164,5847.1593944871875,5.884736951374836e-6,0.0,0.0,0.0,0.0,0.0
t87,19.769898903986647,0.0,0.0,0.0002499434690027457,89.05733314101757,2259.8531786315916,5847.159394491257,5.879833835398297e-6,0.0,0.0,0.0,0.0,0.0
t88,19.769898924663263,0.0,0.0,0.00025012285460542004,89.05733398493953,2259.8531786588255,5847.159394514866,5.876161043888689e-6,0.0,0.0,0.0,0.0,0.0
t89,19.769898945991482,0.0,0.0,0.00025038774850666905,93.55610860873999,2259.8531786871217,5847.159394539217,5.871311960389893e-6,0.0,0.0,0.0,0.0,0.0
t90,19.769898953907788,0.0,0.0,0.0002504709465477224,93.55610888503894,2259.8531786974936,5847.159394547891,5.863042485227436e-6,0.0,0.0,0.0,0.0,0.0
t91,19.76989894756859,0.0,0.0,0.0002504747026422765,93.55610893121562,2259.853178689361,5847.159394540105,5.850358694212192e-6,0.0,0.0,0.0,0.0,0.0
t92,19.76989892129547,0.0,0.0,0.00025039546893720893,93.55610882591024,2259.8531786546287,5847.159394508877,5.831235248572317e-6,0.0,0.0,0.0,0.0,0.0
t93,19.76989885499909,0.0,0.0,0.000250045605213781,93.55610832590331,2259.8531785578675,5847.159394426132,5.8008779749190584e-6,0.0,0.0,0.0,0.0,0.0
t94,19.7698985292562,0.0,0.0,1.1984647132491624e-5,1.9253454645173645e-6,2259.85317219968,5847.159393571656,5.743566165779283e-6,0.0,0.0,0.0,0.0,0.0
t95,19.76989832824301,0.0,0.0,2.8927685438472803e-6,1.5364510900132275e-6,2259.8531692359525,5847.159393125981,5.696484374409444e-6,0.0,0.0,0.0,0.0,0.0
t96,19.76989816387749,0.0,0.0,2.432439305335816e-6,1.3667501508390278e-6,2259.853166865424,5847.15939277515,5.655508111145221e-6,0.0,0.0,0.0,0.0,0.0
t97,19.769898024714852,0.0,0.0,2.195270635450646e-6,1.271092630725729e-6,2259.8531652051443,5847.159392484901,5.61876175088982e-6,0.0,0.0,0.0,0.0,0.0
t98,19.769897908751208,0.0,0.0,2.047517279875887e-6,1.2126912713991863e-6,2259.8531639109,5847.159392238151,5.585003925242251e-6,0.0,0.0,0.0,0.0,0.0
t99,19.769897824801546,0.0,0.0,1.9552719149998124e-6,1.1762694485264022e-6,2259.8531628675,5847.15939203837,5.553461811993993e-6,0.0,0.0,0.0,0.0,0.0
t100,19.769897800297308,0.0,0.0,1.9025219959768662e-6,1.153772597702177e-6,2259.853162072766,5847.159391919075,5.523619042483085e-6,0.0,0.0,0.0,0.0,0.0
t101,19.769897796752037,0.0,0.0,1.867648941989565e-6,1.140547272867319e-6,2259.85316139584,5847.159391824033,5.4951105666502855e-6,0.0,0.0,0.0,0.0,0.0
t102,19.769897803940065,0.0,0.0,1.8453034719535316e-6,1.1339216986045113e-6,2259.8531608106014,5847.159391743835,5.467666242790538e-6,0.0,0.0,0.0,0.0,0.0
t103,19.76989781695059,0.0,0.0,1.8319599739574447e-6,1.1325810266528157e-6,2259.85316029973,5847.159391672502,5.441070759184444e-6,0.0,0.0,0.0,0.0,0.0
t104,19.769897825733235,0.0,0.0,1.8224991665478078e-6,1.133390311027129e-6,2259.8531597590377,5847.159391586719,5.414925837737736e-6,0.0,0.0,0.0,0.0,0.0
t105,19.76989780873837,0.0,0.0,1.8088612028684498e-6,1.1297365845249445e-6,2259.8531588254054,5847.15939142752,5.388551884022075e-6,0.0,0.0,0.0,0.0,0.0
t106,19.769897763159722,0.0,0.0,1.7897222108520646e-6,1.120938790105289e-6,2259.8531567611767,5847.159391158306,5.3617570908436415e-6,0.0,0.0,0.0,0.0,0.0
t107,19.76989768311954,0.0,0.0,1.7635332655004324e-6,1.1052036937836096e-6,2098.7024745725635,5847.159390684931,5.33438555578757e-6,0.0,0.0,0.0,0.0,0.0
t108,19.769897598504635,0.0,0.0,1.7375726615715994e-6,1.0890133752247155e-6,850.0725277694997,5847.159390101064,5.307147773347811e-6,0.0,0.0,0.0,0.0,0.0
t109,19.769897543987057,0.0,0.0,1.719630295319305e-6,1.0793250951590892e-6,850.0725241605891,5847.159389649617,5.280842476567451e-6,0.0,0.0,0.0,0.0,0.0
t110,19.76989750976979,0.0,0.0,1.7078225895187366e-6,1.0739620181771837e-6,850.0725224618598,5847.159389282696,5.2554283205957224e-6,0.0,0.0,0.0,0.0,0.0
t111,19.769897507795683,0.0,0.0,1.7046456982710985e-6,1.0757863001207744e-6,850.0725215583393,5847.159389036267,5.231142836735883e-6,0.0,0.0,0.0,0.0,0.0
t112,19.769897524964566,0.0,0.0,1.7058010501748583e-6,1.081162824439598e-6,850.072520923209,5847.159388834628,5.207610931042594e-6,0.0,0.0,0.0,0.0,0.0
t113,19.76989756458698,0.0,0.0,1.7111286321123148e-6,1.0913197339437808e-6,850.0725204629572,5847.159388671962,5.184743094348467e-6,0.0,0.0,0.0,0.0,0.0
t114,19.769897594863274,0.0,0.0,1.7139120318306271e-6,1.1008743029943263e-6,850.072520034793,5847.159388447601,5.161724936427275e-6,0.0,0.0,0.0,0.0,0.0
t115,19.76989742903421,0.0,0.0,1.6828186186150679e-6,1.0768898599465174e-6,560.6066451303652,5641.140338128592,5.134881679843282e-6,0.0,0.0,0.0,0.0,0.0
t116,19.769897278947887,0.0,0.0,1.6573579767305257e-6,1.0611027527322542e-6,2.8005631064043687e-5,5417.8398897058405,5.108745616260955e-6,0.0,0.0,0.0,0.0,0.0
t117,19.769897123841066,0.0,0.0,1.6350173500726698e-6,1.0497203892905342e-6,2.342954752854559e-5,4843.268384031292,5.083390661815618e-6,0.0,0.0,0.0,0.0,0.0
t118,19.76989694692273,0.0,0.0,1.6139088086661883e-6,1.0401758345377018e-6,2.046828084853603e-5,4043.812053563412,5.058655413715726e-6,0.0,0.0,0.0,0.0,0.0
t119,19.769896728102204,0.0,0.0,1.5923754120073306e-6,1.0303100187498146e-6,1.807215906547975e-5,2258.1602785372193,5.034197687371769e-6,0.0,0.0,0.0,0.0,0.0
t120,19.76989643522553,0.0,0.0,1.5688226801694754e-6,1.0178648397275478e-6,1.585811471650896e-5,1882.5335983752434,5.009776947085243e-6,0.0,0.0,0.0,0.0,0.0
t121,19.769895996609467,0.0,0.0,1.5414295604598235e-6,9.998524373837645e-7,1.3522411215064582e-5,3.0270173591427775e-5,4.985339947489113e-6,0.0,0.0,0.0,0.0,0.0
t122,19.769895702100502,0.0,0.0,1.5226737580189891e-6,9.894008501672493e-7,1.2411758459000568e-5,2.7234381328748238e-5,4.962709127717454e-6,0.0,0.0,0.0,0.0,0.0
t123,19.769895516230925,0.0,0.0,1.510555238882104e-6,9.838231783767107e-7,1.1701724575173048e-5,2.558958480895261e-5,4.941867522976836e-6,0.0,0.0,0.0,0.0,0.0
t124,19.769895415251014,0.0,0.0,1.5036732450575922e-6,9.816827342327036e-7,1.1196799918955592e-5,2.447921982682764e-5,4.922701703911909e-6,0.0,0.0,0.0,0.0,0.0
t125,19.76989539667543,0.0,0.0,1.5011487860156263e-6,9.824148974839887e-7,1.0820042595346246e-5,2.3656915846383153e-5,4.905090709966447e-6,0.0,0.0,0.0,0.0,0.0
t126,19.769895472348548,0.0,0.0,1.5025384339626578e-6,9.861985933063653e-7,1.0533397925704361e-5,2.3017806999316703e-5,4.888901068854261e-6,0.0,0.0,0.0,0.0,0.0
t127,19.769895585598846,0.0,0.0,1.5048354925921895e-6,9.903849279539106e-7,1.02883298076982e-5,2.2446950229092082e-5,4.873655493608593e-6,0.0,0.0,0.0,0.0,0.0
t128,19.76989571766911,0.0,0.0,1.508102396584169e-6,9.961112099159876e-7,1.0077340717220493e-5,2.193290889115825e-5,4.859148876680163e-6,0.0,0.0,0.0,0.0,0.0
t129,19.76989550206003,0.0,0.0,1.4992190187011255e-6,9.883047718385668e-7,9.76402539576139e-6,2.105157507477668e-5,4.843573715255301e-6,0.0,0.0,0.0,0.0,0.0
t130,19.769895271574875,0.0,0.0,1.4906262846327745e-6,9.815127594198163e-7,9.479553011863418e-6,2.0237410797798677e-5,4.828605196307898e-6,0.0,0.0,0.0,0.0,0.0
t131,19.769895090114012,0.0,0.0,1.4842849755937876e-6,9.774352406112195e-7,9.242346460691798e-6,1.9565191760258663e-5,4.814663143242978e-6,0.0,0.0,0.0,0.0,0.0
t132,19.769894943251966,0.0,0.0,1.4795989498447429e-6,9.749961498676528e-7,9.042541740243842e-6,1.8995778073697645e-5,4.801733387889588e-6,0.0,0.0,0.0,0.0,0.0
t133,19.769894826142874,0.0,0.0,1.476172427753964e-6,9.73552248554091e-7,8.873124584995115e-6,1.850476449517498e-5,4.789763932837509e-6,0.0,0.0,0.0,0.0,0.0
t134,19.769894739268608,0.0,0.0,1.4737302720978707e-6,9.727127667585383e-7,8.728826151949462e-6,1.8075728868552074e-5,4.778698916740983e-6,0.0,0.0,0.0,0.0,0.0
t135,19.769894689749467,0.0,0.0,1.4720944753320645e-6,9.722402817786836e-7,8.605554748525284e-6,1.769704518698837e-5,4.768485704500576e-6,0.0,0.0,0.0,0.0,0.0
t136,19.76989466586343,0.0,0.0,1.4710329664210045e-6,9.71990597145133e-7,8.499980062010212e-6,1.736011598204417e-5,4.759077062229203e-6,0.0,0.0,0.0,0.0,0.0
t137,19.769894656201718,0.0,0.0,1.4703660158525929e-6,9.718761518094287e-7,8.409378700933146e-6,1.705839154369818e-5,4.75042999970904e-6,0.0,0.0,0.0,0.0,0.0
t138,19.76989465437106,0.0,0.0,1.4699692120943193e-6,9.718437669924769e-7,8.331493103305997e-6,1.678674464136872e-5,4.742504502652623e-6,0.0,0.0,0.0,0.0,0.0
t139,19.76989465679748,0.0,0.0,1.4697565442897763e-6,9.71861118340912e-7,8.264424857255202e-6,1.6541064265820086e-5,4.735260592018412e-6,0.0,0.0,0.0,0.0,0.0
t140,19.769894661509213,0.0,0.0,1.46966848909123e-6,9.719085088461771e-7,8.206558536738408e-6,1.63179844078111e-5,4.728646972373436e-6,0.0,0.0,0.0,0.0,0.0
t141,19.769894667429107,0.0,0.0,1.4696635662730795e-6,9.719738541332787e-7,8.15650548428464e-6,1.6114697339023936e-5,4.722613669290422e-6,0.0,0.0,0.0,0.0,0.0
t142,19.76989467395841,0.0,0.0,1.4697123503454277e-6,9.72049605693131e-7,8.113060984758755e-6,1.5928821639798994e-5,4.7171119433531415e-6,0.0,0.0,0.0,0.0,0.0
t143,19.769894680741775,0.0,0.0,1.4697931978063464e-6,9.721308290135476e-7,8.075170635295481e-6,1.5758306747549213e-5,4.712093767150754e-6,0.0,0.0,0.0,0.0,0.0
t144,19.769894687529096,0.0,0.0,1.469889096874481e-6,9.722139474674718e-7,8.041903165770724e-6,1.5601362485922204e-5,4.707511274439845e-6,0.0,0.0,0.0,0.0,0.0
t145,19.76989469407944,0.0,0.0,1.4699851876913083e-6,9.722958321793816e-7,8.012427868903008e-6,1.545640604990892e-5,4.703316308421687e-6,0.0,0.0,0.0,0.0,0.0
t146,19.769894700070292,0.0,0.0,1.4700665944194933e-6,9.72373006250766e-7,7.985995373270556e-6,1.5322021412569946e-5,4.6994604114151225e-6,0.0,0.0,0.0,0.0,0.0
