Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t30,0.0,0.0,9.124138965792814e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.266659927667073e-6,4478.826478387001,4478.826481566075
t31,0.0,0.0,9.094837961290602e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2480240065917202e-6,3285.639028272031,3285.6390314295386
t32,0.0,0.0,9.065644205591487e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2296679447712826e-6,3063.9254941961876,3063.92549733242
t33,0.0,0.0,9.036557082552193e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.211585498311918e-6,3232.455966936037,3232.455970051278
t34,0.0,0.0,9.007575881701563e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.193770556832946e-6,4350.133996072484,4350.133999167012
t35,0.0,0.0,9.000956750220126e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1937703669107776e-6,6435.869877575313,6435.869880669179
t36,0.0,0.0,1.2139456875539752e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.98434979622405,6412.464895089959,6586.449246100129
t37,0.0,0.0,1.2131565263545144e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1272.7043917122735,6385.4427432281445,7658.147136153575
t38,0.0,0.0,1.2123805602390154e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.4295629304877,6354.288226156457,7650.717790299325
t39,0.0,0.0,1.4719003615805542e-6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1339.2390214866036,6318.426083157414,7657.665106115917
t40,0.0,0.0,8.969258711583968e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.701038588935786e-6,6277.21878866345,6277.218792261415
t41,0.0,0.0,8.736097669669248e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7779365203411006e-6,5820.103713627335,5820.103717278882
t42,0.0,0.0,8.708434476611147e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0516613451873033e-6,5424.721519963081,5424.721523885586
t43,0.0,0.0,8.680868547204865e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3295378390866695e-6,5410.0308873251315,5410.030891522756
t44,0.0,0.0,8.65339924413907e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.629351193774925e-6,5620.765212854491,5620.765217349182
t45,0.0,0.0,8.626025916328007e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.967237710361298e-6,5153.65589930108,5153.655904130921
