Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS,Total
t250,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.057944834485601e-8,3.1783486065251054e-7,3.178346332788351e-7,0.0,0.0,6.862489422762016e-7
t251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.856224163377131e-8,3.215461674699327e-7,3.215461674699327e-7,0.0,0.0,7.016545765736367e-7
t252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.818270940502828e-8,3.2113189263327513e-7,3.2113143788592424e-7,0.0,0.0,7.104460399242277e-7
t253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.264176815734187e-8,3.2071807254396845e-7,3.2071761779661756e-7,0.0,0.0,7.340774584979279e-7
t254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.685419194901212e-8,3.203044798283372e-7,3.203043661414995e-7,0.0,0.0,7.374630379188488e-7
t255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.813073315913775e-8,3.198915692337323e-7,3.198914555468946e-7,0.0,0.0,7.379137579397646e-7
t256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.668850526740246e-8,3.1947956813382916e-7,3.194791133864783e-7,0.0,0.0,7.356471867877099e-7
t257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.433986857850845e-8,3.190680217812769e-7,3.19067268605977e-7,0.0,0.0,7.324751589657624e-7
t258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0664158301004936e-7,3.1865647542872466e-7,-1.520995854811879e-10,0.0,0.0,4.251459588532928e-7
t259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.170065047784542e-7,3.182453838235233e-7,-1.5228985921162597e-10,0.0,0.0,4.3509959874276583e-7
t260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2183818684701672e-7,3.178347469656728e-7,-1.524803708820851e-10,0.0,0.0,4.3952045344180747e-7
t261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19963932882888e-7,3.17425474349875e-7,-1.5267111960629863e-10,0.0,0.0,4.372367361131567e-7
t262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2034252348415654e-7,3.178352017130237e-7,-1.5248036952418621e-10,0.0,0.0,4.380252448276561e-7
t263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2281215761839413e-7,3.34452124661766e-7,-1.4512739603223636e-10,0.0,0.0,4.571191548841279e-7
t264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381538555365321e-7,4.662706487579271e-7,-1.0497061766893145e-10,0.0,0.0,6.043195336767902e-7
t265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3822656598113705e-7,4.662715582526289e-7,-1.0497061761815409e-10,0.0,0.0,6.043931536161478e-7
t266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4379554939628228e-7,4.662715582526289e-7,-1.0497061682577291e-10,0.0,0.0,6.099621370320855e-7
t267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3054666401374503e-7,4.662715582526289e-7,-1.0497061676278398e-10,0.0,0.0,5.967132516496112e-7
t268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3226575616465888e-7,4.662720129999798e-7,-1.0497061766231854e-10,0.0,0.0,5.984327985469763e-7
t269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1817803892180305e-7,4.662715582526289e-7,-1.0497061838625236e-10,0.0,0.0,5.843446265560456e-7
t270,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.115224053333802e-8,3.344525794091169e-7,-1.4512739626101024e-10,0.0,0.0,4.254596925461939e-7
t271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.674291657030197e-8,3.133552581857657e-7,-1.5459177155992075e-10,0.0,0.0,3.7994358298450774e-7
t272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.652667489572077e-8,3.1214426599035505e-7,3.121441238818079e-7,0.0,0.0,6.808150647678838e-7
t273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1625031351523124e-8,3.125473995169159e-7,3.125472858300782e-7,0.0,0.0,6.667197166985172e-7
t274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.091477790936633e-8,3.121440386166796e-7,3.1214426599035505e-7,0.0,0.0,6.55203082516401e-7
t275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8278546698032896e-8,3.344525794091169e-7,3.34452124661766e-7,0.0,0.0,6.971832507689157e-7
t276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.218934368793384e-8,3.3445303415646777e-7,3.344516699144151e-7,0.0,0.0,7.010940477588166e-7
t277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.515501833449774e-8,3.7174459066591226e-7,3.7174413591856137e-7,0.0,0.0,7.786437449189714e-7
t278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.390394582634338e-8,3.3445303415646777e-7,3.34452124661766e-7,0.0,0.0,7.028091046445771e-7
t279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.233674262936646e-8,3.344525794091169e-7,3.34452124661766e-7,0.0,0.0,7.012414467002493e-7
t280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8292349750327674e-8,3.097356966463849e-7,3.0973546927270945e-7,0.0,0.0,6.477635156694221e-7
t281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06935949764875e-8,3.093355189776048e-7,3.093359026706821e-7,0.0,0.0,6.493650166247745e-7
t282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.374649755182191e-8,3.0893716029822826e-7,-1.567323818191481e-10,0.0,0.0,3.42526925468231e-7
t283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6807273771392215e-8,3.085388016188517e-7,-1.5692844502428426e-10,0.0,0.0,3.4518914694521964e-7
t284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.317046913656318e-8,3.3445303415646777e-7,-1.451273952420408e-10,0.0,0.0,3.674783758977889e-7
t285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.003302393747004e-8,3.34452124661766e-7,-1.4512739569665738e-10,0.0,0.0,3.743400212035394e-7
t286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.452355243210145e-8,3.34452124661766e-7,-1.4512739488099083e-10,0.0,0.0,3.7883054969898646e-7
t287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3846544293733244e-8,3.684071998577565e-7,-1.3210983518313475e-10,0.0,0.0,4.221216343163066e-7
t288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.985770994268843e-8,4.662706487579271e-7,-1.049706167368565e-10,0.0,0.0,5.260233880838787e-7
t289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2689934560106985e-8,3.684071998577565e-7,-1.3210983507524424e-10,0.0,0.0,4.2096502458278825e-7
t290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9753000130967026e-8,3.684067451104056e-7,-1.3210983508632148e-10,0.0,0.0,4.1802763540628633e-7
t291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.179151372838177e-8,3.3445235203544144e-7,-1.4512739603831145e-10,0.0,0.0,3.760987383677849e-7
t292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.570452619149405e-8,3.3445235203544144e-7,-1.4512739585115393e-10,0.0,0.0,3.7001175083108433e-7
t293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8178805435663817e-8,3.344525794091169e-7,-1.4512739567855083e-10,0.0,0.0,3.6248625744910215e-7
