BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1
AnnualSum,5.837729520319536e8,7.173619706171736e7,-1.2021699388281038e8,0.0,0.0,161415.78913916548,3.694502479952023e-7,0.0,0.0,-5.35453571e8
t1,45097.12469825198,24.875305198209087,-3.5040313850694983e-6,0.0,0.0,5.402629552652477e-8,-1.8498377127400242e-10,0.0,0.0,-45122.0
t2,43933.52296657185,18.477036878855685,-3.5045645040154663e-6,0.0,0.0,5.4026295530732205e-8,-1.849837711401957e-10,0.0,0.0,-43952.0
t3,42946.476182112056,13.52382133935613,-3.5052543554343456e-6,0.0,0.0,5.402629553236809e-8,-1.8498377107979843e-10,0.0,0.0,-42960.0
t4,42119.299923413506,8.700080038804813,-3.506147477276515e-6,0.0,0.0,5.402629552835761e-8,-1.8498377117842692e-10,0.0,0.0,-42128.0
t5,41788.99969175197,0.00031170122364342805,-3.5070439453631155e-6,0.0,0.0,5.402629552722702e-8,-1.8498377120445054e-10,0.0,0.0,-41789.0
t6,41598.68173308038,38.31826985971689,-2.9942029366706435e-6,0.0,0.0,5.427920380086216e-8,-1.7796443597076883e-10,0.0,0.0,-41637.0
t7,41113.430916046265,1185.5690868889974,-2.9893650032684424e-6,0.0,0.0,5.4279203900985036e-8,-1.7796443321066912e-10,0.0,0.0,-42299.0
t8,41482.52129154149,2198.478711387611,-2.9832140968720344e-6,0.0,0.0,5.4279203899321536e-8,-1.7796443327790636e-10,0.0,0.0,-43681.0
t9,39592.95661136731,5087.043390399403,-1.820825659670367e-6,0.0,0.0,5.427920389851536e-8,-1.7796443331472689e-10,0.0,0.0,-44680.0
t10,54300.76498211638,1.7508114455187955e-6,-8323.76498391599,0.0,0.0,4.9123394177234275e-8,-3.29602440926273e-10,0.0,0.0,-45977.0
t11,87828.03869271476,1.3304812477982005e-5,-40671.03870606837,0.0,0.0,4.912776269778296e-8,-3.2946595374023027e-10,0.0,0.0,-47157.0
t12,103884.06032759955,2.7557137619146495e-6,-56354.060330401386,0.0,0.0,4.652770194115433e-8,-4.1330474221771623e-10,0.0,0.0,-47530.0
t13,111613.81588930916,1.8434858082740215e-5,-64145.81590779013,0.0,0.0,4.652770194164133e-8,-4.1330474220078457e-10,0.0,0.0,-47468.0
t14,113523.73357283795,1.8434190415573873e-5,-66322.73359131825,0.0,0.0,4.652770193923659e-8,-4.133047422776579e-10,0.0,0.0,-47201.0
t15,111801.94916579909,1.843350500278874e-5,-65247.94918427872,0.0,0.0,4.652770193918985e-8,-4.1330474227143556e-10,0.0,0.0,-46554.0
t16,108707.79335736633,1.843268081722535e-5,-62948.793375845125,0.0,0.0,4.652770193971236e-8,-4.1330474224418865e-10,0.0,0.0,-45759.0
t17,99199.94211981594,1.8430843865822758e-5,-53809.94213829289,0.0,0.0,4.6527701940006346e-8,-4.1330474222971433e-10,0.0,0.0,-45390.0
t18,92050.64876469098,1.8421762408654925e-5,-46350.64878315886,0.0,0.0,4.6527701941545207e-8,-4.1330474218245306e-10,0.0,0.0,-45700.0
t19,65973.06795432426,9.569855894698566e-6,-17446.067963943027,0.0,0.0,4.922995569326357e-8,-3.26277184605064e-10,0.0,0.0,-48527.0
t20,32191.255411181814,20664.74459209618,-3.331124238347045e-6,0.0,0.0,5.333328646167132e-8,-2.044297271920301e-10,0.0,0.0,-52856.0
t21,32188.814711763327,21401.185291515554,-3.3320115187457868e-6,0.0,0.0,5.3333286462604e-8,-2.044297271729366e-10,0.0,0.0,-53590.0
t22,33882.50866454304,19618.49133873672,-3.332890124574141e-6,0.0,0.0,5.333328646426387e-8,-2.0442972712511155e-10,0.0,0.0,-53501.0
t23,33919.979770832964,19116.02023244767,-3.3337550753808344e-6,0.0,0.0,5.3333286464600904e-8,-2.0442972711096986e-10,0.0,0.0,-53036.0
t24,33903.11777428184,17593.882228999628,-3.334599526440999e-6,0.0,0.0,5.333328646380897e-8,-2.0442972711752103e-10,0.0,0.0,-51497.0
t25,33515.291836918455,15982.708166363831,-3.335414254660097e-6,0.0,0.0,5.3333286462016686e-8,-2.0442972714616006e-10,0.0,0.0,-49498.0
t26,34680.643205892884,13220.356797390177,-3.33618711536719e-6,0.0,0.0,5.333328645927399e-8,-2.044297272047977e-10,0.0,0.0,-47901.0
t27,36183.23452023792,11150.765483274137,-3.5650913403626253e-6,0.0,0.0,5.323411934746285e-8,-2.0723803823034306e-10,0.0,0.0,-47334.0
t28,35340.134655755144,12090.865347529505,-3.3377712047556696e-6,0.0,0.0,5.3333286454353016e-8,-2.044297273381752e-10,0.0,0.0,-47431.0
t29,36398.693374738556,11613.306628546645,-3.3383297580371073e-6,0.0,0.0,5.333328645259943e-8,-2.0442972739495376e-10,0.0,0.0,-48012.0
t30,34862.37806504563,14639.621938240016,-3.338772795957915e-6,0.0,0.0,5.3333286452780374e-8,-2.0442972740746877e-10,0.0,0.0,-49502.0
t31,35017.88315052436,17428.11685276158,-3.3390785851522208e-6,0.0,0.0,5.333328645095671e-8,-2.0442972749094714e-10,0.0,0.0,-52446.0
t32,34764.953189936015,21638.04681335009,-3.3392278220726005e-6,0.0,0.0,5.3333286449347654e-8,-2.0442972757408321e-10,0.0,0.0,-56403.0
t33,34139.18573266851,24438.814270581737,-3.3033769139299338e-6,0.0,0.0,5.333328644755434e-8,-2.0442972764332586e-10,0.0,0.0,-58578.0
t34,56646.7203271989,2325.279674853948,-2.1059107340015715e-6,0.0,0.0,5.326762326369663e-8,-2.0628851737343556e-10,0.0,0.0,-58972.0
t35,87267.8790188175,2.71127913484975e-6,-28359.87902157777,0.0,0.0,4.928318599353863e-8,-3.2461931415735004e-10,0.0,0.0,-58908.0
t36,106800.4625484435,2.305973751064302e-6,-48355.462550795586,0.0,0.0,4.652770194812661e-8,-4.133047420895056e-10,0.0,0.0,-58445.0
t37,120631.31187634908,1.8412392815624086e-5,-63634.311894807586,0.0,0.0,4.6527701946480894e-8,-4.133047421327853e-10,0.0,0.0,-56997.0
t38,122421.63832821304,1.8411747464098737e-5,-67071.63834667091,0.0,0.0,4.652770194303896e-8,-4.13304742233528e-10,0.0,0.0,-55350.0
t39,120739.4410979303,1.8411007310851377e-5,-67179.44111638743,0.0,0.0,4.6527701942251625e-8,-4.133047422437787e-10,0.0,0.0,-53560.0
t40,118940.72126452904,1.840957051669988e-5,-66847.72128298473,0.0,0.0,4.6527701941877356e-8,-4.1330474224234316e-10,0.0,0.0,-52093.0
t41,108953.19593419362,1.8403127699517552e-5,-57559.19595264289,0.0,0.0,4.652770194359752e-8,-4.1330474217820285e-10,0.0,0.0,-51394.0
t42,91048.31710784501,1.5542206115081194e-5,-39186.317123436274,0.0,0.0,4.9366220805466166e-8,-3.2203739824037467e-10,0.0,0.0,-51862.0
t43,63195.55374211326,6.699362330647334e-6,-7710.553748861673,0.0,0.0,4.937092678534001e-8,-3.218912226493075e-10,0.0,0.0,-55485.0
t44,40117.112543968986,20428.887458505757,-2.530324768587734e-6,0.0,0.0,5.5715654018291607e-8,-1.388617903681186e-10,0.0,0.0,-60546.0
t45,42193.798370087396,19382.20163238766,-2.5306386402195653e-6,0.0,0.0,5.571565401846715e-8,-1.3886179037134235e-10,0.0,0.0,-61576.0
t46,42308.08524266472,19529.914759810596,-2.5308925975270755e-6,0.0,0.0,5.5715654018064635e-8,-1.3886179038409166e-10,0.0,0.0,-61838.0
t47,42047.66106326108,18901.33893921438,-2.5310539600604494e-6,0.0,0.0,5.571565401621112e-8,-1.3886179042695882e-10,0.0,0.0,-60949.0
t48,41946.48908007532,16508.51092240017,-2.5310729324058726e-6,0.0,0.0,5.571565401294813e-8,-1.3886179049425638e-10,0.0,0.0,-58455.0
t49,41993.327961730574,13742.672040744717,-2.530874062810014e-6,0.0,0.0,5.571565400795369e-8,-1.388617906040629e-10,0.0,0.0,-55736.0
t50,42247.88235118171,11988.117710219218,-6.145476988075856e-5,0.0,0.0,5.402629558090122e-8,-1.8498376986574836e-10,0.0,0.0,-54236.0
t51,42109.97781333994,11820.02224806118,-6.145495404583564e-5,0.0,0.0,5.402629554707122e-8,-1.8498377080446663e-10,0.0,0.0,-53930.0
t52,42583.49786718527,11768.502135288569,-2.529420407808291e-6,0.0,0.0,5.571565398160301e-8,-1.3886179129654071e-10,0.0,0.0,-54352.0
t53,43151.18510929361,12342.814893177418,-2.5266043532185003e-6,0.0,0.0,5.57156539939069e-8,-1.3886179097794114e-10,0.0,0.0,-55494.0
t54,43782.57322977735,14304.426772689305,-2.5222409975849734e-6,0.0,0.0,5.5715653993347975e-8,-1.3886179101597416e-10,0.0,0.0,-58087.0
t55,44250.96204262924,18847.0379598309,-2.5157263432783315e-6,0.0,0.0,5.5715653991612306e-8,-1.388617911016558e-10,0.0,0.0,-63098.0
t56,43284.207529187406,26931.792473263387,-2.506345651429609e-6,0.0,0.0,5.571565398981141e-8,-1.38861791195946e-10,0.0,0.0,-70216.0
t57,43407.86213739713,28727.13786433715,-1.7898309595600592e-6,0.0,0.0,5.571565398833414e-8,-1.388617912463655e-10,0.0,0.0,-72135.0
t58,63255.24343282316,6459.75656997254,-2.8479849869299376e-6,0.0,0.0,5.250648326561435e-8,-2.2804361427704724e-10,0.0,0.0,-69715.0
t59,87733.57915576067,2.367098848834979e-6,-21327.579158176388,0.0,0.0,4.894607705693964e-8,-3.351545337880491e-10,0.0,0.0,-66406.0
t60,107822.26194624434,1.1578705270206688e-5,-44450.26195787167,0.0,0.0,4.895020061982849e-8,-3.3502514916564213e-10,0.0,0.0,-63372.0
t61,121830.60517421857,4.446821165266485e-6,-61198.60517871287,0.0,0.0,4.783744768067221e-8,-3.704109918247377e-10,0.0,0.0,-60632.0
t62,126658.076248974,1.6359164406188133e-6,-68357.07625065603,0.0,0.0,4.6527701953383815e-8,-4.1330474191344787e-10,0.0,0.0,-58301.0
t63,124835.44297464086,1.6351034373475998e-6,-68352.44297632207,0.0,0.0,4.6527701951429777e-8,-4.1330474196388516e-10,0.0,0.0,-56483.0
t64,123182.76418381828,1.6336411830545747e-6,-68318.76418549805,0.0,0.0,4.6527701952804524e-8,-4.133047419043381e-10,0.0,0.0,-54864.0
t65,113858.95740679283,7.772950593305591e-6,-59794.957414613265,0.0,0.0,4.783744768125547e-8,-3.704109917523158e-10,0.0,0.0,-54064.0
t66,94602.46010722654,1.5946432785865494e-5,-40164.460123221616,0.0,0.0,4.8995001757861607e-8,-3.3362025523692343e-10,0.0,0.0,-54438.0
t67,65785.90157988462,7.378909152003214e-6,-7920.901587312186,0.0,0.0,4.899919274497657e-8,-3.334889098479385e-10,0.0,0.0,-57865.0
t68,36751.56693244511,26096.433070891275,-3.3892838849356414e-6,0.0,0.0,5.3118229112775115e-8,-2.1052815024382764e-10,0.0,0.0,-62848.0
t69,37790.513176841865,25852.486826495304,-3.3900650080837026e-6,0.0,0.0,5.311822908891979e-8,-2.1052815092757214e-10,0.0,0.0,-63643.0
t70,39072.02497361546,24386.975029722453,-3.390819648382496e-6,0.0,0.0,5.3118229080533977e-8,-2.1052815116468607e-10,0.0,0.0,-63459.0
t71,41140.429976645064,20562.570026693582,-3.3915328850357175e-6,0.0,0.0,5.311822907359351e-8,-2.105281513494001e-10,0.0,0.0,-61703.0
t72,41234.107740235115,16958.892263104164,-3.392182278271968e-6,0.0,0.0,5.311822906600446e-8,-2.1052815153770035e-10,0.0,0.0,-58193.0
t73,40850.02891341134,13644.97108992849,-3.392734319523622e-6,0.0,0.0,5.31182290576527e-8,-2.105281517423853e-10,0.0,0.0,-54495.0
t74,41674.39322318235,10608.606781571647,-4.806453808845158e-6,0.0,0.0,5.269311852296386e-8,-2.2267334695926533e-10,0.0,0.0,-52283.0
t75,43444.902939652675,7950.09706505566,-4.760800165502019e-6,0.0,0.0,5.2702659215611164e-8,-2.2239945059974186e-10,0.0,0.0,-51395.0
t76,43585.41958405136,7539.580420612241,-4.7160848956485075e-6,0.0,0.0,5.271221452536491e-8,-2.2212519578433923e-10,0.0,0.0,-51125.0
t77,43291.27140919734,8127.728595422423,-4.6722788068477e-6,0.0,0.0,5.272178447638176e-8,-2.2185058208220979e-10,0.0,0.0,-51419.0
t78,41391.48638301982,11710.513620322965,-3.3956904948873652e-6,0.0,0.0,5.311822902979204e-8,-2.1052815252089907e-10,0.0,0.0,-53102.0
t79,40775.08670395966,16637.91329938206,-3.3946186510050395e-6,0.0,0.0,5.311822903342806e-8,-2.1052815245723485e-10,0.0,0.0,-57413.0
t80,40803.1900324596,23218.809970880175,-3.3926839383673325e-6,0.0,0.0,5.311822903313284e-8,-2.1052815251610315e-10,0.0,0.0,-64022.0
t81,43107.66299574398,22511.337007343798,-3.1406841256374433e-6,0.0,0.0,5.311822903277828e-8,-2.1052815253685693e-10,0.0,0.0,-65619.0
t82,61354.47165515719,1902.5283472494905,-2.4591091474767048e-6,0.0,0.0,5.2657384379853913e-8,-2.236997535341967e-10,0.0,0.0,-63257.0
t83,89010.96130627491,2.486008070947371e-6,-28273.961308809587,0.0,0.0,4.9013231002583875e-8,-3.3304904768023325e-10,0.0,0.0,-60737.0
t84,105471.7638677557,5.5398973071191375e-6,-47062.76387334426,0.0,0.0,4.901323086645586e-8,-3.3304905192706557e-10,0.0,0.0,-58409.0
t85,116916.70107918134,5.537788003718138e-6,-60408.70108476779,0.0,0.0,4.901323081953301e-8,-3.330490533814663e-10,0.0,0.0,-56508.0
t86,121707.26860521783,5.535685796443532e-6,-66787.26861080222,0.0,0.0,4.901323078087408e-8,-3.330490545787184e-10,0.0,0.0,-54920.0
t87,120299.55135041726,5.533585752980357e-6,-66470.55135599955,0.0,0.0,4.901323075262557e-8,-3.3304905545369355e-10,0.0,0.0,-53829.0
t88,115827.47770022653,5.531443785507157e-6,-62917.47770580667,0.0,0.0,4.901323073497826e-8,-3.330490559978128e-10,0.0,0.0,-52910.0
t89,110816.86988707712,5.528875256882725e-6,-58702.86989265468,0.0,0.0,4.901323072294092e-8,-3.330490563671013e-10,0.0,0.0,-52114.0
t90,90625.89763387473,5.692823222040687e-6,-38377.89763961627,0.0,0.0,4.904400033825951e-8,-3.3208546793856574e-10,0.0,0.0,-52248.0
t91,62653.46537437418,5.601879064847474e-6,-8099.46538002477,0.0,0.0,4.9048259043103856e-8,-3.319521575101499e-10,0.0,0.0,-54554.0
t92,38518.1960263041,19883.8039765574,-2.9156124690944873e-6,0.0,0.0,5.4284810470004817e-8,-1.7780928986672468e-10,0.0,0.0,-58402.0
t93,37579.544847243844,21009.455155618125,-2.9160780959904998e-6,0.0,0.0,5.428481046835394e-8,-1.7780928991395287e-10,0.0,0.0,-58589.0
t94,38535.058028944826,19544.94197391756,-2.9165027774542165e-6,0.0,0.0,5.428481046425908e-8,-1.7780929002301642e-10,0.0,0.0,-58080.0
t95,37811.86570129763,18564.134301565122,-2.9168637412797373e-6,0.0,0.0,5.42848104560391e-8,-1.7780929023571098e-10,0.0,0.0,-56376.0
t96,38008.58900353307,15212.410999329952,-2.9171262098393792e-6,0.0,0.0,5.42848104444123e-8,-1.7780929052761381e-10,0.0,0.0,-53221.0
t97,36569.69856714799,13221.301435715139,-2.9172372930357866e-6,0.0,0.0,5.4284810427711945e-8,-1.7780929095301918e-10,0.0,0.0,-49791.0
t98,36477.894351390336,12081.417537211119,-725.3118886540566,0.0,0.0,5.2813012445899546e-8,-2.1923583588632402e-10,0.0,0.0,-47834.0
t99,36120.04529733669,11959.535927968402,-970.5812253576793,0.0,0.0,5.2813012431313625e-8,-2.1923583629492593e-10,0.0,0.0,-47109.0
t100,35496.15139765448,11597.150997446453,-127.30239515352817,0.0,0.0,5.2813012436268503e-8,-2.1923583615125094e-10,0.0,0.0,-46966.0
t101,34831.0392902897,12708.960712573375,-2.917173829181965e-6,0.0,0.0,5.4284810364763454e-8,-1.7780929266784294e-10,0.0,0.0,-47540.0
t102,34727.993751623806,14529.00625123645,-2.9143578409792446e-6,0.0,0.0,5.4284810353425144e-8,-1.7780929300235936e-10,0.0,0.0,-49257.0
t103,34566.86799921371,19060.13200364212,-2.909941837546708e-6,0.0,0.0,5.4284810342477707e-8,-1.77809293352173e-10,0.0,0.0,-53627.0
t104,34551.87955627745,25809.120446571753,-2.9033014998374516e-6,0.0,0.0,5.4284810333478603e-8,-1.7780929366015075e-10,0.0,0.0,-60361.0
t105,34448.83401563667,27855.165987202912,-2.8936923697562523e-6,0.0,0.0,5.4284810325246456e-8,-1.778092939025799e-10,0.0,0.0,-62304.0
t106,45235.870752719624,14954.129248917241,-1.6909696909514985e-6,0.0,0.0,5.428481031716427e-8,-1.778092941102313e-10,0.0,0.0,-60190.0
t107,74431.24265092565,2.13263208591292e-6,-16293.242653106714,0.0,0.0,4.877914482711685e-8,-3.404031445059304e-10,0.0,0.0,-58138.0
t108,94256.22823322218,5.802353668009558e-6,-37643.22823907298,0.0,0.0,4.876749422262982e-8,-3.407702458821337e-10,0.0,0.0,-56613.0
t109,98099.29526067805,5.848814981464776e-6,-42938.2952665753,0.0,0.0,4.8771372458065525e-8,-3.4064803428023607e-10,0.0,0.0,-55161.0
t110,106308.59145106011,5.896224347914364e-6,-52368.59145700479,0.0,0.0,4.877525601450238e-8,-3.405256664436202e-10,0.0,0.0,-53940.0
t111,103462.78595211636,5.944608352820696e-6,-50259.785958109394,0.0,0.0,4.8779144883265975e-8,-3.404031426938764e-10,0.0,0.0,-53203.0
t112,100155.56682184948,5.9423342737641524e-6,-47715.56682784026,0.0,0.0,4.877914483134464e-8,-3.404031443222584e-10,0.0,0.0,-52440.0
t113,89872.9905252507,5.9842987870493985e-6,-37915.990531283445,0.0,0.0,4.878693883615069e-8,-3.401576188581761e-10,0.0,0.0,-51957.0
t114,73767.2369135846,5.969601853497144e-6,-21830.236919602652,0.0,0.0,4.879084376242852e-8,-3.400346238417055e-10,0.0,0.0,-51937.0
t115,51409.92404691597,2355.0759583372283,-5.305121326272737e-6,0.0,0.0,5.2176492696578225e-8,-2.375963940478838e-10,0.0,0.0,-53765.0
t116,34486.55538965762,22754.444613572938,-3.2836153369285073e-6,0.0,0.0,5.3260634607817885e-8,-2.0648651897443887e-10,0.0,0.0,-57241.0
t117,34896.86399123237,22416.136011997885,-3.283320116670885e-6,0.0,0.0,5.3260634624864535e-8,-2.0648651849205247e-10,0.0,0.0,-57313.0
t118,33454.22644502299,23209.773558206478,-3.282527968331955e-6,0.0,0.0,5.326063465673042e-8,-2.0648651758354165e-10,0.0,0.0,-56664.0
t119,35239.72460331498,19368.27539991296,-3.280994915290614e-6,0.0,0.0,5.326063470616767e-8,-2.0648651616410303e-10,0.0,0.0,-54608.0
t120,36363.85775632657,14892.14224689875,-3.2783735879942175e-6,0.0,0.0,5.326063477170281e-8,-2.064865142735584e-10,0.0,0.0,-51256.0
t121,36215.846890731475,11673.153112489652,-3.274186815623459e-6,0.0,0.0,5.3260634852679466e-8,-2.0648651194059549e-10,0.0,0.0,-47889.0
t122,35813.28017850987,9953.719859617722,-3.81794199583017e-5,0.0,0.0,5.20677774166619e-8,-2.407597703248805e-10,0.0,0.0,-45767.0
t123,38018.871869438226,6586.128168690932,-3.818099007385735e-5,0.0,0.0,5.206777648450055e-8,-2.4075979746751107e-10,0.0,0.0,-44605.0
t124,38025.70088623665,6107.299148568071,-3.4856545629480006e-5,0.0,0.0,5.2076366903723936e-8,-2.4050954132463855e-10,0.0,0.0,-44133.0
t125,38349.826135444375,5975.173896576779,-3.207300276966503e-5,0.0,0.0,5.208497064307468e-8,-2.402589477221534e-10,0.0,0.0,-44325.0
t126,37497.35868286436,7939.641320344845,-3.262251476002335e-6,0.0,0.0,5.326063542584721e-8,-2.0648649566869322e-10,0.0,0.0,-45437.0
t127,37559.186005613046,11436.8139975772,-3.2433011929827895e-6,0.0,0.0,5.326063550564443e-8,-2.0648649345264296e-10,0.0,0.0,-48996.0
t128,36045.353358101616,18839.646645064633,-3.2193039056664285e-6,0.0,0.0,5.32606355552898e-8,-2.064864921075374e-10,0.0,0.0,-54885.0
t129,35533.87277110759,21360.12723202927,-3.1899197768856897e-6,0.0,0.0,5.326063558098067e-8,-2.064864913976922e-10,0.0,0.0,-56894.0
t130,49287.22176984619,6081.778231786015,-1.6852588303251007e-6,0.0,0.0,5.326063559013281e-8,-2.0648649112476494e-10,0.0,0.0,-55369.0
t131,77144.18176716169,2.624993735137505e-6,-22622.1817698342,0.0,0.0,4.7885385532511385e-8,-3.6886684013160617e-10,0.0,0.0,-54522.0
t132,98977.3211292463,3.9882001192652885e-6,-45062.321133280595,0.0,0.0,4.6527701985852646e-8,-4.1330474079613893e-10,0.0,0.0,-53915.0
t133,114351.87020646583,1.8759168894179317e-5,-61203.87022527111,0.0,0.0,4.652770196539088e-8,-4.133047414699637e-10,0.0,0.0,-53148.0
t134,120666.40413400112,1.8757961322861572e-5,-68103.40415280519,0.0,0.0,4.652770194465879e-8,-4.133047421543197e-10,0.0,0.0,-52563.0
t135,120529.93143305703,1.8756734999020127e-5,-68129.9314518599,0.0,0.0,4.652770194302888e-8,-4.1330474220699587e-10,0.0,0.0,-52400.0
t136,120253.89066238857,1.875534253435586e-5,-68119.89068119002,0.0,0.0,4.652770194384469e-8,-4.133047421772751e-10,0.0,0.0,-52134.0
t137,112097.94759759196,1.875273213824708e-5,-60353.94761639081,0.0,0.0,4.652770196667742e-8,-4.1330474141366457e-10,0.0,0.0,-51744.0
t138,93057.83025395116,2.501615068725789e-5,-41740.83027901486,0.0,0.0,4.790799809106096e-8,-3.681390779819251e-10,0.0,0.0,-51317.0
t139,62476.58585499581,1.093919406124627e-5,-10412.585865982552,0.0,0.0,4.7910713220467445e-8,-3.680517211558095e-10,0.0,0.0,-52064.0
t140,31884.16785334525,22571.832151919945,-5.315200260665024e-6,0.0,0.0,5.029873284860596e-8,-2.9339103191282936e-10,0.0,0.0,-54456.0
t141,32108.99448510647,21599.00552016018,-5.31665035778955e-6,0.0,0.0,5.029873284844469e-8,-2.9339103191072155e-10,0.0,0.0,-53708.0
t142,32022.81094395056,20394.189061317527,-5.318092035761561e-6,0.0,0.0,5.0298732846282714e-8,-2.9339103196384206e-10,0.0,0.0,-52417.0
t143,31526.31880167987,19283.681203589655,-5.319520948844361e-6,0.0,0.0,5.02987328422018e-8,-2.9339103207128713e-10,0.0,0.0,-50810.0
t144,31606.881677882284,17100.11832738865,-5.32093210087721e-6,0.0,0.0,5.02987328364348e-8,-2.933910322232086e-10,0.0,0.0,-48707.0
t145,31618.123009557283,14220.876995715045,-5.322320397690973e-6,0.0,0.0,5.029873282794643e-8,-2.9339103244589547e-10,0.0,0.0,-45839.0
t146,31951.615845063847,11727.384160209846,-5.323689999743717e-6,0.0,0.0,5.029873143446674e-8,-2.933910747489767e-10,0.0,0.0,-43679.0
t147,31560.04279672667,10676.957208690676,-5.467320540688744e-6,0.0,0.0,5.027529689217169e-8,-2.941031931736635e-10,0.0,0.0,-42237.0
t148,31708.053661886577,9610.946343495345,-5.431909860655999e-6,0.0,0.0,5.028125709296167e-8,-2.9392203955800906e-10,0.0,0.0,-41319.0
t149,30996.10266486324,10141.897340483763,-5.396998939551131e-6,0.0,0.0,5.0287225836081236e-8,-2.937406520756949e-10,0.0,0.0,-41138.0
t150,30859.33313113255,10684.666874147115,-5.329663707871718e-6,0.0,0.0,5.029873277103584e-8,-2.93391034113012e-10,0.0,0.0,-41544.0
t151,30119.278805122613,12827.721200158598,-5.331202130870924e-6,0.0,0.0,5.0298732743461524e-8,-2.9339103497223255e-10,0.0,0.0,-42947.0
t152,29800.774411401155,15534.22559388159,-5.33274605579759e-6,0.0,0.0,5.029873274322908e-8,-2.933910350128867e-10,0.0,0.0,-45335.0
t153,29171.259845087727,18204.74016019657,-5.334295719915713e-6,0.0,0.0,5.029873273821734e-8,-2.933910351911674e-10,0.0,0.0,-47376.0
t154,48004.42415384461,1395.5758495282132,-3.4228321581472686e-6,0.0,0.0,5.0298732728732885e-8,-2.933910355029825e-10,0.0,0.0,-49400.0
t155,81139.12003109386,4.066460506587833e-6,-29911.120035207925,0.0,0.0,4.795345503338703e-8,-3.6667729959645605e-10,0.0,0.0,-51228.0
t156,99906.45008863456,4.93666145955638e-6,-47866.45009361786,0.0,0.0,4.701581576262723e-8,-3.9715872131903703e-10,0.0,0.0,-52040.0
t157,112685.49293595777,1.2304946876736586e-5,-60664.49294830934,0.0,0.0,4.7015815767819385e-8,-3.9715872114812445e-10,0.0,0.0,-52021.0
t158,117973.98478632099,1.2303280094055363e-5,-66484.98479867089,0.0,0.0,4.701581578172597e-8,-3.97158720685585e-10,0.0,0.0,-51489.0
t159,118956.64954676662,3.5157670963025317e-6,-68317.64955032851,0.0,0.0,4.652770192888834e-8,-4.133047426600079e-10,0.0,0.0,-50639.0
t160,116805.92496329002,1.229190358752902e-5,-66711.92497562856,0.0,0.0,4.701581583319313e-8,-3.971587189789146e-10,0.0,0.0,-50094.0
t161,105312.54679791741,1.2241880061904214e-5,-55417.54681020593,0.0,0.0,4.701581587962779e-8,-3.9715871744996687e-10,0.0,0.0,-49895.0
t162,85837.11443601327,1.195301761027496e-5,-35986.11444801292,0.0,0.0,4.701581595611552e-8,-3.9715871493447423e-10,0.0,0.0,-49851.0
t163,56200.604883622604,9.94962933464534e-6,-4852.604893620929,0.0,0.0,4.903459189956583e-8,-3.323800291372094e-10,0.0,0.0,-51348.0
t164,30433.115420504786,23531.884582989536,-3.546935624505311e-6,0.0,0.0,5.2830427735618996e-8,-2.1873731720741632e-10,0.0,0.0,-53965.0
t165,31646.427149096697,22161.57285439861,-3.5479251107703614e-6,0.0,0.0,5.283042773707888e-8,-2.1873731716412226e-10,0.0,0.0,-53808.0
t166,32596.319666644282,20254.680336852005,-3.548907226812023e-6,0.0,0.0,5.2830427738306347e-8,-2.1873731711956977e-10,0.0,0.0,-52851.0
t167,32489.52701899937,18872.472984497905,-3.549888772960015e-6,0.0,0.0,5.283042773830722e-8,-2.1873731710418103e-10,0.0,0.0,-51362.0
t168,33922.79679052182,15426.203212976441,-3.5508685236783057e-6,0.0,0.0,5.283042773765502e-8,-2.1873731710060425e-10,0.0,0.0,-49349.0
t169,35348.572340226514,11662.427663421946,-3.701019720036041e-6,0.0,0.0,5.2772233793205025e-8,-2.20403932022944e-10,0.0,0.0,-47011.0
t170,35416.02033018417,9477.97967343956,-3.6763069955209303e-6,0.0,0.0,5.278189561988303e-8,-2.2012707043618076e-10,0.0,0.0,-44894.0
t171,36328.44174006791,7297.558263531466,-3.6519533850172063e-6,0.0,0.0,5.279157228341249e-8,-2.1984984628387985e-10,0.0,0.0,-43626.0
t172,36643.1990233984,6293.800980176964,-3.627950870558957e-6,0.0,0.0,5.2801263801437996e-8,-2.1957225932770328e-10,0.0,0.0,-42937.0
t173,36839.92232552443,6018.077678027269,-3.604291651491614e-6,0.0,0.0,5.281097019986912e-8,-2.192943090967962e-10,0.0,0.0,-42858.0
t174,35891.90336660052,7255.096636927857,-3.5809681562729638e-6,0.0,0.0,5.282069150493132e-8,-2.1901599510741734e-10,0.0,0.0,-43147.0
t175,34085.79610066992,10075.20390283544,-3.557973046531957e-6,0.0,0.0,5.283042773468079e-8,-2.1873731711905467e-10,0.0,0.0,-44161.0
t176,32794.91652971678,13179.083473789608,-3.5590030202026332e-6,0.0,0.0,5.283042771768985e-8,-2.1873731763033467e-10,0.0,0.0,-45974.0
t177,31333.543430374328,16306.456573133091,-3.5600367751565765e-6,0.0,0.0,5.283042771156439e-8,-2.187373178269469e-10,0.0,0.0,-47640.0
t178,38980.784716309296,10267.21528600233,-2.3642373082394448e-6,0.0,0.0,5.283042770820221e-8,-2.1873731794236627e-10,0.0,0.0,-49248.0
