Segment,1,2,3,4,Total
t52,-1.3886179129654071e-10,9.948698808612987e-10,8.398185690060177e-9,4.632259841068154e-8,5.5576792190306474e-8
t53,-1.3886179097794114e-10,9.948698812584639e-10,8.398185691174408e-9,4.632259842147403e-8,5.557679220292896e-8
t54,-1.3886179101597416e-10,9.948698812135186e-10,8.398185691053094e-9,4.632259842108136e-8,5.5576792202332e-8
t55,-1.388617911016558e-10,9.948698811109701e-10,8.398185690773665e-9,4.632259841972767e-8,5.5576792200510654e-8
t56,-1.38861791195946e-10,9.948698809984128e-10,8.398185690467565e-9,4.632259841834543e-8,5.5576792198615464e-8
t57,-1.388617912463655e-10,9.948698809368333e-10,8.398185690297264e-9,4.632259841710004e-8,5.5576792197087774e-8
t58,-2.2804361427704724e-10,8.841179987266449e-10,8.090161222840895e-9,4.353220404404681e-8,5.2278439651337305e-8
t59,-3.351545337880491e-10,7.514043014535119e-10,7.726478870048724e-9,4.04681938854374e-8,4.861092252315159e-8
t60,-3.3502514916564213e-10,7.515644134487041e-10,7.726914123906432e-9,4.047172208247336e-8,4.861517547066285e-8
t61,-3.704109918247377e-10,7.077927872755723e-10,7.608236168026593e-9,3.9521418725370046e-8,4.7467036688847475e-8
t62,-4.1330474191344787e-10,6.547822895905492e-10,7.465343374702988e-9,3.840757628909028e-8,4.611439721147037e-8
t63,-4.1330474196388516e-10,6.547822895267407e-10,7.465343374528731e-9,3.8407576287374303e-8,4.611439720946589e-8
t64,-4.133047419043381e-10,6.547822895988745e-10,7.465343374719898e-9,3.8407576288485756e-8,4.611439721090019e-8
t65,-3.704109917523158e-10,7.077927873596055e-10,7.608236168243483e-9,3.9521418725652386e-8,4.746703668950316e-8
t66,-3.3362025523692343e-10,7.533029847121152e-10,7.731640856342262e-9,4.051005791680723e-8,4.8661381502624686e-8
t67,-3.334889098479385e-10,7.534655289441904e-10,7.732082823416336e-9,4.0513644392616044e-8,4.866570383512863e-8
t68,-2.1052815024382764e-10,9.058517000670233e-10,8.150279513026998e-9,4.406209789968109e-8,5.2907700962531286e-8
t69,-2.1052815092757214e-10,9.058516992190087e-10,8.15027951067926e-9,4.406209787902152e-8,5.290770093799222e-8
t70,-2.1052815116468607e-10,9.058516989246007e-10,8.150279509863558e-9,4.406209787174582e-8,5.290770092936929e-8
t71,-2.105281513494001e-10,9.058516986940745e-10,8.150279509222589e-9,4.4062097865676846e-8,5.290770092224411e-8
t72,-2.1052815153770035e-10,9.058516984575886e-10,8.150279508562206e-9,4.406209785898467e-8,5.2907700914466766e-8
t73,-2.105281517423853e-10,9.058516982002266e-10,8.150279507842961e-9,4.4062097851609515e-8,5.2907700905910317e-8
t74,-2.2267334695926533e-10,8.907806412259027e-10,8.108574070041866e-9,4.369376381169609e-8,5.247044517600459e-8
t75,-2.2239945059974186e-10,8.911204741213859e-10,8.10951363082806e-9,4.370202511066172e-8,5.248025976501142e-8
t76,-2.2212519578433923e-10,8.914607539389466e-10,8.110454466192212e-9,4.3710299305233754e-8,5.2490089329580573e-8
t77,-2.2185058208220979e-10,8.918014812216596e-10,8.111396577791841e-9,4.371858641736826e-8,5.249993389429955e-8
t78,-2.1052815252089907e-10,9.058516972326512e-10,8.150279505160333e-9,4.406209782739905e-8,5.2907700877271133e-8
t79,-2.1052815245723485e-10,9.058516973157051e-10,8.15027950539814e-9,4.406209783071421e-8,5.290770088097082e-8
t80,-2.1052815251610315e-10,9.058516972477732e-10,8.150279505219855e-9,4.4062097830665216e-8,5.290770088061674e-8
t81,-2.1052815253685693e-10,9.058516972231021e-10,8.15027950515361e-9,4.4062097830401563e-8,5.290770088024142e-8
t82,-2.236997535341967e-10,8.89507161598116e-10,8.105053533705258e-9,4.366282368455054e-8,5.2433684626319716e-8
t83,-3.3304904768023325e-10,7.540098764302987e-10,7.73356299852914e-9,4.052565812762444e-8,4.868018195490364e-8
t84,-3.3304905192706557e-10,7.54009871172821e-10,7.733562984229239e-9,4.05256580110538e-8,4.868018181452879e-8
t85,-3.330490533814663e-10,7.540098693713324e-10,7.733562979327499e-9,4.052565797083417e-8,4.8680181766151536e-8
t86,-3.330490545787184e-10,7.540098678882585e-10,7.733562975291944e-9,4.0525657937693876e-8,4.868018172629536e-8
t87,-3.3304905545369355e-10,7.540098668044098e-10,7.733562972342743e-9,4.052565791347842e-8,4.868018169717188e-8
t88,-3.330490559978128e-10,7.540098661301398e-10,7.733562970507543e-9,4.052565789834058e-8,4.868018167898045e-8
t89,-3.330490563671013e-10,7.540098656723271e-10,7.733562969261113e-9,4.052565788800748e-8,4.868018166657382e-8
t90,-3.3208546793856574e-10,7.552023653650721e-10,7.736805922409217e-9,4.055199205048522e-8,4.871191487032094e-8
t91,-3.319521575101499e-10,7.553673472918309e-10,7.737254620638049e-9,4.055563707517398e-8,4.871630688559371e-8
t92,-1.7780928986672468e-10,9.464739881225326e-10,8.263073965335175e-9,4.507526251654711e-8,5.410700118013809e-8
t93,-1.7780928991395287e-10,9.464739880640309e-10,8.263073965172632e-9,4.507526251511728e-8,5.410700117843999e-8
t94,-1.7780929002301642e-10,9.464739879281398e-10,8.263073964793542e-9,4.50752625115374e-8,5.4107001174236067e-8
t95,-1.7780929023571098e-10,9.4647398766247e-10,8.263073964051147e-9,4.5075262504325484e-8,5.410700116580339e-8
t96,-1.7780929052761381e-10,9.464739872968945e-10,8.263073963027693e-9,4.5075262494087714e-8,5.4107001153884684e-8
t97,-1.7780929095301918e-10,9.46473986764806e-10,8.263073961539407e-9,4.507526247940773e-8,5.410700113675893e-8
t98,-2.1923583588632402e-10,8.950458399018501e-10,8.120369193436928e-9,4.379759741256077e-8,5.2593776610013226e-8
t99,-2.1923583629492593e-10,8.950458393939249e-10,8.120369192030174e-9,4.379759739988953e-8,5.25937765950187e-8
t100,-2.1923583615125094e-10,8.950458395720182e-10,8.120369192522449e-9,4.379759740417403e-8,5.259377660011725e-8
t101,-1.7780929266784294e-10,9.464739846322088e-10,8.263073955597932e-9,4.507526242453331e-8,5.410700107209561e-8
t102,-1.7780929300235936e-10,9.46473984218837e-10,8.263073954451369e-9,4.507526241475494e-8,5.4107001060422784e-8
t103,-1.77809293352173e-10,9.46473983789119e-10,8.263073953264414e-9,4.5075262405424177e-8,5.4107001049125535e-8
t104,-1.7780929366015075e-10,9.464739834125833e-10,8.263073952227879e-9,4.507526239783814e-8,5.4107001039818456e-8
t105,-1.778092939025799e-10,9.464739831129647e-10,8.263073951396748e-9,4.5075262390736744e-8,5.410700103134388e-8
t106,-1.778092941102313e-10,9.464739828534322e-10,8.263073950671188e-9,4.5075262383639654e-8,5.410700102305404e-8
t107,-3.404031445059304e-10,7.449096117356876e-10,7.70883057287805e-9,4.032540464250311e-8,4.843874168261092e-8
t108,-3.407702458821337e-10,7.444553860497239e-10,7.707596803393278e-9,4.031544203318682e-8,4.842672397674769e-8
t109,-3.4064803428023607e-10,7.446066017453066e-10,7.7080075285137e-9,4.0318758327806516e-8,4.8430724423785284e-8
t110,-3.405256664436202e-10,7.447580111851905e-10,7.7084187873806e-9,4.0322079215936595e-8,4.8434730348058765e-8
t111,-3.404031426938764e-10,7.449096139733857e-10,7.708830578947918e-9,4.032540469034467e-8,4.84387417405721e-8
t112,-3.404031443222584e-10,7.449096119577694e-10,7.708830573471512e-9,4.032540464591536e-8,4.843874168702238e-8
t113,-3.401576188581761e-10,7.452134102374209e-10,7.709655789207507e-9,4.033206963670576e-8,4.844678121729251e-8
t114,-3.400346238417055e-10,7.453655974444419e-10,7.710069190931177e-9,4.03354089740529e-8,4.845080913858681e-8
t115,-2.375963940478838e-10,8.722683659206896e-10,8.057450483690703e-9,4.324677384696683e-8,5.193889630253034e-8
t116,-2.0648651897443887e-10,9.108679340733307e-10,8.164177693929219e-9,4.418558897981533e-8,5.305414808884344e-8
t117,-2.0648651849205247e-10,9.108679346721304e-10,8.164177695588905e-9,4.41855889946035e-8,5.305414810637248e-8
t118,-2.0648651758354165e-10,9.108679357992023e-10,8.164177698711471e-9,4.4185589022219746e-8,5.305414813914688e-8
t119,-2.0648651616410303e-10,9.108679375591095e-10,8.164177703585383e-9,4.418558906502317e-8,5.305414819000356e-8
t120,-2.064865142735584e-10,9.108679399022328e-10,8.164177710072727e-9,4.4185589121727853e-8,5.3054148257429255e-8
t121,-2.0648651194059549e-10,9.108679427939824e-10,8.16417771807964e-9,4.418558919180584e-8,5.305414834073887e-8
t122,-2.407597703248805e-10,8.683449742480786e-10,8.04663039938894e-9,4.315280204302488e-8,5.1827017646337014e-8
t123,-2.4075979746751107e-10,8.683449405839368e-10,8.046630306567689e-9,4.3152801237348924e-8,5.182701668703304e-8
t124,-2.4050954132463855e-10,8.686553113612506e-10,8.047486071391504e-9,4.316022552097118e-8,5.18358573623993e-8
t125,-2.402589477221534e-10,8.689661024737939e-10,8.048343027528417e-9,4.3167661513072474e-8,5.184471169535253e-8
t126,-2.0648649566869322e-10,9.108679629874403e-10,8.164177774039345e-9,4.418558968882043e-8,5.305414893017852e-8
t127,-2.0648649345264296e-10,9.108679657425691e-10,8.16417778168394e-9,4.4185589758217924e-8,5.3054149012191786e-8
t128,-2.064864921075374e-10,9.108679674183697e-10,8.164177786340446e-9,4.4185589801530987e-8,5.305414906318226e-8
t129,-2.064864913976922e-10,9.108679683012662e-10,8.164177788790918e-9,4.418558982388849e-8,5.3054149089582976e-8
t130,-2.0648649112476494e-10,9.108679686386383e-10,8.164177789723277e-9,4.4185589831770897e-8,5.3054149099008044e-8
t131,-3.6886684013160617e-10,7.09702122441862e-10,7.613399902128528e-9,3.9562283507940997e-8,4.751651869237978e-8
t132,-4.1330474079613893e-10,6.547822909668923e-10,7.465343378394105e-9,3.840757631649165e-8,4.611439724505651e-8
t133,-4.133047414699637e-10,6.547822901338282e-10,7.46534337615432e-9,3.840757629910273e-8,4.611439722392092e-8
t134,-4.133047421543197e-10,6.547822892879135e-10,7.465343373880288e-9,3.840757628149059e-8,4.611439720250447e-8
t135,-4.1330474220699587e-10,6.547822892226858e-10,7.465343373704729e-9,3.840757628010146e-8,4.611439720082188e-8
t136,-4.133047421772751e-10,6.547822892591303e-10,7.46534337380216e-9,3.8407576280783394e-8,4.611439720166741e-8
t137,-4.1330474141366457e-10,6.5478229020198e-10,7.465343376334842e-9,3.84075763001406e-8,4.6114397225263756e-8
t138,-3.681390779819251e-10,7.106020201514338e-10,7.615834057399011e-9,3.9581562013510516e-8,4.7539859013079035e-8
t139,-3.680517211558095e-10,7.107100402699506e-10,7.616126261382357e-9,3.958387691881514e-8,4.7542661499311634e-8
t140,-2.9339103191282936e-10,8.031112011313972e-10,7.867479230070632e-9,4.162814241740393e-8,5.000534181669313e-8
t141,-2.9339103191072155e-10,8.031112011332906e-10,7.867479230074447e-9,4.1628142417236955e-8,5.0005341816533974e-8
t142,-2.9339103196384206e-10,8.031112010662079e-10,7.867479229888508e-9,4.1628142415328e-8,5.000534181431888e-8
t143,-2.9339103207128713e-10,8.031112009314229e-10,7.867479229516601e-9,4.162814241175378e-8,5.000534181013052e-8
t144,-2.933910322232086e-10,8.031112007408601e-10,7.867479228990805e-9,4.1628142406703134e-8,5.000534180421159e-8
t145,-2.9339103244589547e-10,8.031112004614251e-10,7.867479228219585e-9,4.162814239926542e-8,5.000534179550053e-8
t146,-2.933910747489767e-10,8.031111480579976e-10,7.867479084866865e-9,4.162814120154188e-8,5.000534035971776e-8
t147,-2.941031931736635e-10,8.022290614103466e-10,7.865066309239789e-9,4.1608001521521555e-8,4.9981193698998026e-8
t148,-2.9392203955800906e-10,8.024534513308295e-10,7.865680059574085e-9,4.161312358205676e-8,4.998733505340367e-8
t149,-2.937406520756949e-10,8.026781318845553e-10,7.866294621553856e-9,4.161825308264282e-8,4.9993485184005535e-8
t150,-2.93391034113012e-10,8.031111983900658e-10,7.867479222541488e-9,4.1628142350104286e-8,5.000534173692283e-8
t151,-2.9339103497223255e-10,8.031111973279603e-10,7.867479219640334e-9,4.162814232649323e-8,5.000534170848929e-8
t152,-2.933910350128867e-10,8.031111972810376e-10,7.867479219518504e-9,4.162814232642954e-8,5.0005341708216195e-8
t153,-2.933910351911674e-10,8.031111970628652e-10,7.86747921892676e-9,4.162814232222771e-8,5.000534170302617e-8
t154,-2.933910355029825e-10,8.03111196679043e-10,7.86747921788144e-9,4.16281423141724e-8,5.0005341693229905e-8
t155,-3.6667729959645605e-10,7.124095949440939e-10,7.620724207486175e-9,3.962032123095676e-8,4.758677773379057e-8
t156,-3.9715872131903703e-10,6.747302417563659e-10,7.519007425763053e-9,3.882207809510781e-8,4.661865704130819e-8
t157,-3.9715872114812445e-10,6.747302419675436e-10,7.519007426331806e-9,3.882207809952004e-8,4.6618657046671266e-8
t158,-3.97158720685585e-10,6.74730242538563e-10,7.519007427868787e-9,3.882207811131862e-8,4.6618657061040386e-8
t159,-4.133047426600079e-10,6.54782288661297e-10,7.465343372192904e-9,3.840757626803414e-8,4.611439718622833e-8
t160,-3.971587189789146e-10,6.747302446460201e-10,7.519007433542311e-9,3.88220781550048e-8,4.6618657114214216e-8
t161,-3.9715871744996687e-10,6.747302465351312e-10,7.519007438630082e-9,3.882207819446257e-8,4.661865716217782e-8
t162,-3.9715871493447423e-10,6.747302496434866e-10,7.519007447002116e-9,3.8822078259469915e-8,4.6618657241181047e-8
t163,-3.323800291372094e-10,7.54837825004211e-10,7.735814520570653e-9,4.0543939553990966e-8,4.870221187042862e-8
t164,-2.1873731720741632e-10,8.956644208091795e-10,8.122080346375586e-9,4.381268296843423e-8,5.261169041841158e-8
t165,-2.1873731716412226e-10,8.956644208627499e-10,8.122080346523482e-9,4.381268296969264e-8,5.261169041991475e-8
t166,-2.1873731711956977e-10,8.956644209170754e-10,8.122080346671926e-9,4.381268297071734e-8,5.261169042118677e-8
t167,-2.1873731710418103e-10,8.956644209346075e-10,8.12208034671742e-9,4.38126829706552e-8,5.2611690421203043e-8
t168,-2.1873731710060425e-10,8.956644209367803e-10,8.122080346719089e-9,4.381268296999915e-8,5.2611690420554415e-8
t169,-2.20403932022944e-10,8.935964500101838e-10,8.116360315109268e-9,4.376227702808557e-8,5.255182986118208e-8
t170,-2.2012707043618076e-10,8.939399801387178e-10,8.117310423697135e-9,4.377064521604718e-8,5.256176854944685e-8
t171,-2.1984984628387985e-10,8.942839623599542e-10,8.118261822460446e-9,4.377902649859209e-8,5.257172243712861e-8
t172,-2.1957225932770328e-10,8.946283969781583e-10,8.119214512399957e-9,4.378742089205988e-8,5.258169154211029e-8
t173,-2.192943090967962e-10,8.949732845864629e-10,8.120168495316515e-9,4.3795828419966144e-8,5.2591675890772323e-8
t174,-2.1901599510741734e-10,8.953186257935289e-10,8.121123773053485e-9,4.38042491060843e-8,5.26016755098239e-8
t175,-2.1873731711905467e-10,8.956644209071043e-10,8.122080346623966e-9,4.381268296714972e-8,5.2611690417561735e-8
t176,-2.1873731763033467e-10,8.956644202752265e-10,8.122080344880849e-9,4.3812682952533774e-8,5.261169040005951e-8
t177,-2.187373178269469e-10,8.956644200334324e-10,8.122080344216116e-9,4.381268294731484e-8,5.2611690393737444e-8
t178,-2.1873731794236627e-10,8.956644198921681e-10,8.12208034382908e-9,4.381268294448096e-8,5.261169039025984e-8
t179,-3.2969520453139283e-10,7.581605781260729e-10,7.744852674274074e-9,4.0617412120771266e-8,4.879073016864002e-8
t180,-3.301032586791453e-10,7.576555547811616e-10,7.743478736812451e-9,4.060623423285774e-8,4.8777265265772213e-8
t181,-3.2996741444174807e-10,7.578236802476819e-10,7.743936119983808e-9,4.0609954990789324e-8,4.8781747376579064e-8
t182,-3.298313963337945e-10,7.579920214349461e-10,7.744394099322947e-9,4.0613680954540354e-8,4.8786235678964454e-8
t183,-3.296952042390573e-10,7.581605784881757e-10,7.744852675259764e-9,4.061741212886983e-8,4.879073017837871e-8
t184,-3.2955883777453234e-10,7.58329351883735e-10,7.745311849127004e-9,4.062114852614929e-8,4.8795230889385496e-8
t185,-3.2942229683032107e-10,7.584983417602577e-10,7.745771621339157e-9,4.062489015135185e-8,4.8799737817620945e-8
t186,-3.2928558113920453e-10,7.58667548450794e-10,7.746231992839236e-9,4.062863701367965e-8,4.8804250973830476e-8
t187,-2.153645787095708e-10,8.998496314866525e-10,8.133661095286903e-9,4.391492671696492e-8,5.2733072865028906e-8
t188,-2.1283157127964403e-10,9.029930412307954e-10,8.142362995538091e-9,4.3991923499437545e-8,5.282444796492679e-8
t189,-2.1283157134532576e-10,9.02993041149273e-10,8.142362995312354e-9,4.399192349743534e-8,5.2824447962551635e-8
t190,-2.1283157155324645e-10,9.029930408902291e-10,8.142362994593163e-9,4.3991923490764265e-8,5.282444795469441e-8
t191,-2.1425984282071689e-10,9.012205630272599e-10,8.137455835044833e-9,4.394848567061552e-8,5.27729022258669e-8
t192,-2.1397493693531808e-10,9.015741251658486e-10,8.138434598131288e-9,4.395714590386037e-8,5.278317969022219e-8
t193,-2.1368965730990093e-10,9.019281534584152e-10,8.139414693895456e-9,4.396581977818482e-8,5.279347296822879e-8
t194,-2.1340400397447894e-10,9.022826478786212e-10,8.140396122437227e-9,4.397450730310597e-8,5.2803782069447336e-8
t195,-2.131179764200291e-10,9.026376090685447e-10,8.141378885706317e-9,4.3983208504371675e-8,5.2814107022726506e-8
t196,-2.1283157396236878e-10,9.029930378859919e-10,8.142362986247101e-9,4.399192341253122e-8,5.282444786270194e-8
t197,-2.128315736163417e-10,9.02993038315802e-10,8.142362987437917e-9,4.399192342319331e-8,5.282444787533069e-8
t198,-2.1283157362475018e-10,9.029930383071435e-10,8.142362987417355e-9,4.399192342353991e-8,5.282444787563966e-8
t199,-2.1283157362257648e-10,9.029930383148608e-10,8.142362987448369e-9,4.3991923425310244e-8,5.28244478774509e-8
t200,-2.128315736190305e-10,9.029930383260495e-10,8.142362987492401e-9,4.399192342772323e-8,5.282444787992265e-8
t201,-2.1283157362633948e-10,9.029930383194941e-10,8.142362987479087e-9,4.399192342835522e-8,5.2824447880527466e-8
t202,-2.1283157367723632e-10,9.029930382564455e-10,8.142362987304742e-9,4.399192342684547e-8,5.282444787872943e-8
t203,-2.1283157379656423e-10,9.029930381090292e-10,8.142362986897857e-9,4.3991923423441716e-8,5.2824447874652035e-8
t204,-3.2610786293761444e-10,7.626006150032821e-10,7.756935590049817e-9,4.071585289280384e-8,4.8909281234919325e-8
t205,-3.261078630657419e-10,7.626006148453796e-10,7.756935589621291e-9,4.071585288949396e-8,4.8909281230894887e-8
t206,-3.265296587312288e-10,7.620785409852968e-10,7.755514505299841e-9,4.070426226681751e-8,4.889532565437142e-8
t207,-3.263892399833647e-10,7.622523424815315e-10,7.755987582782419e-9,4.070812039065807e-8,4.8899971075938656e-8
t208,-3.262486414722157e-10,7.624263670460071e-10,7.756461277391494e-9,4.071198392959544e-8,4.890462293256072e-8
t209,-3.261078629895762e-10,7.626006149389974e-10,7.756935589874888e-9,4.07158528913852e-8,4.890928123320951e-8
t210,-3.2596690427991506e-10,7.627750864797083e-10,7.757410521141578e-9,4.071972728519625e-8,4.891394598853762e-8
t211,-2.084902373247174e-10,9.083809781713733e-10,8.157286171597293e-9,4.412430815028476e-8,5.298148506272871e-8
t212,-2.0625804628794218e-10,9.111515149888436e-10,8.164963648412506e-9,4.4192583708646207e-8,5.306244082575961e-8
t213,-2.0625804641233125e-10,9.111515148339331e-10,8.164963647982152e-9,4.419258370466014e-8,5.3062440821063893e-8
t214,-2.0625804673317259e-10,9.111515144346054e-10,8.16496364687327e-9,4.419258369446149e-8,5.306244080903619e-8
t215,-2.062580472781805e-10,9.11151513756179e-10,8.164963644989188e-9,4.419258367710554e-8,5.306244078857273e-8
t216,-2.0714191771358546e-10,9.100544597792782e-10,8.161923272026476e-9,4.416553205073012e-8,5.3030367864822294e-8
t217,-2.0684768210199182e-10,9.104196605070366e-10,8.162935343375938e-9,4.417453492965599e-8,5.304104225143697e-8
t218,-2.065530604344088e-10,9.107853429109294e-10,8.16394879471168e-9,4.418355207804549e-8,5.305173315523369e-8
t219,-2.0625805145528314e-10,9.11151508559799e-10,8.1649636305644e-9,4.419258354520092e-8,5.3062440632869835e-8
t220,-2.0625804985181017e-10,9.111515105496756e-10,8.164963636078802e-9,4.419258359417151e-8,5.306244069094818e-8
t221,-2.0625804946534873e-10,9.111515110297336e-10,8.164963637410051e-9,4.419258360613422e-8,5.3062440705108656e-8
t222,-2.0625804913009385e-10,9.1115151144801e-10,8.16496363857349e-9,4.419258361713612e-8,5.306244071802753e-8
t223,-2.0625804888704003e-10,9.111515117543147e-10,8.164963639431341e-9,4.419258362615726e-8,5.3062440728455875e-8
t224,-2.0625804864131192e-10,9.111515120652443e-10,8.164963640304535e-9,4.419258363570772e-8,5.306244073943619e-8
t225,-2.0625804851140393e-10,9.111515122284593e-10,8.164963640760685e-9,4.419258364035808e-8,5.306244074483582e-8
t226,-2.0625804861065218e-10,9.111515121043739e-10,8.164963640415044e-9,4.4192583637012624e-8,5.306244074092139e-8
t227,-3.2345638169733723e-10,7.658825798350039e-10,7.765871146178231e-9,4.078881188901794e-8,4.899710923333384e-8
t228,-3.234563807505027e-10,7.65882581007086e-10,7.765871149370131e-9,4.078881191512255e-8,4.8997109264749263e-8
t229,-3.234563826896191e-10,7.658825786063337e-10,7.765871142831606e-9,4.0788811861558614e-8,4.899710920030693e-8
t230,-3.2345638333684426e-10,7.658825778043645e-10,7.76587114064615e-9,4.078881184347541e-8,4.899710917858908e-8
