Segment,1,2,3,4,Total
t575,-2.23771829167097e-10,8.89417737304236e-10,8.104806340598795e-9,4.36606521211592e-8,5.2431104369895134e-8
t576,-2.2377182913088423e-10,8.894177373454287e-10,8.104806340705505e-9,4.366065212099451e-8,5.243110436991456e-8
t577,-2.237718291100223e-10,8.894177373667682e-10,8.104806340755768e-9,4.366065212009568e-8,5.2431104369108194e-8
t578,-2.407597760300303e-10,8.683449671714099e-10,8.046630379875191e-9,4.31528018734297e-8,5.182701744444627e-8
t579,-2.4075977631517937e-10,8.683449668161071e-10,8.046630378892381e-9,4.315280186442149e-8,5.18270174338148e-8
t580,-2.4075977633592774e-10,8.683449667895223e-10,8.046630378817449e-9,4.3152801863523205e-8,5.182701743279425e-8
t581,-2.407597762469363e-10,8.683449669001315e-10,8.046630379122877e-9,4.3152801866242955e-8,5.1827017436019024e-8
t582,-2.2377182910212957e-10,8.894177373724599e-10,8.104806340763626e-9,4.366065211895429e-8,5.2431104367988244e-8
t583,-2.2377182905283216e-10,8.894177374384388e-10,8.104806340955246e-9,4.366065212205803e-8,5.243110437139888e-8
t584,-2.2377182907607878e-10,8.894177374160572e-10,8.10480634090578e-9,4.3660652123530284e-8,5.2431104372776045e-8
t585,-2.2377182910372207e-10,8.894177373841932e-10,8.10480634082237e-9,4.3660652123515686e-8,5.2431104372618523e-8
t586,-2.2377182918438857e-10,8.894177372837714e-10,8.104806340544122e-9,4.3660652120970855e-8,5.243110436961436e-8
t587,-3.3068136076134867e-10,7.569400818524744e-10,7.741532405727371e-9,4.059040503313423e-8,4.8758196159952724e-8
t588,-3.30681360817123e-10,7.56940081784144e-10,7.741532405542815e-9,4.0590405031821435e-8,4.875819615833127e-8
t589,-3.310856453968876e-10,7.564397352575967e-10,7.740171391734317e-9,4.05793399429917e-8,4.874486542458673e-8
t590,-3.3095105611331777e-10,7.56606303740645e-10,7.740624472600947e-9,4.0583023156876746e-8,4.874930287710502e-8
t591,-3.308162945732615e-10,7.567730859318047e-10,7.741078143900528e-9,4.058671151949798e-8,4.875374645475705e-8
t592,-3.3068136063578606e-10,7.569400820076858e-10,7.741532406149222e-9,4.059040503651402e-8,4.875819616403514e-8
t593,-3.305462540095482e-10,7.571072923311964e-10,7.741987260370328e-9,4.059410371775264e-8,4.8762652016444615e-8
t594,-3.3041097450496575e-10,7.572747171391109e-10,7.742442707243743e-9,4.059780757019462e-8,4.876711402007251e-8
t595,-3.302755219487537e-10,7.574423566479588e-10,7.742898747394259e-9,4.060151660036073e-8,4.877158218245419e-8
t596,-2.0473703165406162e-10,9.130394408975871e-10,8.170196793780566e-9,4.423918754418099e-8,5.3117686747205084e-8
t597,-2.0473703175586173e-10,9.130394407709124e-10,8.170196793428804e-9,4.4239187540953357e-8,5.311768674339721e-8
t598,-2.0473703196257714e-10,9.130394405133611e-10,8.17019679271294e-9,4.423918753428349e-8,5.311768673554721e-8
t599,-2.047370323231349e-10,9.130394400637733e-10,8.170196791462659e-9,4.423918752252954e-8,5.311768672173284e-8
t600,-2.0473703275499073e-10,9.130394395240149e-10,8.170196789959172e-9,4.4239187508016494e-8,5.3117686704744685e-8
t601,-2.0473703320023638e-10,9.130394389669498e-10,8.17019678840638e-9,4.423918749285742e-8,5.3117686687030513e-8
t602,-2.0473703362168325e-10,9.130394384407962e-10,8.170196786941941e-9,4.42391874788994e-8,5.311768667066045e-8
t603,-2.0473703397816894e-10,9.130394379967721e-10,8.17019678570804e-9,4.423918746744233e-8,5.3117686657168976e-8
t604,-2.0473703425864515e-10,9.130394376480904e-10,8.170196784740375e-9,4.423918745865776e-8,5.311768664678758e-8
t605,-2.0473703447887987e-10,9.130394373751926e-10,8.170196783984746e-9,4.423918745206577e-8,5.311768663894683e-8
t606,-2.0473703460338293e-10,9.130394372224828e-10,8.170196783564932e-9,4.4239187448874853e-8,5.311768663505889e-8
t607,-2.0473703470629252e-10,9.130394370995012e-10,8.170196783233148e-9,4.423918744734485e-8,5.31176866329712e-8
t608,-2.0473703476926152e-10,9.130394370279298e-10,8.17019678304742e-9,4.4239187447668235e-8,5.3117686632974327e-8
t609,-2.0473703483165097e-10,9.130394369522793e-10,8.170196782841147e-9,4.4239187446367715e-8,5.3117686631329494e-8
t610,-2.0473703504633389e-10,9.130394366846174e-10,8.170196782096838e-9,4.4239187439378674e-8,5.31176866231138e-8
t611,-3.5817530688475576e-10,7.22924026244673e-10,7.649190698664132e-9,3.984672392169349e-8,4.7860663339717535e-8
t612,-4.133047419062651e-10,6.547822895980675e-10,7.465343374720662e-9,3.840757628888608e-8,4.6114397211298545e-8
t613,-4.1330474217030234e-10,6.547822892709869e-10,7.465343373840065e-9,3.8407576281888064e-8,4.611439720282881e-8
t614,-4.1330474221766986e-10,6.547822892112404e-10,7.46534337367722e-9,3.840757628032706e-8,4.611439720099785e-8
t615,-4.1330474222733913e-10,6.547822891986858e-10,7.465343373642334e-9,3.840757627990493e-8,4.611439720051861e-8
t616,-4.1330474222712774e-10,6.547822891980933e-10,7.465343373639165e-9,3.8407576279667634e-8,4.611439720027776e-8
t617,-4.133047421726083e-10,6.547822892649696e-10,7.465343373817981e-9,3.8407576280923274e-8,4.6114397201833614e-8
t618,-4.1330474211899595e-10,6.547822893319069e-10,7.46534337399917e-9,3.8407576282493984e-8,4.6114397203706066e-8
t619,-3.565500414841876e-10,7.249342319146825e-10,7.654637182498782e-9,3.989019339958461e-8,4.791321477251389e-8
t620,-1.369711470527642e-10,9.972203009326487e-10,8.40476799219837e-9,4.638433087116491e-8,5.5649348017243165e-8
t621,-1.3697114706234066e-10,9.972203009215302e-10,8.40476799216875e-9,4.6384330871137764e-8,5.564934801716571e-8
t622,-1.3697114728060088e-10,9.972203006499614e-10,8.404767991407685e-9,4.6384330863922896e-8,5.5649348008699944e-8
t623,-1.3697114764172283e-10,9.972203001996393e-10,8.404767990143721e-9,4.638433085162256e-8,5.56493479943242e-8
t624,-1.3697114814474902e-10,9.972202995711466e-10,8.404767988377317e-9,4.63843308340464e-8,5.564934797385012e-8
t625,-1.3697114888077588e-10,9.97220298652418e-10,8.404767985796889e-9,4.638433080864875e-8,5.564934794421728e-8
t626,-1.8498377065069748e-10,9.375638191014946e-10,8.238285537566617e-9,4.485044619340972e-8,5.3841311779427134e-8
t627,-1.849837710018661e-10,9.375638186647627e-10,8.23828553635102e-9,4.4850446182217994e-8,5.384131176623191e-8
t628,-1.8498377076030317e-10,9.375638189651349e-10,8.23828553718698e-9,4.4850446189899755e-8,5.384131177529157e-8
t629,-1.3697114990773607e-10,9.972202973742068e-10,8.404767982213878e-9,4.638433077454623e-8,5.564934790422658e-8
t630,-1.369711496048961e-10,9.972202977529276e-10,8.404767983278956e-9,4.638433078525393e-8,5.564934791668092e-8
t631,-1.3697114942925846e-10,9.972202979762918e-10,8.404767983914322e-9,4.638433079281785e-8,5.56493479252792e-8
t632,-1.3697114934111249e-10,9.972202980920427e-10,8.404767984250518e-9,4.6384330797942656e-8,5.5649347930944106e-8
t633,-9.321108533037597e-11,1.0516511118075643e-9,8.557732250236054e-9,4.7845024564441e-8,5.7361196841154244e-8
t634,-3.871399638710773e-10,6.871118984665482e-10,7.5523813315503e-9,3.9082154754606725e-8,4.69345080207525e-8
t635,-4.1293226033682394e-10,6.552423956927406e-10,7.466579706610945e-9,3.8417074940978804e-8,4.612596478294567e-8
t636,-4.133047422223892e-10,6.547822892079142e-10,7.465343373672957e-9,3.840757628092263e-8,4.611439720158111e-8
t637,-4.1330474222274466e-10,6.547822892062988e-10,7.465343373666422e-9,3.84075762805771e-8,4.611439720122708e-8
t638,-4.13304742222161e-10,6.547822892053571e-10,7.465343373660786e-9,3.8407576280116555e-8,4.6114397200760536e-8
t639,-4.13304742233607e-10,6.547822891904465e-10,7.465343373619283e-9,3.8407576279604205e-8,4.6114397200180325e-8
t640,-4.1330474223231483e-10,6.547822891909043e-10,7.465343373618391e-9,3.84075762793121e-8,4.611439719988908e-8
t641,-4.133047421769109e-10,6.547822892588682e-10,7.465343373800122e-9,3.8407576280589086e-8,4.611439720147116e-8
t642,-4.133047422134401e-10,6.547822892134229e-10,7.465343373677412e-9,3.8407576279565864e-8,4.611439720024326e-8
t643,-4.1263780197090945e-10,6.556061268059583e-10,7.467557121601951e-9,3.842458603714798e-8,4.613511148358498e-8
t644,-3.856386422709614e-10,6.889675515468e-10,7.55738739797513e-9,3.9121319408962604e-8,4.698203571621357e-8
t645,-3.8563864226665873e-10,6.889675515523115e-10,7.557387397990365e-9,3.9121319409131825e-8,4.6982035716407845e-8
t646,-3.8563864235102537e-10,6.889675514474078e-10,7.557387397706153e-9,3.912131940674623e-8,4.6982035713548765e-8
t647,-3.856386425206211e-10,6.889675512366013e-10,7.55738739713518e-9,3.9121319401973854e-8,4.698203570782501e-8
t648,-3.8563864271050126e-10,6.889675509996432e-10,7.557387396491623e-9,3.912131939635667e-8,4.6982035701137436e-8
t649,-3.8563864290304393e-10,6.889675507589045e-10,7.557387395836958e-9,3.9121319390527494e-8,4.6982035694220314e-8
t650,-3.856386431235975e-10,6.889675504835403e-10,7.557387395088854e-9,3.912131938396503e-8,4.698203568641382e-8
t651,-3.8563864337255785e-10,6.889675501747724e-10,7.557387394253818e-9,3.912131937715973e-8,4.6982035678215765e-8
t652,-3.856386436916522e-10,6.889675497800845e-10,7.557387393188421e-9,3.91213193687502e-8,4.698203566802705e-8
t653,-3.856386439222306e-10,6.889675494953302e-10,7.557387392420614e-9,3.912131936280419e-8,4.69820356607979e-8
t654,-3.856386442177314e-10,6.889675491311219e-10,7.557387391439915e-9,3.9121319355395135e-8,4.698203565174844e-8
t655,-3.8563864452545795e-10,6.889675487530968e-10,7.557387390424366e-9,3.912131934804509e-8,4.69820356426971e-8
t656,-3.856386448417579e-10,6.889675483652868e-10,7.55738738938393e-9,3.9121319340708874e-8,4.698203563361633e-8
t657,-3.856386452729246e-10,6.889675478349151e-10,7.557387387957786e-9,3.912131933020504e-8,4.698203562072481e-8
t658,-4.1219221432657835e-10,6.561565458349778e-10,7.469036283836332e-9,3.843595572431031e-8,4.614895633965504e-8
t659,-4.1216053431148976e-10,6.561956792813223e-10,7.46914145237348e-9,3.843676423999241e-8,4.6149940837335724e-8
t660,-4.1330474220128796e-10,6.547822892331402e-10,7.465343373739168e-9,3.840757628122022e-8,4.611439720199124e-8
t661,-4.13304742199625e-10,6.547822892340525e-10,7.465343373739487e-9,3.840757628093634e-8,4.611439720171025e-8
t662,-4.133047422050879e-10,6.547822892256543e-10,7.465343373713844e-9,3.840757628032551e-8,4.6114397201059916e-8
t663,-4.1330474221615033e-10,6.547822892103517e-10,7.465343373669668e-9,3.840757627957506e-8,4.611439720023893e-8
t664,-4.1330474222633856e-10,6.547822891961785e-10,7.465343373628628e-9,3.840757627886149e-8,4.6114397199459956e-8
t665,-4.1330474223406804e-10,6.547822891858016e-10,7.465343373599187e-9,3.840757627842654e-8,4.611439719897746e-8
t666,-4.1330474227150717e-10,6.547822891396423e-10,7.465343373475335e-9,3.840757627749771e-8,4.611439719784118e-8
t667,-4.1330474225029986e-10,6.547822891675467e-10,7.465343373553489e-9,3.840757627852649e-8,4.6114397198997225e-8
t668,-2.0198436293439943e-10,9.164563004233749e-10,8.179671055341097e-9,4.4323696395573316e-8,5.321783938840339e-8
t669,-2.019843629046984e-10,9.164563004612627e-10,8.179671055448144e-9,4.432369639683604e-8,5.3217839389840745e-8
t670,-2.0198436289860736e-10,9.164563004688953e-10,8.179671055469427e-9,4.432369639704609e-8,5.32178393900858e-8
t671,-2.0198436295430287e-10,9.164563003992911e-10,8.179671055275503e-9,4.4323696395174946e-8,5.3217839387895435e-8
t672,-2.0198436306668567e-10,9.164563002584304e-10,8.179671054882231e-9,4.4323696391255175e-8,5.321783938332915e-8
t673,-2.0198436320987819e-10,9.164563000790119e-10,8.179671054381422e-9,4.432369638628131e-8,5.321783937753187e-8
t674,-2.0198436335151e-10,9.164562999015906e-10,8.179671053886266e-9,4.432369638137555e-8,5.3217839371811894e-8
t675,-2.0198436346862263e-10,9.164562997556157e-10,8.179671053480268e-9,4.432369637756951e-8,5.3217839367336774e-8
t676,-2.0198436356864216e-10,9.164562996313835e-10,8.179671053135577e-9,4.432369637446873e-8,5.321783936366705e-8
t677,-2.0198436365359834e-10,9.164562995263998e-10,8.179671052845326e-9,4.432369637201985e-8,5.321783936073798e-8
t678,-2.0198436372635854e-10,9.164562994369791e-10,8.179671052599066e-9,4.4323696370092097e-8,5.321783935840178e-8
t679,-2.019843637866202e-10,9.164562993639e-10,8.179671052399715e-9,4.432369636883114e-8,5.3217839356808135e-8
t680,-2.0198436384316482e-10,9.164562992960515e-10,8.179671052216056e-9,4.432369636789634e-8,5.3217839355565286e-8
t681,-2.0198436388445176e-10,9.164562992467279e-10,8.17967105208297e-9,4.432369636728689e-8,5.3217839354732136e-8
t682,-3.787352509939171e-10,6.975010670204886e-10,7.580422974965243e-9,3.930205552097239e-8,4.7201244311964205e-8
t683,-4.0879086567248043e-10,6.603583021921903e-10,7.48033104552694e-9,3.8522886383899264e-8,4.625478486594591e-8
t684,-4.133047422523493e-10,6.547822891689202e-10,7.465343373564472e-9,3.840757627959074e-8,4.6114397200071785e-8
t685,-4.1330474226349086e-10,6.54782289153005e-10,7.465343373517688e-9,3.840757627869074e-8,4.611439719909794e-8
t686,-4.1330474226423847e-10,6.54782289150216e-10,7.465343373506723e-9,3.840757627813963e-8,4.611439719853233e-8
t687,-4.133047422584968e-10,6.547822891553806e-10,7.465343373517007e-9,3.840757627773499e-8,4.611439719814888e-8
t688,-4.133047422477921e-10,6.547822891669593e-10,7.465343373545041e-9,3.8407576277537465e-8,4.6114397198001677e-8
t689,-4.13304742220512e-10,6.547822891998194e-10,7.465343373631773e-9,3.8407576277993744e-8,4.6114397198604824e-8
t690,-4.133047422573511e-10,6.547822891544792e-10,7.465343373510249e-9,3.840757627710088e-8,4.6114397197508253e-8
t691,-4.133047422349714e-10,6.547822891843683e-10,7.46534337359475e-9,3.840757627831334e-8,4.6114397198857484e-8
t692,-1.99894464018966e-10,9.190506169331013e-10,8.186867207141101e-9,4.438800199863509e-8,5.329402535869033e-8
t693,-1.998944640006503e-10,9.190506169574282e-10,8.186867207211647e-9,4.4388001999744554e-8,5.329402535991298e-8
t694,-1.9989446400417037e-10,9.190506169531727e-10,8.186867207200064e-9,4.438800199967538e-8,5.329402535982445e-8
t695,-1.9989446402050742e-10,9.190506169318745e-10,8.186867207139005e-9,4.438800199882234e-8,5.329402535887271e-8
t696,-1.9989446405898735e-10,9.1905061688134e-10,8.186867206993496e-9,4.438800199668753e-8,5.329402535650338e-8
t697,-1.9989446414146692e-10,9.190506167754952e-10,8.186867206693196e-9,4.438800199295997e-8,5.3294025352287195e-8
t698,-1.9989446439947128e-10,9.190506164529504e-10,8.186867205794023e-9,4.438800198423707e-8,5.329402534208457e-8
t699,-2.2481472536215749e-10,8.881238320708949e-10,8.101229935292254e-9,4.3629246857376145e-8,5.2393785899377135e-8
t700,-2.2454362827988334e-10,8.884601750159487e-10,8.102159546342463e-9,4.3637407648865106e-8,5.2403483741943635e-8
t701,-1.9989451890432364e-10,9.190505487914362e-10,8.186867018084385e-9,4.438800030560201e-8,5.329402335357351e-8
t702,-1.9989446444570168e-10,9.190506163983093e-10,8.186867205647726e-9,4.438800198375717e-8,5.3294025341357506e-8
t703,-1.9989446452877584e-10,9.190506163000727e-10,8.186867205384616e-9,4.438800198287874e-8,5.329402534003465e-8
t704,-1.998944645833963e-10,9.190506162383097e-10,8.186867205224908e-9,4.438800198327247e-8,5.329402534015229e-8
t705,-1.998944646225685e-10,9.190506161911231e-10,8.186867205096777e-9,4.438800198256133e-8,5.329402533922666e-8
t706,-2.2964923143896552e-10,8.821261455404462e-10,8.08465944435768e-9,4.348405476431012e-8,5.222119112276928e-8
t707,-3.35804638016699e-10,7.50599812160686e-10,7.724292046429662e-9,4.045047218393983e-8,4.858955940451348e-8
t708,-3.3580463593156785e-10,7.505998147398012e-10,7.724292053437865e-9,4.0450472240408014e-8,4.8589559472654114e-8
t709,-3.35804639424168e-10,7.50599810416443e-10,7.724292041683756e-9,4.04504721448071e-8,4.858955935748313e-8
t710,-3.358046405143732e-10,7.505998090660507e-10,7.72429203801074e-9,4.0450472114700655e-8,4.858955932126307e-8
t711,-3.358046413220191e-10,7.50599808065839e-10,7.724292035290555e-9,4.0450472092454195e-8,4.858955929448857e-8
t712,-3.358046418591779e-10,7.505998074002359e-10,7.724292033479676e-9,4.045047207754528e-8,4.8589559276566013e-8
t713,-3.358046421029443e-10,7.505998070983183e-10,7.724292032658527e-9,4.0450472070821675e-8,4.858955926847558e-8
t714,-3.350222993923103e-10,7.515679400074648e-10,7.726923710701217e-9,4.047179979495624e-8,4.861526914627261e-8
t715,-3.34892744851987e-10,7.517282627709454e-10,7.727359546137389e-9,4.047533303493684e-8,4.861952809899319e-8
t716,-2.2340934337350896e-10,8.898674752008653e-10,8.106049565846352e-9,4.3671574884885234e-8,5.244408258255894e-8
t717,-2.2340934330606812e-10,8.89867475284704e-10,8.106049566078429e-9,4.3671574886972204e-8,5.244408258502927e-8
t718,-2.2340934334348866e-10,8.898674752371502e-10,8.106049565944816e-9,4.36715748854666e-8,5.244408258330508e-8
t719,-2.234093434332343e-10,8.89867475123667e-10,8.106049565627008e-9,4.367157488204385e-8,5.244408257936129e-8
t720,-2.2340934360663296e-10,8.898674749045145e-10,8.106049565013464e-9,4.367157487546627e-8,5.244408257177761e-8
t721,-2.2340934388208136e-10,8.898674745576969e-10,8.106049564045006e-9,4.3671574865462484e-8,5.2444082560183105e-8
t722,-2.2392854225485998e-10,8.892233037726904e-10,8.104268882640034e-9,4.36559310159319e-8,5.2425494660089765e-8
t723,-2.2514385914992568e-10,8.877154873763141e-10,8.100101371275141e-9,4.361934172320418e-8,5.238201472270571e-8
t724,-2.2487318813301462e-10,8.880512991363714e-10,8.10102946804459e-9,4.362748722592938e-8,5.2391694804977323e-8
t725,-2.2460216262249991e-10,8.883875528260574e-10,8.101958824195864e-9,4.3635645424822496e-8,5.240138963922192e-8
t726,-2.2340934509451281e-10,8.898674730487689e-10,8.10604955986478e-9,4.36715748273575e-8,5.244408251517654e-8
t727,-2.2340934522862035e-10,8.898674728871208e-10,8.106049559427012e-9,4.36715748249095e-8,5.244408251199501e-8
t728,-2.234093452924796e-10,8.898674728142306e-10,8.106049559237687e-9,4.367157482511791e-8,5.2444082511877345e-8
t729,-2.2340934525337014e-10,8.898674728651415e-10,8.106049559383004e-9,4.3671574827099e-8,5.244408251409377e-8
t730,-2.2340934469236603e-10,8.898674735598895e-10,8.106049561301084e-9,4.367157484357031e-8,5.2444082533738915e-8
t731,-3.325110330407475e-10,7.546756991925853e-10,7.735373618177242e-9,4.054035893302171e-8,4.869789721735079e-8
t732,-3.3277605675335455e-10,7.543477166998564e-10,7.734481693641442e-9,4.053311651361495e-8,4.86891698672029e-8
t733,-3.3264362850517616e-10,7.545116042233785e-10,7.734927369428627e-9,4.0536735228660415e-8,4.8693530573807245e-8
t734,-3.3251103162518285e-10,7.546757009441514e-10,7.735373622940055e-9,4.054035897162334e-8,4.869789726388236e-8
t735,-3.3251103396091e-10,7.546756980537117e-10,7.735373615079884e-9,4.054035890783844e-8,4.8697897187011124e-8
t736,-3.3251103451292864e-10,7.546756973703924e-10,7.735373613221297e-9,4.054035889270143e-8,4.869789716878019e-8
t737,-3.325110347618759e-10,7.546756970622207e-10,7.735373612383077e-9,4.054035888587222e-8,4.869789716055564e-8
t738,-3.3197847739488563e-10,7.553347743640801e-10,7.737166031950369e-9,4.055491739256433e-8,4.87154397214839e-8
t739,-3.31845028601543e-10,7.554999279377406e-10,7.737615204184701e-9,4.0558566541728656e-8,4.871983664524956e-8
t740,-2.1655566665685497e-10,8.983715801427968e-10,8.129570557449695e-9,4.3878782885240726e-8,5.269016935617636e-8
t741,-2.1655566669537778e-10,8.983715800952942e-10,8.129570557318815e-9,4.3878782884173365e-8,5.2690169354892096e-8
t742,-2.1655566686775508e-10,8.983715798803065e-10,8.129570556721806e-9,4.387878287857938e-8,5.269016934831374e-8
t743,-2.165556672364908e-10,8.983715794204651e-10,8.129570555444932e-9,4.38787828666267e-8,5.269016933425561e-8
t744,-2.1655566771240756e-10,8.983715788255816e-10,8.129570553790426e-9,4.3878782850731486e-8,5.2690169315635083e-8
t745,-2.193887372581455e-10,8.948561155109296e-10,8.119844393083543e-9,4.3792971886321467e-8,5.2588283657657796e-8
t746,-2.1911053720335455e-10,8.952013145800172e-10,8.120799264003478e-9,4.380138839190505e-8,5.2598278433285194e-8
t747,-2.1883197324032986e-10,8.955469674406856e-10,8.121755430388127e-9,4.380981806685677e-8,5.260828849144525e-8
t748,-2.1855304480818227e-10,8.958930747973298e-10,8.122712894346396e-9,4.381826093732401e-8,5.261831386165956e-8
t749,-2.182737513056955e-10,8.962396374047913e-10,8.123671658128012e-9,4.38267170308345e-8,5.262835457506161e-8
t750,-2.165556714121671e-10,8.983715742234442e-10,8.129570541033784e-9,4.3878782734775355e-8,5.269016917862042e-8
t751,-2.1655567186620003e-10,8.983715736653147e-10,8.129570539499449e-9,4.3878782722793584e-8,5.269016916409215e-8
t752,-2.1655567226424965e-10,8.983715731791071e-10,8.12957053816884e-9,4.387878271333914e-8,5.269016915242284e-8
t753,-2.165556725405787e-10,8.983715728387519e-10,8.129570537231874e-9,4.3878782705819196e-8,5.2690169143349244e-8
t754,-2.165556727236789e-10,8.983715726108937e-10,8.12957053660008e-9,4.387878270004619e-8,5.269016913653349e-8
t755,-3.302111279280456e-10,7.575220524951179e-10,7.743115552173453e-9,4.060328002215672e-8,4.877370649889725e-8
t756,-3.300754187021257e-10,7.576900104457166e-10,7.743572472252014e-9,4.060699673107206e-8,4.8778183795067665e-8
t757,-3.29939536631246e-10,7.578581828455122e-10,7.744029985009695e-9,4.0610718616127274e-8,4.8782667247351233e-8
t758,-3.2993953915390484e-10,7.578581797235542e-10,7.74402997651666e-9,4.0610718547080695e-8,4.8782667164167006e-8
t759,-3.299395399163184e-10,7.578581787803706e-10,7.744029973951473e-9,4.06107185263211e-8,4.878266713913663e-8
t760,-3.299395404037053e-10,7.578581781774982e-10,7.74402997231198e-9,4.061071851307368e-8,4.8782667123159455e-8
t761,-3.299395406086782e-10,7.578581779240685e-10,7.744029971622993e-9,4.061071850753593e-8,4.878266711647431e-8
t762,-3.2925738403574775e-10,7.587024467723736e-10,7.746326944118037e-9,4.0629409846919776e-8,4.8805181853774444e-8
t763,-3.2912045401705095e-10,7.5887191937628e-10,7.746788050474776e-9,4.0633163125427176e-8,4.8809702641261185e-8
t764,-2.0107302149174765e-10,9.175875875275299e-10,8.182808755670676e-9,4.435172278215461e-8,5.325104610386106e-8
t765,-2.0107302158699496e-10,9.175875874094978e-10,8.182808755343667e-9,4.4351722779293495e-8,5.325104610045967e-8
t766,-2.0107302182753727e-10,9.17587587109708e-10,8.182808754509829e-9,4.435172277148405e-8,5.325104609127605e-8
t767,-2.0107302219876073e-10,9.175875866465404e-10,8.182808753220602e-9,4.435172275925823e-8,5.3251046076926605e-8
t768,-2.0107302267944216e-10,9.17587586045587e-10,8.182808751545488e-9,4.4351722743008e-8,5.3251046057919636e-8
t769,-2.0107302332009786e-10,9.175875852451056e-10,8.18280874931514e-9,4.4351722721514056e-8,5.325104603275421e-8
t770,-2.1447111350413574e-10,9.009583821060873e-10,8.136730068993547e-9,4.3942065177370157e-8,5.276528251496566e-8
t771,-2.1418647665990238e-10,9.013116086317151e-10,8.137707871766174e-9,4.395071554605504e-8,5.277554854979303e-8
t772,-2.1390146703157597e-10,9.016653001203871e-10,8.138687003800267e-9,4.395937952028399e-8,5.278583035717307e-8
t773,-2.136160837403483e-10,9.020194576716483e-10,8.139667468308415e-9,4.396805713651978e-8,5.27961279787595e-8
t774,-2.0107302641162915e-10,9.175875814019075e-10,8.182808738644432e-9,4.4351722624510003e-8,5.3251045918144714e-8
t775,-2.010730268816584e-10,9.175875808238408e-10,8.182808737051423e-9,4.435172261190377e-8,5.3251045902897373e-8
t776,-2.010730272405429e-10,9.175875803860882e-10,8.182808735852133e-9,4.435172260352274e-8,5.325104589252041e-8
t777,-2.010730274809412e-10,9.175875800900165e-10,8.182808735035428e-9,4.435172259693304e-8,5.3251045884577546e-8
t778,-2.0107302766299822e-10,9.175875798633114e-10,8.182808734405242e-9,4.435172259108914e-8,5.3251045877694696e-8
t779,-3.350732374182557e-10,7.515049047194497e-10,7.72675235236783e-9,4.047041071183381e-8,4.861359473150284e-8
t780,-3.3546071545138954e-10,7.510254070413167e-10,7.72544890414919e-9,4.045984618334127e-8,4.860085977908039e-8
t781,-3.35331720654605e-10,7.511850354957629e-10,7.725882823682249e-9,4.0463362809381214e-8,4.860509894790462e-8
t782,-3.3520256093140136e-10,7.513448685231116e-10,7.726317307682745e-9,4.0466884328616124e-8,4.860934394389058e-8
t783,-3.3507323649617637e-10,7.515049058606272e-10,7.726752355470263e-9,4.0470410737012654e-8,4.861359476184737e-8
t784,-3.350732376964137e-10,7.515049043751497e-10,7.726752351431724e-9,4.04704107042242e-8,4.861359472233466e-8
t785,-3.350732378853024e-10,7.515049041413503e-10,7.726752350796047e-9,4.047041069905683e-8,4.861359471610893e-8
t786,-3.3468426401384055e-10,7.519862572432439e-10,7.728060918598098e-9,4.04810196094167e-8,4.86263825212442e-8
t787,-3.345542764568082e-10,7.52147117126764e-10,7.72849823627886e-9,4.048456570643806e-8,4.863065678338688e-8
t788,-2.2412414518722337e-10,8.8898062073791e-10,8.10359807012059e-9,4.3650039287610063e-8,5.241849383328134e-8
t789,-2.2412414525695816e-10,8.889806206512643e-10,8.103598069880844e-9,4.3650039285467275e-8,5.241849383074243e-8
t790,-2.2412414542800784e-10,8.88980620438137e-10,8.103598069290007e-9,4.3650039280011364e-8,5.24184938243115e-8
t791,-2.2412414570940954e-10,8.889806200867903e-10,8.10359806831458e-9,4.365003927079002e-8,5.241849381348198e-8
t792,-2.2412414616432796e-10,8.889806195183378e-10,8.103598066735567e-9,4.365003925573173e-8,5.2418493795821304e-8
t793,-2.2520861840856007e-10,8.8763514322079e-10,8.099879326460931e-9,4.3617393176702067e-8,5.2379699027975225e-8
t794,-2.2493803199119143e-10,8.87970849511191e-10,8.100807122656403e-9,4.36255356481171e-8,5.23893755882935e-8
t795,-2.2466709207931394e-10,8.883069964906616e-10,8.101736174770486e-9,4.363369078387338e-8,5.239906686305521e-8
t796,-2.2439579820940321e-10,8.886435847419378e-10,8.102666484564348e-9,4.3641858606396395e-8,5.240877287749328e-8
t797,-2.2412415196840771e-10,8.889806123051954e-10,8.103598046774458e-9,4.365003907686259e-8,5.241849358397383e-8
t798,-2.2412414805999483e-10,8.889806171556869e-10,8.103598060184368e-9,4.365003919503497e-8,5.241849372431503e-8
t799,-2.2412414802672022e-10,8.88980617200839e-10,8.103598060316594e-9,4.365003919733778e-8,5.241849372682849e-8
t800,-2.2412414801737295e-10,8.889806172194195e-10,8.103598060381363e-9,4.365003919996618e-8,5.241849372954959e-8
t801,-2.2412414800586964e-10,8.889806172366209e-10,8.103598060434529e-9,4.3650039201297664e-8,5.2418493730962945e-8
t802,-2.2412414801139784e-10,8.889806172292774e-10,8.1035980604133e-9,4.365003920096803e-8,5.241849373059921e-8
t803,-3.3206229311980883e-10,7.552310459525503e-10,7.736883923820098e-9,4.0552625674830205e-8,4.871267835148304e-8
t804,-3.324612906974216e-10,7.547372585065581e-10,7.735541028193483e-9,4.0541718451518936e-8,4.869953544752156e-8
t805,-3.3232846148084783e-10,7.549016434566928e-10,7.735988077717587e-9,4.0545349123646785e-8,4.870391038334022e-8
