Zone,1
t1,51.29619107209098
t2,51.296191098679614
t3,51.29619111069127
t4,51.296191091126545
t5,51.29619108596707
t6,52.68883573857393
t7,52.68883628577512
t8,52.68883627241602
t9,52.68883626509664
t10,22.153753993142953
t11,22.181668756386646
t12,4.884999960585153
t13,4.884999964110036
t14,4.884999948116246
t15,4.884999949422746
t16,4.88499995510715
t17,4.8849999581266035
t18,4.8849999679563885
t19,22.83362107813229
t20,47.42766608461482
t21,47.427666088410966
t22,47.427666097945185
t23,47.4276661007705
t24,47.42766609948595
t25,47.42766609380706
t26,47.427666082144654
t27,46.86771880324306
t28,47.42766605556592
t29,47.427666044238485
t30,47.42766604171988
t31,47.427666025036686
t32,47.42766600841357
t33,47.42766599458637
t34,47.05707907171958
t35,23.172407304216403
t36,4.884999987117484
t37,4.884999978126832
t38,4.884999957180776
t39,4.8849999550709775
t40,4.884999955389918
t41,4.884999968747878
t42,23.69979130409051
t43,23.729640818836987
t44,60.410562856952595
t45,60.41056285630837
t46,60.41056285379774
t47,60.41056284537527
t48,60.41056283216504
t49,60.41056281059979
t50,51.29619135154739
t51,51.296191165175046
t52,60.410562674413406
t53,60.410562737064105
t54,60.41056272955273
t55,60.410562712648
t56,60.410562694040465
t57,60.4105626841087
t58,42.70928413527513
t59,21.017555171857143
t60,21.044047728805484
t61,13.771979949313561
t62,4.885000023758821
t63,4.88500001328301
t64,4.885000025695835
t65,13.771979964328349
t66,21.331665562670203
t67,21.358551060368086
t68,46.2112968753936
t69,46.21129673892395
t70,46.211296691602314
t71,46.21129665475403
t72,46.21129661721056
t73,46.2112965764035
t74,43.78434020505777
t75,43.83913896116115
t76,43.89400635787312
t77,43.94894246957152
t78,46.211296421045574
t79,46.21129643369818
t80,46.21129642187992
t81,46.21129641772362
t82,43.57895856110073
t83,21.448582500563628
t84,21.448581631382282
t85,21.448581333729432
t86,21.44858108870572
t87,21.44858090963708
t88,21.44858079828375
t89,21.448580722711636
t90,21.6457803614278
t91,21.67305942050738
t92,52.71959443048142
t93,52.71959442111612
t94,52.71959439949952
t95,52.71959435735207
t96,52.71959429952148
t97,52.71959421523299
t98,44.47186450064889
t99,44.471864418966774
t100,44.471864447694756
t101,52.7195938753001
t102,52.71959380895311
t103,52.71959373953839
t104,52.71959367840129
t105,52.719593630319125
t106,52.71959358917276
t107,19.94226097221092
t108,19.867008396250487
t109,19.892061342442076
t110,19.917145681041355
t111,19.942261343713202
t112,19.942261009931553
t113,19.992588393771275
t114,20.01779873715444
t115,40.79402146951395
t116,47.017595200525996
t117,47.01759529672056
t118,47.017595477899654
t119,47.01759576098384
t120,47.01759613803453
t121,47.0175966033167
t122,40.15896120179174
t123,40.158955751057256
t124,40.20921065550544
t125,40.259530744056484
t126,47.01759984823595
t127,47.01760029009073
t128,47.01760055824227
t129,47.01760069977208
t130,47.0176007542163
t131,14.090430261429118
t132,4.885000256338652
t133,4.885000116117497
t134,4.88499997370184
t135,4.884999962741796
t136,4.884999968930629
t137,4.885000127853425
t138,14.240481204821158
t139,14.258491024212027
t140,29.532293667925153
t141,29.53229366836239
t142,29.53229365759677
t143,29.532293635807704
t144,29.532293604999765
t145,29.53229355984331
t146,29.53228497224509
t147,29.387712410558105
t148,29.424491791745726
t149,29.461317279028936
t150,29.53229322150045
t151,29.53229304704626
t152,29.532293038746243
t153,29.53229300251854
t154,29.532292939185854
t155,14.541804064399622
t156,8.239545511260944
t157,8.239545546710632
t158,8.239545642655443
t159,4.8849998684890386
t160,8.239545996662757
t161,8.239546313790786
t162,8.239546835538901
t163,21.58550219659408
t164,44.571531316007686
t165,44.571531324665074
t166,44.57153133358503
t167,44.57153133668228
t168,44.57153133742767
t169,44.23829198455325
t170,44.29365827551541
t171,44.34909393084326
t172,44.40459898613228
t173,44.460173523437355
t174,44.51581762736021
t175,44.57153133383033
t176,44.571531231582824
t177,44.571531192248166
t178,44.571531169147875
t179,22.134781256211994
t180,22.051318513241895
t181,22.07910465851904
t182,22.10692558583387
t183,22.134781315999952
t184,22.1626719243718
t185,22.19059743043452
t186,22.218557885843804
t187,45.24556244667199
