Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.502026361643544,-22.150221309548378
t102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.502026295146806,-22.007197831367563
t103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50202623396653,-21.780254832247326
t104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.5020261822553,-21.432757441721062
t105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-48.50202614286293,-20.91615911495068
t106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.0634327638036,-20.16868336852206
t107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.839414157930143,-20.19392611383612
t108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.83941419681996,-20.21920045188331
t109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.83941423961112,-20.24450645906867
t110,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.83941428528774,-20.269844175386563
t111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.839414334243205,-20.29521364020869
t112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.839414252443998,-20.320615817880313
t113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.856849723125197,-20.34604893882005
t114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.889306315847318,-20.371513928939784
t115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-39.78308204639924,-20.397010841878515
t116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25618768570448,-20.398336971585078
t117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.256187800370526,-20.38698888560081
t118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25618799965874,-20.35649264449648
t119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25618828912752,-20.297278960734218
t120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.256188670662404,-20.19543327918802
t121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.256189149667016,-20.031182588360977
t122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25618970140231,-20.054376876943767
t123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619025313762,-20.07947659047507
t124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619080487293,-20.10460506823523
t125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619135660823,-20.12976512162742
t126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.2561918643637,-19.551985302444958
t127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619222729768,-18.75598209686249
t128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619246017726,-17.68083799250604
t129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-43.25619258532677,-16.25015182064489
t130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-32.784401449551375,-14.366293297407202
t131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.455609643967078,-14.38427302286995
t132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728263207448995,-14.402276291626546
t133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826216183585,-14.420308566011304
t134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.47282621941698,-14.438411170100439
t135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826224594678,-14.456886391805877
t136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.4728262286647515,-14.477941394577027
t137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.472826232406021,-14.517670662369357
t138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.842253365469267,-14.53583962379215
t139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.937284370713385,-14.554031327494789
t140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.16971016881764,-14.571936509175575
t141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169710166113592,-14.589740210736096
t142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169710153583313,-14.607399755498976
t143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169710131622317,-14.624862954631846
t144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169710100174754,-14.64207019013076
t145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169710057776708,-14.658961087804952
t146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.16971000220651,-14.675489399089638
t147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709935746067,-14.693856096768933
t148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709869285626,-14.712245796443403
t149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709802825178,-14.730658525623904
t150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709725896656,-14.74768924205524
t151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709640434576,-14.766146407503562
t152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709596995975,-14.78462662043098
t153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.169709555506653,-14.803129963479291
t154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-22.676123106381947,-14.82165646559615
t155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.605623453752749,-14.840206155765413
t156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119071280765702,-14.85880865772282
t157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119071328412454,-14.877621785597345
t158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119071451237556,-14.89782893490293
t159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.119071640616529,-14.934166054811312
