region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
ERC_REST,ERC_REST_biomass_1,1,1,1,8.71195624801749e9,0.0,3.766145622622523e9,0.0,1.0447711207623785e9,0.0,0.0,0.0,0.0,1.3522873001656115e10,0.0,0.0,0.0,0.0,0.0,1.3522873001656115e10,1.3522872991402391e10,10.25372314453125
ERC_REST,ERC_REST_conventional_hydroelectric_1,1,1,2,0.04928825708144151,0.0,0.013661115907958427,0.0,0.0,0.0,0.0,0.0,0.0,0.0014502111262841189,0.0,0.0,0.0,0.0,0.0,0.0014502111262841189,0.06294937298939994,-0.06149916186311582
ERC_REST,NaturalGas_CCAvgCF_Moderate,1,1,3,3.470044907844084,0.0,0.9785727077309834,0.0,0.043245184014225814,0.6442299930375239,0.0,0.18269114002970996,0.0,6.198895381659168,0.0,0.0,0.0,3.0097118159379095,0.0,6.198895381659168,8.328495748594438,-2.1296003669352706
ERC_REST,NaturalGas_CTAvgCF_Moderate,1,1,4,2.0456175424557596e8,0.0,5.592879029734425e7,0.0,3.2983559044531854e6,2.6796700940312825e7,0.0,4.795789668560642e6,0.0,4.201385906829847e8,0.0,0.0,0.0,1.247572017103599e8,0.0,4.201385906829847e8,4.201385927666068e8,-2.083622097969055
ERC_REST,NaturalGas_CCCCSAvgCF_Moderate,1,1,5,2.0334830756519935e9,0.0,8.676592851554493e8,0.0,1.9585015202572027e8,1.0492316100335115e9,0.0,3.290381633795732e7,0.0,4.608440646676318e9,0.0,0.0,0.0,4.2931270915870976e8,0.0,4.608440646676318e9,4.608440648363341e9,-1.6870231628417969
ERC_REST,NaturalGas_CCS100_Moderate,1,1,6,1.5380645997271218e9,0.0,5.629826672912593e8,0.0,2.6193161152415848e8,1.4912185734648778e9,0.0,3.3773798168741606e7,0.0,3.8879712464795723e9,0.0,0.0,0.0,0.0,0.0,3.8879712464795723e9,3.8879712501761594e9,-3.696587085723877
ERC_REST,ERC_nuclear_1,1,1,7,3.540332973786682,0.0,0.8772494859109516,0.0,0.09350644845230992,0.2908937245946991,0.0,0.04391602443813545,0.0,2.8148612572976837,0.0,0.0,0.0,0.0,0.0,2.8148612572976837,4.8458986571827785,-2.031037399885095
ERC_REST,LandbasedWind_Class3_Moderate_130,1,1,8,1.6473796647935965e9,0.0,6.202779383398926e8,0.0,0.0,0.0,0.0,0.0,0.0,2.2676576025534434e9,0.0,0.0,0.0,0.0,0.0,2.2676576025534434e9,2.267657603133489e9,-0.5800457000732422
ERC_REST,UtilityPV_Class1_Moderate_100_0.2,1,1,9,6.952825810283534e9,0.0,1.9603222379763079e9,0.0,0.0,0.0,0.0,0.0,0.0,8.913148047922693e9,0.0,0.0,0.0,0.0,0.0,8.913148047922693e9,8.913148048259842e9,-0.33714866638183594
ERC_REST,Liion_Moderate,1,1,10,3.6029964693155676e8,8.071999974888338e8,1.0738676644208887e8,2.4062590258321208e8,0.0,0.0,5.638389395228698e6,0.0,1.2259991144875264e9,2.7471498162899613e9,0.0,0.0,0.0,0.0,0.0,2.7471498162899613e9,2.7471498173284464e9,-1.038485050201416
ERC_REST,TEGS,1,1,11,4.5131259066028154e8,2.6626381688879701e8,1.1282814766515756e8,6.656596926989394e7,0.0,0.0,1.239415968719286e7,0.0,2.3761103876438007e9,3.3479691898731823e9,0.0,0.0,0.0,0.0,0.0,3.3479691898731823e9,3.2854750718151236e9,6.249411805805874e7
