Zone,1,Total
CO2_Price_1,-345.9825531497909,0.0
AnnualSum,1601.4388842286521,1601.4388842286521
t1,0.11135309538079753,0.11135309538079753
t2,0.12950996228981268,0.12950996228981268
t3,0.1521705621078318,0.1521705621078318
t4,0.1276345656001876,0.1276345656001876
t5,0.1325277956555686,0.1325277956555686
t6,0.2005745131431351,0.2005745131431351
t7,0.20057451294187664,0.20057451294187664
t8,0.20057451261558384,0.20057451261558384
t9,0.12836768798183332,0.12836768798183332
t10,1.1298819811462843e-9,1.1298819811462843e-9
t11,1.0674384908357348e-9,1.0674384908357348e-9
t12,1.0086024058155933e-9,1.0086024058155933e-9
t13,9.889282112562292e-10,9.889282112562292e-10
t14,9.79532242391222e-10,9.79532242391222e-10
t15,9.775852505706405e-10,9.775852505706405e-10
t16,9.825204701105654e-10,9.825204701105654e-10
t17,9.95173273621129e-10,9.95173273621129e-10
t18,1.0184480764983102e-9,1.0184480764983102e-9
t19,1.078912192902642e-9,1.078912192902642e-9
t20,1.229475232425054e-9,1.229475232425054e-9
t21,1.2728370827609878e-9,1.2728370827609878e-9
t22,1.2966481735927372e-9,1.2966481735927372e-9
t23,1.3128140413539995e-9,1.3128140413539995e-9
t24,1.3240476906601603e-9,1.3240476906601603e-9
t25,1.3313935124976266e-9,1.3313935124976266e-9
t26,1.3348687048655642e-9,1.3348687048655642e-9
t27,1.3289723546028727e-9,1.3289723546028727e-9
t28,1.3354184424813437e-9,1.3354184424813437e-9
t29,1.3323878479168632e-9,1.3323878479168632e-9
t30,1.325454240052255e-9,1.325454240052255e-9
t31,1.3146141443846984e-9,1.3146141443846984e-9
t32,1.2988617725830125e-9,1.2988617725830125e-9
t33,1.2753851674778186e-9,1.2753851674778186e-9
t34,1.2299395469694541e-9,1.2299395469694541e-9
t35,1.0891848928355022e-9,1.0891848928355022e-9
t36,1.0387132752992345e-9,1.0387132752992345e-9
t37,1.023949181834211e-9,1.023949181834211e-9
t38,1.0190099918778046e-9,1.0190099918778046e-9
t39,1.0225873421750783e-9,1.0225873421750783e-9
t40,1.035536845265497e-9,1.035536845265497e-9
t41,1.061833059802963e-9,1.061833059802963e-9
t42,1.1371121047064208e-9,1.1371121047064208e-9
t43,1.249432775352525e-9,1.249432775352525e-9
t44,0.18428040502130322,0.18428040502130322
t45,0.2879381318878648,0.2879381318878648
t46,0.287938131941748,0.287938131941748
t47,0.28793813197182505,0.28793813197182505
t48,0.2879381319885874,0.2879381319885874
t49,0.28793813199536794,0.28793813199536794
t50,0.2849373430441966,0.2849373430441966
t51,0.27563535320093924,0.27563535320093924
t52,0.28793813199729323,0.28793813199729323
t53,0.2879381319900488,0.2879381319900488
t54,0.2879381319728797,0.2879381319728797
t55,0.2879381319424042,0.2879381319424042
t56,0.287938131888196,0.287938131888196
t57,0.2879381304553797,0.2879381304553797
t58,0.10365772670293533,0.10365772670293533
t59,1.1762001470998253e-9,1.1762001470998253e-9
t60,1.1246104652801024e-9,1.1246104652801024e-9
t61,1.0835689679793826e-9,1.0835689679793826e-9
t62,1.056302584570661e-9,1.056302584570661e-9
t63,1.0500888614853487e-9,1.0500888614853487e-9
t64,1.0538947166568825e-9,1.0538947166568825e-9
t65,1.0758209745176708e-9,1.0758209745176708e-9
