Zone,1
t1,-2.3261985916366363e-10
t2,-2.4390366832729074e-10
t3,-2.539522695450458e-10
t4,-2.627450264408207e-10
t5,-2.6642804351071906e-10
t6,-2.680988995497775e-10
t7,-2.6090962096779986e-10
t8,-2.4660348907579115e-10
t9,-2.368131754206384e-10
t10,-2.2473717733393587e-10
t11,-2.1432762476637146e-10
t12,-2.1114466093987506e-10
t13,-2.1167026631237125e-10
t14,-2.139495374034125e-10
t15,-2.195811520909647e-10
t16,-2.267190520297809e-10
t17,-2.301170765825422e-10
t18,-2.2725868209819557e-10
t19,-2.0287703622667245e-10
t20,-1.705960568157406e-10
t21,-1.6563978788482259e-10
t22,-1.6623350723634767e-10
t23,-1.69367926918663e-10
t24,-1.801455448246272e-10
t25,-1.9514515828784288e-10
t26,-2.0802793676567214e-10
t27,-2.128109559916915e-10
t28,-2.1198458873547628e-10
t29,-2.071048012590491e-10
t30,-1.9511393443810455e-10
t31,-1.7342493369866862e-10
t32,-1.4783976234460717e-10
t33,-1.3524878704373103e-10
t34,-1.3306729978781978e-10
t35,-1.3341966797705518e-10
t36,-1.3599181746102777e-10
t37,-1.4430574157197583e-10
t38,-1.5429103498650693e-10
t39,-1.6583969754613338e-10
t40,-1.758962015543693e-10
t41,-1.808898991719822e-10
t42,-1.7753158728623491e-10
t43,-1.5345026459782684e-10
t44,-1.246356944661964e-10
t45,-1.1935151998710472e-10
t46,-1.180354734781437e-10
t47,-1.2254692812899335e-10
t48,-1.359358329548181e-10
t49,-1.5189788048755215e-10
t50,-1.6138872074946462e-10
t51,-1.633896890500341e-10
t52,-1.606360731821995e-10
t53,-1.5339435868236592e-10
t54,-1.3800876020734924e-10
t55,-1.1185905987091159e-10
t56,-8.113043262060457e-11
t57,-7.38839090679567e-11
t58,-8.308797991928578e-11
t59,-9.675897317823286e-11
t60,-1.105484470588957e-10
t61,-1.2418762231551258e-10
t62,-1.3680012379071457e-10
t63,-1.4735946865343192e-10
t64,-1.5735206812142115e-10
t65,-1.6251066034686556e-10
t66,-1.6008014638040465e-10
t67,-1.3927202655048058e-10
t68,-1.1306484468175478e-10
t69,-1.0926328442778734e-10
t70,-1.101346708937859e-10
t71,-1.187121933193139e-10
t72,-1.3740897876553041e-10
t73,-1.5971265014663782e-10
t74,-1.7456191046167945e-10
t75,-1.8088265808895973e-10
t76,-1.828480376129502e-10
t77,-1.8070895657671594e-10
t78,-1.6891969874564942e-10
t79,-1.4187427699359103e-10
t80,-1.0748420153191904e-10
t81,-1.0021338935116585e-10
t82,-1.1109713913794823e-10
t83,-1.2364227783406435e-10
t84,-1.3619352039823516e-10
t85,-1.4720965576763968e-10
t86,-1.5699659490445312e-10
t87,-1.6405513302675562e-10
t88,-1.7022674044554892e-10
t89,-1.7574824903324455e-10
t90,-1.7480697175873406e-10
t91,-1.5933306814725058e-10
t92,-1.3623276928991434e-10
t93,-1.351874844406139e-10
t94,-1.380484454805312e-10
t95,-1.4800216912442082e-10
t96,-1.6811433902176134e-10
t97,-1.9287128649320694e-10
t98,-2.0858721816733736e-10
t99,-2.1474088920687186e-10
t100,-2.1597707979436728e-10
t101,-2.1106001427278614e-10
t102,-1.970357523428171e-10
t103,-1.65393540674333e-10
