Zone,1,Total
CO2_Price_1,-347.86066746851986,0.0
AnnualSum,1601.4388842286214,1601.4388842286214
t1,0.07274318477854404,0.07274318477854404
t2,0.07813421350500854,0.07813421350500854
t3,0.10281668934415589,0.10281668934415589
t4,0.07847046240423818,0.07847046240423818
t5,0.08377175957497754,0.08377175957497754
t6,0.1560184245860288,0.1560184245860288
t7,0.15952452540042053,0.15952452540042053
t8,0.15952452514660195,0.15952452514660195
t9,0.10209569611907834,0.10209569611907834
t10,1.071329706636013e-9,1.071329706636013e-9
t11,1.0211851072718634e-9,1.0211851072718634e-9
t12,9.822860208229653e-10,9.822860208229653e-10
t13,9.665601158871746e-10,9.665601158871746e-10
t14,9.592944815577838e-10,9.592944815577838e-10
t15,9.586761208378677e-10,9.586761208378677e-10
t16,9.644801726811915e-10,9.644801726811915e-10
t17,9.776976852112332e-10,9.776976852112332e-10
t18,1.0012759889262046e-9,1.0012759889262046e-9
t19,1.0581251653721395e-9,1.0581251653721395e-9
t20,1.2250845323107681e-9,1.2250845323107681e-9
t21,1.2735456076734028e-9,1.2735456076734028e-9
t22,1.2986268046495908e-9,1.2986268046495908e-9
t23,1.3147327873949296e-9,1.3147327873949296e-9
t24,1.3250478948912772e-9,1.3250478948912772e-9
t25,1.3299657454620634e-9,1.3299657454620634e-9
t26,1.3234396709756785e-9,1.3234396709756785e-9
t27,1.2488089132113892e-9,1.2488089132113892e-9
t28,1.3221233950503407e-9,1.3221233950503407e-9
t29,1.3259148216909017e-9,1.3259148216909017e-9
t30,1.3178592018227826e-9,1.3178592018227826e-9
t31,1.3035476650837489e-9,1.3035476650837489e-9
t32,1.281124502513916e-9,1.281124502513916e-9
t33,1.2389783491447497e-9,1.2389783491447497e-9
t34,1.102052084066562e-9,1.102052084066562e-9
t35,1.0348861140009295e-9,1.0348861140009295e-9
t36,9.981372114213269e-10,9.981372114213269e-10
t37,9.848059810181234e-10,9.848059810181234e-10
t38,9.79932524648958e-10,9.79932524648958e-10
t39,9.823643545937188e-10,9.823643545937188e-10
t40,9.92573335117444e-10,9.92573335117444e-10
t41,1.0128777969430708e-9,1.0128777969430708e-9
t42,1.0504622095598076e-9,1.0504622095598076e-9
t43,1.197822976679825e-9,1.197822976679825e-9
t44,0.1976586794368321,0.1976586794368321
t45,0.30884168572939114,0.30884168572939114
t46,0.3088416857839027,0.3088416857839027
t47,0.3088416858143049,0.3088416858143049
t48,0.30884168583108906,0.30884168583108906
t49,0.30884168583753596,0.30884168583753596
t50,0.2793240883495482,0.2793240883495482
t51,0.27692769866710976,0.27692769866710976
t52,0.30574923676922416,0.30574923676922416
t53,0.3088416858372577,0.3088416858372577
t54,0.3088416858282412,0.3088416858282412
t55,0.30884168580862487,0.30884168580862487
t56,0.3088416857747683,0.3088416857747683
t57,0.30884168571566767,0.30884168571566767
t58,0.1976586793853431,0.1976586793853431
t59,1.1424448008273815e-9,1.1424448008273815e-9
t60,1.0717560407693677e-9,1.0717560407693677e-9
t61,1.0283141784244777e-9,1.0283141784244777e-9
t62,1.0120464955018677e-9,1.0120464955018677e-9
t63,1.0059236017853015e-9,1.0059236017853015e-9
t64,1.0080376527548399e-9,1.0080376527548399e-9
t65,1.0186377846284702e-9,1.0186377846284702e-9
t66,1.0401657004583784e-9,1.0401657004583784e-9
t67,1.0961563242898695e-9,1.0961563242898695e-9
t68,1.2889781639351468e-9,1.2889781639351468e-9
t69,1.3422288932754866e-9,1.3422288932754866e-9
t70,1.3675636594796171e-9,1.3675636594796171e-9
t71,1.3826248261865224e-9,1.3826248261865224e-9
t72,1.389873867927004e-9,1.389873867927004e-9
t73,1.3808435790896852e-9,1.3808435790896852e-9
t74,1.281870046377899e-9,1.281870046377899e-9
t75,1.2765538998762742e-9,1.2765538998762742e-9
t76,1.2761957940775344e-9,1.2761957940775344e-9
t77,1.2806942684767329e-9,1.2806942684767329e-9
t78,1.3747613027949317e-9,1.3747613027949317e-9
t79,1.3782144891089539e-9,1.3782144891089539e-9
t80,1.3629835710952917e-9,1.3629835710952917e-9
t81,1.3263421117093738e-9,1.3263421117093738e-9
t82,1.1898283427191586e-9,1.1898283427191586e-9
t83,1.1032161039553184e-9,1.1032161039553184e-9
t84,1.0819906953864553e-9,1.0819906953864553e-9
t85,1.0572693455804613e-9,1.0572693455804613e-9
t86,1.0514609935154802e-9,1.0514609935154802e-9
t87,1.0531643927075706e-9,1.0531643927075706e-9
t88,1.062651829011767e-9,1.062651829011767e-9
t89,1.0821356818946255e-9,1.0821356818946255e-9
t90,1.118740165951763e-9,1.118740165951763e-9
t91,1.2670755035282295e-9,1.2670755035282295e-9
t92,0.01845923795802338,0.01845923795802338
t93,0.02884255831430043,0.02884255831430043
t94,0.02884255836604495,0.02884255836604495
t95,0.02884255839433677,0.02884255839433677
t96,0.028842558409183455,0.028842558409183455
t97,0.028842558368870955,0.028842558368870955
t98,0.013152218498201921,0.013152218498201921
t99,0.013841515386447976,0.013841515386447976
t100,0.02884254717750124,0.02884254717750124
t101,0.02884255842127578,0.02884255842127578
t102,0.02884255841452242,0.02884255841452242
t103,0.028842558397622304,0.028842558397622304
t104,0.02884255836724757,0.02884255836724757
t105,0.02884255831295658,0.02884255831295658
t106,0.018459237973288464,0.018459237973288464
t107,1.2812851545228144e-9,1.2812851545228144e-9
t108,1.2063665096180494e-9,1.2063665096180494e-9
t109,1.1779418710389215e-9,1.1779418710389215e-9
t110,1.162422530749762e-9,1.162422530749762e-9
t111,1.154925501598745e-9,1.154925501598745e-9
t112,1.1537726935100678e-9,1.1537726935100678e-9
t113,1.1587608897138113e-9,1.1587608897138113e-9
t114,1.1708600039539058e-9,1.1708600039539058e-9
t115,1.2469049420563848e-9,1.2469049420563848e-9
t116,1.3237850990474253e-9,1.3237850990474253e-9
t117,1.338059655088053e-9,1.338059655088053e-9
t118,1.343348141241382e-9,1.343348141241382e-9
t119,1.3447688887671594e-9,1.3447688887671594e-9
t120,1.3424630769228538e-9,1.3424630769228538e-9
t121,1.3314950058497167e-9,1.3314950058497167e-9
t122,1.2591036525279552e-9,1.2591036525279552e-9
t123,1.2505174873617349e-9,1.2505174873617349e-9
t124,1.2442893055325308e-9,1.2442893055325308e-9
t125,1.2402799519871558e-9,1.2402799519871558e-9
t126,1.2944252005341186e-9,1.2944252005341186e-9
t127,1.286184724195027e-9,1.286184724195027e-9
t128,1.2655516538458496e-9,1.2655516538458496e-9
t129,1.2331781497881389e-9,1.2331781497881389e-9
t130,1.1729602128879017e-9,1.1729602128879017e-9
t131,9.894748463386552e-10,9.894748463386552e-10
t132,9.523181910409868e-10,9.523181910409868e-10
t133,9.236641704475258e-10,9.236641704475258e-10
t134,9.095822085200087e-10,9.095822085200087e-10
t135,9.018492074297037e-10,9.018492074297037e-10
t136,8.990697216448554e-10,8.990697216448554e-10
t137,9.008281043418073e-10,9.008281043418073e-10
t138,9.074933574295312e-10,9.074933574295312e-10
t139,9.269054826277134e-10,9.269054826277134e-10
t140,9.576642720040592e-10,9.576642720040592e-10
t141,9.666544844431e-10,9.666544844431e-10
t142,9.72924711047635e-10,9.72924711047635e-10
t143,9.774539680185702e-10,9.774539680185702e-10
t144,9.806120664742646e-10,9.806120664742646e-10
t145,9.826418220630473e-10,9.826418220630473e-10
t146,9.83701730262867e-10,9.83701730262867e-10
t147,9.837004784138957e-10,9.837004784138957e-10
t148,9.831731040711544e-10,9.831731040711544e-10
t149,9.818621123614987e-10,9.818621123614987e-10
t150,9.793240450890268e-10,9.793240450890268e-10
t151,9.754861102651393e-10,9.754861102651393e-10
t152,9.700272440991547e-10,9.700272440991547e-10
t153,9.624487230994516e-10,9.624487230994516e-10
t154,9.515568152183481e-10,9.515568152183481e-10
t155,9.207275198761436e-10,9.207275198761436e-10
t156,9.02845095289919e-10,9.02845095289919e-10
t157,8.98324071562644e-10,8.98324071562644e-10
t158,8.983981362096278e-10,8.983981362096278e-10
t159,9.029663788490014e-10,9.029663788490014e-10
t160,9.126851417263279e-10,9.126851417263279e-10
t161,9.291436509239295e-10,9.291436509239295e-10
t162,9.560105704041472e-10,9.560105704041472e-10
t163,1.0201447472255099e-9,1.0201447472255099e-9
t164,1.147042475387702e-9,1.147042475387702e-9
t165,1.187916861162768e-9,1.187916861162768e-9
t166,1.2126386757710457e-9,1.2126386757710457e-9
t167,1.2302677840594298e-9,1.2302677840594298e-9
t168,1.2431751031329976e-9,1.2431751031329976e-9
t169,1.252294603835452e-9,1.252294603835452e-9
t170,1.2554076161650261e-9,1.2554076161650261e-9
t171,1.2600932237048528e-9,1.2600932237048528e-9
t172,1.2630846478812232e-9,1.2630846478812232e-9
t173,1.264182934759279e-9,1.264182934759279e-9
t174,1.263302884881271e-9,1.263302884881271e-9
t175,1.2609854263519911e-9,1.2609854263519911e-9
t176,1.2545085621798275e-9,1.2545085621798275e-9
t177,1.2442814812382972e-9,1.2442814812382972e-9
t178,1.2250266973720226e-9,1.2250266973720226e-9
t179,1.128352227288032e-9,1.128352227288032e-9
t180,1.1172609015626503e-9,1.1172609015626503e-9
t181,1.1120392000919355e-9,1.1120392000919355e-9
t182,1.1111140755348645e-9,1.1111140755348645e-9
t183,1.1143071417878172e-9,1.1143071417878172e-9
t184,1.1219297863171313e-9,1.1219297863171313e-9
t185,1.134868242336661e-9,1.134868242336661e-9
t186,1.155598626963101e-9,1.155598626963101e-9
t187,1.2714550428531185e-9,1.2714550428531185e-9
t188,1.3020026356539025e-9,1.3020026356539025e-9
t189,1.3185670867385362e-9,1.3185670867385362e-9
t190,1.3308379387283596e-9,1.3308379387283596e-9
t191,1.3401695347188767e-9,1.3401695347188767e-9
t192,1.3459315354719616e-9,1.3459315354719616e-9
t193,1.3519924622340142e-9,1.3519924622340142e-9
t194,1.3565973369618256e-9,1.3565973369618256e-9
t195,1.3590341008940187e-9,1.3590341008940187e-9
t196,1.360064522300323e-9,1.360064522300323e-9
t197,1.3597178432732892e-9,1.3597178432732892e-9
t198,1.3578873771562863e-9,1.3578873771562863e-9
t199,1.3543554569818497e-9,1.3543554569818497e-9
t200,1.3488294799307711e-9,1.3488294799307711e-9
t201,1.3408557371461286e-9,1.3408557371461286e-9
t202,1.3294509190933548e-9,1.3294509190933548e-9
t203,1.3085123611045291e-9,1.3085123611045291e-9
t204,1.1964352495600849e-9,1.1964352495600849e-9
t205,1.185655947930163e-9,1.185655947930163e-9
t206,1.1810316544850865e-9,1.1810316544850865e-9
t207,1.1816130888811232e-9,1.1816130888811232e-9
