BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t1138,41167.09722729425,15263.902774862685,-2.210092938866964e-6,0.0,0.0,5.3358860139221574e-8,-2.0370655627345298e-10,0.0,0.0,-56431.0
t1139,65886.5204895057,2.3301750538059004e-6,-9677.520491884925,0.0,0.0,4.9346621615375365e-8,-3.2264635941051536e-10,0.0,0.0,-56209.0
t1140,77397.99975505413,5.065861775131229e-6,-21162.999760169034,0.0,0.0,4.9346621612247e-8,-3.226463595079608e-10,0.0,0.0,-56235.0
t1141,83649.10647201574,4.9361235168348935e-6,-28192.106477000907,0.0,0.0,4.933262469539465e-8,-3.2308142913150714e-10,0.0,0.0,-55457.0
t1142,88186.10487040211,4.975948340033669e-6,-33742.1048754271,0.0,0.0,4.933728384236038e-8,-3.2293659148860176e-10,0.0,0.0,-54444.0
t1143,88653.22273725133,5.01659014761556e-6,-34856.222742316946,0.0,0.0,4.934194948242569e-8,-3.2279156821608036e-10,0.0,0.0,-53797.0
t1144,80891.93261531144,5.058072122840987e-6,-27803.932620418553,0.0,0.0,4.934662162484448e-8,-3.226463590878368e-10,0.0,0.0,-53088.0
t1145,74887.46200806912,5.073576252021874e-6,-22322.46201319173,0.0,0.0,4.935130028019853e-8,-3.2250096384294894e-10,0.0,0.0,-52565.0
t1146,64338.56240297393,5.073457078848828e-6,-11512.562408096413,0.0,0.0,4.935598545840011e-8,-3.223553822451177e-10,0.0,0.0,-52826.0
t1147,50250.52478310928,3420.475220256388,-3.418921341058137e-6,0.0,0.0,5.34545775636428e-8,-2.01003674910183e-10,0.0,0.0,-53671.0
t1148,38189.34374521074,17393.656257968076,-3.232212756847431e-6,0.0,0.0,5.359984759564461e-8,-1.9691297873108608e-10,0.0,0.0,-55583.0
t1149,39868.48142642761,15760.51857675048,-3.231485966678655e-6,0.0,0.0,5.359984759594312e-8,-1.9691297872311115e-10,0.0,0.0,-55629.0
t1150,39514.0613631362,15107.938640040662,-3.230263291740672e-6,0.0,0.0,5.35998475957794e-8,-1.9691297871837312e-10,0.0,0.0,-54622.0
t1151,39670.93581812238,13356.064185052652,-3.228435195696811e-6,0.0,0.0,5.35998475952243e-8,-1.9691297871845632e-10,0.0,0.0,-53027.0
t1152,38812.96812254731,11450.031880625147,-3.2258708256970686e-6,0.0,0.0,5.3599847594104096e-8,-1.969129787207136e-10,0.0,0.0,-50263.0
t1153,38921.42453568477,8394.575467484223,-3.222408330511473e-6,0.0,0.0,5.359984759254656e-8,-1.9691297872956916e-10,0.0,0.0,-47316.0
t1154,38373.33230559588,6676.667697568555,-3.2178443455836694e-6,0.0,0.0,5.359984759121349e-8,-1.9691297873707944e-10,0.0,0.0,-45050.0
t1155,39146.08424818991,4608.9157549686115,-3.211924333908211e-6,0.0,0.0,5.3599847589869156e-8,-1.9691297875635117e-10,0.0,0.0,-43755.0
t1156,40985.969825738925,1980.0301774120035,-3.2043349173978534e-6,0.0,0.0,5.3599847568764205e-8,-1.969129793378227e-10,0.0,0.0,-42966.0
t1157,42076.34411812692,620.6558864915163,-4.6713497947962775e-6,0.0,0.0,5.3115133266512527e-8,-2.1061616254451957e-10,0.0,0.0,-42697.0
t1158,40391.396274778184,2523.603728364046,-3.1956449593239068e-6,0.0,0.0,5.359984758786438e-8,-1.9691297880009996e-10,0.0,0.0,-42915.0
t1159,38874.943213488936,5236.056789641373,-3.1837148676913758e-6,0.0,0.0,5.359984759040446e-8,-1.9691297874650354e-10,0.0,0.0,-44111.0
t1160,37306.19866677723,9324.801336338205,-3.1688493132453208e-6,0.0,0.0,5.359984759201764e-8,-1.9691297873568823e-10,0.0,0.0,-46631.0
t1161,38414.00345469569,10322.99654840143,-3.1505251572535867e-6,0.0,0.0,5.359984759280222e-8,-1.9691297873975361e-10,0.0,0.0,-48737.0
t1162,39743.83197496098,11640.168026870724,-1.8851076911629772e-6,0.0,0.0,5.3599847593444085e-8,-1.9691297875150237e-10,0.0,0.0,-51384.0
t1163,61577.79059812207,2.2746698642108764e-6,-7851.790600445146,0.0,0.0,4.874980304998702e-8,-3.4132787784249636e-10,0.0,0.0,-53726.0
t1164,86958.61304045949,5.855943601206874e-6,-32130.613046363826,0.0,0.0,4.8738272829522444e-8,-3.416914424099567e-10,0.0,0.0,-54828.0
t1165,100070.89379727856,5.902811703152648e-6,-45348.893803229774,0.0,0.0,4.874211097825206e-8,-3.4157040880372044e-10,0.0,0.0,-54722.0
t1166,104854.1431383934,5.950635762846959e-6,-50874.14314439245,0.0,0.0,4.874595438304335e-8,-3.414492206602705e-10,0.0,0.0,-53980.0
t1167,99814.26956627876,5.9994427997507656e-6,-46422.26957232661,0.0,0.0,4.87498030493502e-8,-3.413278778594297e-10,0.0,0.0,-53392.0
t1168,105218.24681029565,5.997099956786055e-6,-52125.24681634117,0.0,0.0,4.874980304897585e-8,-3.4132787786838515e-10,0.0,0.0,-53093.0
t1169,100161.5517680792,5.994656928525215e-6,-46967.55177412224,0.0,0.0,4.8749803049644895e-8,-3.4132787784825633e-10,0.0,0.0,-53194.0
t1170,93605.6438574787,5.991998531949272e-6,-40126.64386351913,0.0,0.0,4.874980305400866e-8,-3.4132787771338593e-10,0.0,0.0,-53479.0
t1171,78489.47065049561,6.053390212213017e-6,-24129.47065659744,0.0,0.0,4.876624751898398e-8,-3.408095346166561e-10,0.0,0.0,-54360.0
t1172,55917.19513460752,695.8048706417293,-5.301137635104392e-6,0.0,0.0,5.2121446083564906e-8,-2.3919712134799995e-10,0.0,0.0,-56613.0
t1173,40776.65570823621,16419.3442950367,-3.325868746518764e-6,0.0,0.0,5.315944906641634e-8,-2.0935690308309124e-10,0.0,0.0,-57196.0
t1174,40065.87885948465,16308.121143787796,-3.325396813732685e-6,0.0,0.0,5.315944906679671e-8,-2.093569030651288e-10,0.0,0.0,-56374.0
t1175,38181.44868376051,16826.551319510865,-3.3243331481148844e-6,0.0,0.0,5.315944906674299e-8,-2.0935690305428455e-10,0.0,0.0,-55008.0
t1176,40604.28748198016,11843.712521289284,-3.3223926975345873e-6,0.0,0.0,5.315944906320692e-8,-2.093569031297909e-10,0.0,0.0,-52448.0
t1177,39174.986896223345,10715.013107042874,-3.319175390501502e-6,0.0,0.0,5.315944905457384e-8,-2.0935690334752447e-10,0.0,0.0,-49890.0
t1178,36000.70009371671,11938.299909544468,-3.3141427619451373e-6,0.0,0.0,5.31594490634161e-8,-2.09356903073485e-10,0.0,0.0,-47939.0
t1179,34269.270928531994,12506.729074721658,-3.30661192114748e-6,0.0,0.0,5.315944906364988e-8,-2.0935690305227812e-10,0.0,0.0,-46776.0
t1180,33974.889235666975,12498.110767575847,-3.2957835765559937e-6,0.0,0.0,5.3159449063811036e-8,-2.0935690304378765e-10,0.0,0.0,-46473.0
t1181,34073.662039773364,12291.33796345449,-3.2808158924148535e-6,0.0,0.0,5.3159449063948546e-8,-2.0935690303847482e-10,0.0,0.0,-46365.0
t1182,33047.19955850968,13777.800444698296,-3.2609354503831334e-6,0.0,0.0,5.3159449064457395e-8,-2.0935690302997161e-10,0.0,0.0,-46825.0
t1183,31645.013074513306,16420.986928669292,-3.2355581652734516e-6,0.0,0.0,5.315944906525723e-8,-2.0935690302274257e-10,0.0,0.0,-48066.0
t1184,30788.982097922428,19369.017905229008,-3.204394613011413e-6,0.0,0.0,5.315944906637742e-8,-2.0935690301529963e-10,0.0,0.0,-50158.0
t1185,28696.56917714987,23040.43082446959,-1.672411480643526e-6,0.0,0.0,5.315944906782729e-8,-2.0935690299120941e-10,0.0,0.0,-51737.0
t1186,60879.23169708256,2.6990698441352216e-6,-7615.231699828889,0.0,0.0,4.763300214390725e-8,-3.770167061853195e-10,0.0,0.0,-53264.0
t1187,86794.26846520828,2.153236538836844e-5,-33052.268486787885,0.0,0.0,4.763535161590535e-8,-3.769406073621112e-10,0.0,0.0,-53742.0
t1188,100220.98536680322,5.685509947969684e-6,-47354.985372534844,0.0,0.0,4.652770195049361e-8,-4.133047419630389e-10,0.0,0.0,-52866.0
t1189,106399.67929338448,1.8865896960089055e-5,-55006.6793122965,0.0,0.0,4.65277019484321e-8,-4.133047420173162e-10,0.0,0.0,-51393.0
t1190,106028.08222198288,1.8840836635601102e-5,-56027.08224086986,0.0,0.0,4.652770194757056e-8,-4.1330474203167344e-10,0.0,0.0,-50001.0
t1191,105375.907668028,1.8803049090019406e-5,-56956.90768687718,0.0,0.0,4.6527701946534945e-8,-4.1330474204887435e-10,0.0,0.0,-48419.0
t1192,102181.49851871499,1.8748040822406965e-5,-55102.498537509135,0.0,0.0,4.652770194584697e-8,-4.1330474205623894e-10,0.0,0.0,-47079.0
t1193,96428.24715852414,1.8672456774405897e-5,-50058.24717724271,0.0,0.0,4.65277019459806e-8,-4.133047420432104e-10,0.0,0.0,-46370.0
t1194,86178.57194755517,1.857676549454774e-5,-39727.57196617806,0.0,0.0,4.652770194676331e-8,-4.133047420181592e-10,0.0,0.0,-46451.0
t1195,71240.66239732283,1.8467460128494566e-5,-23559.662415836407,0.0,0.0,4.652770195795477e-8,-4.1330474166041875e-10,0.0,0.0,-47681.0
t1196,41382.76584623119,10240.23415810382,-4.387281036832063e-6,0.0,0.0,5.250231821241044e-8,-2.2816372745406994e-10,0.0,0.0,-51623.0
t1197,31856.003021359946,22067.99698197551,-3.3883398353022273e-6,0.0,0.0,5.309622346334799e-8,-2.1115389147657842e-10,0.0,0.0,-53924.0
t1198,32766.262205329997,21095.7377980061,-3.3889694176220525e-6,0.0,0.0,5.3096223463526686e-8,-2.1115389147089618e-10,0.0,0.0,-53862.0
t1199,33939.915533667285,19200.08446966933,-3.389509681503475e-6,0.0,0.0,5.309622346323324e-8,-2.1115389147216081e-10,0.0,0.0,-53140.0
t1200,34242.044113901,16691.955889436045,-3.389913734920937e-6,0.0,0.0,5.3096223462199717e-8,-2.1115389147868083e-10,0.0,0.0,-50934.0
t1201,34726.22452990733,13351.775473429896,-3.3901117332391712e-6,0.0,0.0,5.309622345994147e-8,-2.111538915101751e-10,0.0,0.0,-48078.0
t1202,34025.13128910928,12333.868714227832,-3.3900007069950722e-6,0.0,0.0,5.309622345791029e-8,-2.111538915462987e-10,0.0,0.0,-46359.0
t1203,33589.36891569032,12045.631087646214,-3.3894311190129744e-6,0.0,0.0,5.309622345748888e-8,-2.111538915486775e-10,0.0,0.0,-45635.0
t1204,34007.70079463819,11416.299208697117,-3.388190480971895e-6,0.0,0.0,5.309622345646375e-8,-2.1115389157497975e-10,0.0,0.0,-45424.0
t1205,34563.539911380314,11370.46009195279,-3.385986019532643e-6,0.0,0.0,5.309622345808629e-8,-2.1115389153568753e-10,0.0,0.0,-45934.0
t1206,34549.982859634,12895.017143695546,-3.3824311896041017e-6,0.0,0.0,5.3096223460372045e-8,-2.111538914901387e-10,0.0,0.0,-47445.0
t1207,34726.224530512176,16333.775472811987,-3.377043179621263e-6,0.0,0.0,5.309622346242904e-8,-2.1115389147351729e-10,0.0,0.0,-51060.0
t1208,34743.655024994696,21418.34497832168,-3.3692578035247246e-6,0.0,0.0,5.3096223464575406e-8,-2.1115389146240838e-10,0.0,0.0,-56162.0
t1209,30262.081100611907,27616.918902693666,-3.3584612420202614e-6,0.0,0.0,5.309622346736572e-8,-2.111538913978699e-10,0.0,0.0,-57879.0
t1210,51980.42968504717,5627.57031695809,-2.0581416756626236e-6,0.0,0.0,5.309622341138726e-8,-2.1115389298777335e-10,0.0,0.0,-57608.0
t1211,71629.81364306276,2.3977368000989174e-6,-14312.813645508882,0.0,0.0,4.8715038433431724e-8,-3.424243635195983e-10,0.0,0.0,-57317.0
t1212,89187.1243494659,6.016478043274058e-6,-32048.12435553073,0.0,0.0,4.871123728844037e-8,-3.4254430840254297e-10,0.0,0.0,-57139.0
t1213,97920.8671578845,6.065797144683059e-6,-41499.86716399865,0.0,0.0,4.871503843330603e-8,-3.424243635160869e-10,0.0,0.0,-56421.0
t1214,101350.8365436365,6.063436348024332e-6,-45937.83654974832,0.0,0.0,4.8715038433307806e-8,-3.424243635073278e-10,0.0,0.0,-55413.0
t1215,104539.35918599517,6.0609928882066546e-6,-50121.35919210453,0.0,0.0,4.871503843245977e-8,-3.424243635251816e-10,0.0,0.0,-54418.0
t1216,109239.37571103821,6.058369156142799e-6,-55864.375717144925,0.0,0.0,4.871503843157174e-8,-3.4242436354351004e-10,0.0,0.0,-53375.0
t1217,106069.39284853276,6.0553863243558805e-6,-53296.3928546365,0.0,0.0,4.871503843149325e-8,-3.42424363540219e-10,0.0,0.0,-52773.0
t1218,98968.25474113757,6.051731109024602e-6,-46328.25474723766,0.0,0.0,4.8715038431995216e-8,-3.424243635230877e-10,0.0,0.0,-52640.0
t1219,77021.4980998839,6.157198549281669e-6,-23926.49810608949,0.0,0.0,4.874224626830808e-8,-3.4156614270602533e-10,0.0,0.0,-53095.0
t1220,48087.59736981947,7976.402635960518,-5.831820950681217e-6,0.0,0.0,5.20677772205205e-8,-2.4075977615110747e-10,0.0,0.0,-56064.0
t1221,38244.20131269775,18925.798690408817,-3.159900368345782e-6,0.0,0.0,5.352835989130532e-8,-1.9892429606899335e-10,0.0,0.0,-57170.0
t1222,36661.899718455745,19474.10028465074,-3.1598172211090795e-6,0.0,0.0,5.3528359891446207e-8,-1.9892429605594793e-10,0.0,0.0,-56136.0
t1223,36144.79503621405,18084.204966892004,-3.159387028437135e-6,0.0,0.0,5.352835989085815e-8,-1.989242960548612e-10,0.0,0.0,-54229.0
t1224,34616.72164632808,16110.278356777024,-3.158432448032323e-6,0.0,0.0,5.352835988942475e-8,-1.9892429605935964e-10,0.0,0.0,-50727.0
t1225,34231.31403591662,12863.685967186739,-3.1566936198913104e-6,0.0,0.0,5.352835988670632e-8,-1.989242960930768e-10,0.0,0.0,-47095.0
t1226,34808.457066017254,10735.188807593628,-598.6458736628385,0.0,0.0,5.2198289335243026e-8,-2.3696312987097633e-10,0.0,0.0,-44945.0
t1227,34853.001664363444,10285.04882970551,-1022.0504941209107,0.0,0.0,5.219828933259364e-8,-2.3696312993628224e-10,0.0,0.0,-44116.0
t1228,34126.73106665296,9706.26893644407,-3.150356633398822e-6,0.0,0.0,5.3528359764419594e-8,-1.9892429949196989e-10,0.0,0.0,-43833.0
t1229,33795.55166280028,10592.44834028723,-3.140842528507402e-6,0.0,0.0,5.35283598854246e-8,-1.9892429609268716e-10,0.0,0.0,-44388.0
t1230,33536.03095997296,12558.969043101151,-3.127444209171284e-6,0.0,0.0,5.3528359887621826e-8,-1.989242960543208e-10,0.0,0.0,-46095.0
t1231,33284.25714355185,17264.742859504135,-3.1093184927633687e-6,0.0,0.0,5.352835989012824e-8,-1.9892429603759577e-10,0.0,0.0,-50549.0
t1232,33047.97710045071,24454.022902581746,-3.085802090273007e-6,0.0,0.0,5.352835989355571e-8,-1.9892429600846932e-10,0.0,0.0,-57502.0
t1233,30964.54887129832,28146.451129381374,-7.367842455844631e-7,0.0,0.0,5.7187415120576885e-8,-1.0010479453271868e-10,0.0,0.0,-59111.0
t1234,60394.6871585829,2.5441676242105296e-6,-3476.6871611743104,0.0,0.0,4.761888727336636e-8,-3.7747397492987283e-10,0.0,0.0,-56918.0
t1235,87025.14073192961,2.160350593631579e-5,-31676.140753580363,0.0,0.0,4.762121805226209e-8,-3.7739845563381195e-10,0.0,0.0,-55349.0
t1236,99030.4430546695,5.742660686228605e-6,-44411.44306045828,0.0,0.0,4.652770195376853e-8,-4.133047418700984e-10,0.0,0.0,-54619.0
t1237,105265.47075160965,1.8872336813045514e-5,-51379.470770528096,0.0,0.0,4.6527701950071235e-8,-4.1330474198655435e-10,0.0,0.0,-53886.0
t1238,106649.48907529617,1.8845151241153434e-5,-53227.48909418743,0.0,0.0,4.652770194935546e-8,-4.133047420061142e-10,0.0,0.0,-53422.0
t1239,108647.30621081594,1.880434338122572e-5,-55292.3062296664,0.0,0.0,4.652770194878694e-8,-4.1330474202441007e-10,0.0,0.0,-53355.0
t1240,107141.61458919094,1.8745415926088246e-5,-53917.61460798247,0.0,0.0,4.652770194843251e-8,-4.133047420349852e-10,0.0,0.0,-53224.0
t1241,103693.52171669627,1.86654196373333e-5,-50453.5217354078,0.0,0.0,4.652770194837795e-8,-4.1330474203694956e-10,0.0,0.0,-53240.0
t1242,96006.43133662285,1.856574927461693e-5,-42662.43135523471,0.0,0.0,4.6527701949003636e-8,-4.1330474201709634e-10,0.0,0.0,-53344.0
t1243,81335.19928215042,1.845400707774945e-5,-28514.19930065055,0.0,0.0,4.652770194988497e-8,-4.133047419828663e-10,0.0,0.0,-52821.0
t1244,46804.63659520158,8562.363409216856,-4.470887678197681e-6,0.0,0.0,5.268122196054181e-8,-2.2301496170000206e-10,0.0,0.0,-55367.0
t1245,33105.43790200595,23719.562101174677,-3.2338848976358658e-6,0.0,0.0,5.3459034244036214e-8,-2.0087797294167236e-10,0.0,0.0,-56825.0
t1246,34213.24269485727,21787.75730832393,-3.2344365092041655e-6,0.0,0.0,5.345903424385902e-8,-2.008779729393811e-10,0.0,0.0,-56001.0
t1247,34573.472925211674,18981.52707796997,-3.2348949583071996e-6,0.0,0.0,5.3459034242904154e-8,-2.008779729433487e-10,0.0,0.0,-53555.0
t1248,31389.50251530616,18368.49748787579,-3.2352109022183396e-6,0.0,0.0,5.3459034241449316e-8,-2.008779729442631e-10,0.0,0.0,-49758.0
t1249,30581.88958316638,15203.110420015677,-3.2353104394367196e-6,0.0,0.0,5.345903423922029e-8,-2.0087797295803053e-10,0.0,0.0,-45785.0
t1250,30376.597087358045,12841.402915823784,-3.235083945026745e-6,0.0,0.0,5.34590342366077e-8,-2.008779729951897e-10,0.0,0.0,-43218.0
t1251,30670.97877977619,11265.02122340493,-3.2343711058845993e-6,0.0,0.0,5.345903422430026e-8,-2.0087797332238968e-10,0.0,0.0,-41936.0
t1252,31017.651952883418,10311.348053766751,-6.702656698907315e-6,0.0,0.0,5.270507963350294e-8,-2.2232997427190292e-10,0.0,0.0,-41329.0
t1253,30031.860631365587,11229.13937181395,-3.2327847179103403e-6,0.0,0.0,5.345903423412045e-8,-2.0087797303444144e-10,0.0,0.0,-41261.0
t1254,29729.73205199927,12526.267951176535,-3.2290638270934268e-6,0.0,0.0,5.345903423690716e-8,-2.0087797297191026e-10,0.0,0.0,-42256.0
t1255,29491.51528702114,16378.484716149029,-3.2234249346581746e-6,0.0,0.0,5.34590342395311e-8,-2.008779729504029e-10,0.0,0.0,-45870.0
t1256,29621.275637122937,22017.724366039074,-3.215258281297262e-6,0.0,0.0,5.345903424238627e-8,-2.0087797293844822e-10,0.0,0.0,-51639.0
t1257,28505.723957862858,24755.27604477504,-2.691156281484039e-6,0.0,0.0,5.345903424326034e-8,-2.0087797293040159e-10,0.0,0.0,-53261.0
t1258,48447.11089041144,4305.889112226467,-2.689969266805646e-6,0.0,0.0,5.229280930788982e-8,-2.3422075508617205e-10,0.0,0.0,-52753.0
t1259,75504.87818808394,2.535313342760161e-6,-22539.87819066775,0.0,0.0,4.8850715597067546e-8,-3.381502642773796e-10,0.0,0.0,-52965.0
t1260,94783.84290624899,5.846927260770404e-6,-41068.84291214443,0.0,0.0,4.8854707964177126e-8,-3.3802470820528016e-10,0.0,0.0,-53715.0
t1261,104278.35571045017,5.810622416899745e-6,-50138.355716309285,0.0,0.0,4.88507155968514e-8,-3.3815026429525205e-10,0.0,0.0,-54140.0
t1262,110139.72732774101,5.808194820480153e-6,-55597.727333597715,0.0,0.0,4.885071559628212e-8,-3.3815026431683593e-10,0.0,0.0,-54542.0
t1263,115248.40934267643,5.8055181125258645e-6,-59496.40934853046,0.0,0.0,4.8850715595053e-8,-3.3815026436624395e-10,0.0,0.0,-55752.0
t1264,114173.21253389737,5.802366459183817e-6,-57704.21253974823,0.0,0.0,4.8850715594608795e-8,-3.3815026438637127e-10,0.0,0.0,-56469.0
t1265,108324.58775064324,5.7983535481249084e-6,-51313.5877564901,0.0,0.0,4.885071559647087e-8,-3.3815026433235777e-10,0.0,0.0,-57011.0
t1266,91729.33922397868,5.792850811765872e-6,-34519.339229820034,0.0,0.0,4.885071559819073e-8,-3.3815026427991375e-10,0.0,0.0,-57210.0
t1267,68756.79800526745,5.953927913908145e-6,-12649.798011269975,0.0,0.0,4.8895744714683005e-8,-3.367348413268203e-10,0.0,0.0,-56107.0
t1268,41021.10019106421,16626.89981247111,-3.587798137889211e-6,0.0,0.0,5.2699061552117175e-8,-2.225027260229511e-10,0.0,0.0,-57648.0
t1269,30786.8168176236,27720.183185912567,-3.5886452930503507e-6,0.0,0.0,5.2699061554014926e-8,-2.225027259755972e-10,0.0,0.0,-58507.0
t1270,31034.717190968775,26329.2828125682,-3.589450827643559e-6,0.0,0.0,5.269906155360473e-8,-2.225027259778459e-10,0.0,0.0,-57364.0
t1271,31290.364450757523,23574.635552780193,-3.5901930636383802e-6,0.0,0.0,5.269906155258197e-8,-2.2250272598499354e-10,0.0,0.0,-54865.0
t1272,31741.620598161087,19219.37940537727,-3.590840321926865e-6,0.0,0.0,5.269906155082609e-8,-2.2250272599633876e-10,0.0,0.0,-50961.0
t1273,32266.472168544184,14462.527834994691,-3.5913467411911976e-6,0.0,0.0,5.26990615482462e-8,-2.2250272602068426e-10,0.0,0.0,-46729.0
t1274,34315.5236825012,9487.476321808479,-4.3618987283332e-6,0.0,0.0,5.245477707829608e-8,-2.2953556545685385e-10,0.0,0.0,-43803.0
t1275,34207.06726976584,7982.932734509169,-4.327223565565074e-6,0.0,0.0,5.24639541184526e-8,-2.2927063560172138e-10,0.0,0.0,-42190.0
t1276,33889.444917584566,7488.555086656344,-4.2931478325672905e-6,0.0,0.0,5.247314511976561e-8,-2.290053597340875e-10,0.0,0.0,-41378.0
t1277,33529.21468879083,7732.785315416566,-4.259655716586742e-6,0.0,0.0,5.248235010608723e-8,-2.2873973740905402e-10,0.0,0.0,-41262.0
t1278,32818.43783928253,9346.56216489194,-4.2267318859441834e-6,0.0,0.0,5.249156912100119e-8,-2.2847376761894503e-10,0.0,0.0,-42165.0
t1279,33180.60479251186,12350.395211030525,-3.594874417350801e-6,0.0,0.0,5.269906154687712e-8,-2.2250272604423815e-10,0.0,0.0,-45531.0
t1280,33724.82357896328,17783.176424577043,-3.592797776741179e-6,0.0,0.0,5.269906154992051e-8,-2.2250272602816316e-10,0.0,0.0,-51508.0
t1281,33521.46780405153,19780.532199322668,-3.4266665040402893e-6,0.0,0.0,5.269906155035952e-8,-2.2250272603384274e-10,0.0,0.0,-53302.0
t1282,48613.619123982324,4190.380878479772,-2.5143029821256987e-6,0.0,0.0,5.2438572164206244e-8,-2.3000352041550662e-10,0.0,0.0,-52804.0
t1283,71737.0854655726,2.58884505372932e-6,-18442.085468210043,0.0,0.0,4.8932164605302275e-8,-3.3559115794490453e-10,0.0,0.0,-53295.0
t1284,91131.13875483497,5.538713624609372e-6,-36747.13876042227,0.0,0.0,4.8919885235838626e-8,-3.3597665148041484e-10,0.0,0.0,-54384.0
t1285,106811.46710520473,5.58316484819618e-6,-51669.467110836515,0.0,0.0,4.892397272920346e-8,-3.3584831773904277e-10,0.0,0.0,-55142.0
t1286,108141.40308182876,5.628524534811141e-6,-52261.40308750588,0.0,0.0,4.892806585012957e-8,-3.357198199568402e-10,0.0,0.0,-55880.0
t1287,97343.34428536605,5.674818443143497e-6,-40593.34429108947,0.0,0.0,4.893216460689333e-8,-3.3559115792585865e-10,0.0,0.0,-56750.0
t1288,91904.39095800591,5.694097828595501e-6,-35005.39096374861,0.0,0.0,4.893626900731083e-8,-3.354623314443504e-10,0.0,0.0,-56899.0
t1289,83352.53323261123,5.7041608406657965e-6,-26550.533238364013,0.0,0.0,4.894037906098993e-8,-3.35333340265714e-10,0.0,0.0,-56802.0
t1290,65672.70880233699,5.694472095881496e-6,-9270.708808080064,0.0,0.0,4.894449477571282e-8,-3.352041841962001e-10,0.0,0.0,-56402.0
t1291,52879.59432118733,2899.4056836974432,-4.93706780516143e-6,0.0,0.0,5.252144681894642e-8,-2.2761218632250393e-10,0.0,0.0,-55779.0
t1292,34468.986774936304,23216.013228187257,-3.176935120882491e-6,0.0,0.0,5.356066589676998e-8,-1.9801494862813773e-10,0.0,0.0,-57685.0
t1293,32688.66197584119,25967.338027281065,-3.1756375486981677e-6,0.0,0.0,5.3560665897561276e-8,-1.9801494861395908e-10,0.0,0.0,-58656.0
t1294,34487.87640001765,23032.123603102355,-3.1733691544629527e-6,0.0,0.0,5.356066589702352e-8,-1.980149486196029e-10,0.0,0.0,-57520.0
t1295,34497.560008912005,20393.439994204327,-3.1697024855671935e-6,0.0,0.0,5.3560665895996615e-8,-1.9801494862503495e-10,0.0,0.0,-54891.0
t1296,33631.84542669947,17478.154576411234,-3.1640769531878127e-6,0.0,0.0,5.3560665894380026e-8,-1.9801494863254296e-10,0.0,0.0,-51110.0
t1297,36215.43212234772,10728.567880754712,-3.155805529029529e-6,0.0,0.0,5.3560665891127e-8,-1.980149486751482e-10,0.0,0.0,-46944.0
t1298,38088.24194752506,7704.350734493558,-1715.592682070611,0.0,0.0,5.2224590262050316e-8,-2.3619943218188327e-10,0.0,0.0,-44077.0
t1299,37545.95988232477,6051.861120894657,-920.8210032714226,0.0,0.0,5.2224590262868716e-8,-2.361994321373894e-10,0.0,0.0,-42677.0
t1300,35911.36682118653,5888.633181900428,-3.1403230742001466e-6,0.0,0.0,5.356066587133251e-8,-1.9801494915824144e-10,0.0,0.0,-41800.0
t1301,34520.800668445176,6985.199334620487,-3.1190403234556317e-6,0.0,0.0,5.356066588784508e-8,-1.9801494868884537e-10,0.0,0.0,-41506.0
t1302,35582.12413805642,6642.875864982872,-3.0926685784365254e-6,0.0,0.0,5.356066588838579e-8,-1.9801494868519287e-10,0.0,0.0,-42225.0
t1303,38919.095558910885,6724.904444096778,-3.0610322904012815e-6,0.0,0.0,5.356066589025581e-8,-1.980149486825649e-10,0.0,0.0,-45644.0
t1304,39910.697047333444,12116.302955637446,-3.024262544475057e-6,0.0,0.0,5.35606658934236e-8,-1.980149486691729e-10,0.0,0.0,-52027.0
t1305,42858.72885061719,11344.271150828325,-1.4988858916047317e-6,0.0,0.0,5.356066589354062e-8,-1.9801494868762447e-10,0.0,0.0,-54203.0
t1306,59061.27275698948,2.880745739959512e-6,-4839.272759917139,0.0,0.0,4.730379534895356e-8,-3.877227472383412e-10,0.0,0.0,-54222.0
t1307,88074.668123245,2.4789845368594672e-5,-33584.66814808176,0.0,0.0,4.73057109425813e-8,-3.876602022477194e-10,0.0,0.0,-54490.0
t1308,104839.61665761491,7.471817910456882e-6,-49980.616665132846,0.0,0.0,4.6527701950406084e-8,-4.13304741984107e-10,0.0,0.0,-54859.0
t1309,105896.26201295663,1.9125263617396708e-5,-51766.26203212802,0.0,0.0,4.652770194937974e-8,-4.1330474201177385e-10,0.0,0.0,-54130.0
t1310,108366.02077251513,1.9099524112931164e-5,-55309.02079166076,0.0,0.0,4.652770194852108e-8,-4.1330474203047537e-10,0.0,0.0,-53057.0
t1311,106414.2721388144,1.9060376398707132e-5,-54040.27215792089,0.0,0.0,4.6527701948191914e-8,-4.133047420349359e-10,0.0,0.0,-52374.0
t1312,104384.77745682152,1.9002276831117314e-5,-52827.77747586994,0.0,0.0,4.652770194779893e-8,-4.1330474204002093e-10,0.0,0.0,-51557.0
t1313,101185.03344870123,1.8919905168902488e-5,-50318.03346766725,0.0,0.0,4.6527701947508914e-8,-4.133047420427209e-10,0.0,0.0,-50867.0
t1314,95933.79532512953,1.881096010682336e-5,-45208.79534398661,0.0,0.0,4.6527701947653763e-8,-4.133047420364457e-10,0.0,0.0,-50725.0
