Segment,1,2,3,4,Total
t148,-3.0703836584914263e-10,7.862090698269096e-10,7.821291539054366e-9,4.124438517705573e-8,4.954484742008786e-8
t149,-3.0658986749409093e-10,7.867644467131465e-10,7.822807692188602e-9,4.125692312864844e-8,4.95599054000561e-8
t150,-3.065898669062263e-10,7.867644474417696e-10,7.822807694179032e-9,4.125692314529314e-8,4.9559905420007714e-8
t151,-3.0658986685308567e-10,7.867644475097716e-10,7.822807694368847e-9,4.125692314746564e-8,4.955990542249117e-8
t152,-3.0658986684438037e-10,7.867644475239743e-10,7.822807694414112e-9,4.1256923148779897e-8,4.9559905423873605e-8
t153,-3.065898668409941e-10,7.86764447530822e-10,7.822807694437834e-9,4.125692314970427e-8,4.955990542483193e-8
t154,-3.065898670368536e-10,7.867644472906992e-10,7.822807693786871e-9,4.125692314498293e-8,4.9559905419023647e-8
t155,-3.7314915750656354e-10,7.044072288705009e-10,7.599082953883912e-9,3.944908861748112e-8,4.737942964272897e-8
t156,-4.1330474176596907e-10,6.547822897670986e-10,7.46534337516688e-9,3.840757629124345e-8,4.611439721441146e-8
t157,-4.1330474194609835e-10,6.54782289544576e-10,7.46534337456893e-9,3.8407576286645246e-8,4.6114397208812656e-8
t158,-4.1330474198637785e-10,6.547822894942774e-10,7.465343374432775e-9,3.8407576285463556e-8,4.611439720740423e-8
t159,-4.1330474202488373e-10,6.547822894458306e-10,7.465343374300932e-9,3.8407576284227947e-8,4.6114397205949824e-8
t160,-4.1330474203089253e-10,6.547822894378215e-10,7.465343374278324e-9,3.840757628390741e-8,4.611439720559267e-8
t161,-4.1330474198498716e-10,6.54782289494309e-10,7.465343374429698e-9,3.840757628501585e-8,4.6114397206954874e-8
t162,-4.133047419340239e-10,6.547822895572115e-10,7.465343374598633e-9,3.84075762863015e-8,4.611439720852332e-8
t163,-3.3251777376890737e-10,7.546673571172874e-10,7.735350932070393e-9,4.054017470503051e-8,4.869767522044928e-8
t164,-2.1861741009093678e-10,8.958132071827533e-10,8.122491946746633e-9,4.38163124815692e-8,5.261600022540765e-8
t165,-2.1861741008611695e-10,8.958132071885803e-10,8.122491946762457e-9,4.381631248166307e-8,5.261600022552799e-8
t166,-2.1861741008827853e-10,8.958132071849369e-10,8.122491946750539e-9,4.3816312481273705e-8,5.26160002251209e-8
t167,-2.1861741009105662e-10,8.95813207179929e-10,8.122491946733682e-9,4.381631248066172e-8,5.261600022448427e-8
t168,-2.1861741010219106e-10,8.958132071638481e-10,8.122491946684849e-9,4.381631247956022e-8,5.261600022330672e-8
t169,-2.1861741015209738e-10,8.958132070990522e-10,8.122491946500078e-9,4.381631247707952e-8,5.2616000220526556e-8
t170,-2.2049055552683112e-10,8.934889679328678e-10,8.116063057793294e-9,4.3759659254502983e-8,5.254872072470231e-8
t171,-2.202138035634915e-10,8.938323613481706e-10,8.117012775838625e-9,4.376802346254881e-8,5.2558654796172116e-8
t172,-2.1993668933910976e-10,8.94176206475474e-10,8.117963782957193e-9,4.377640075308055e-8,5.2568604053174107e-8
t173,-2.1965921253878847e-10,8.945205037143604e-10,8.118916080413895e-9,4.378479114485672e-8,5.2578568516446184e-8
t174,-2.193813726401644e-10,8.948652537213865e-10,8.119869670183864e-9,4.379319466277477e-8,5.2588548214039856e-8
t175,-2.186174101489037e-10,8.95813207099104e-10,8.122491946492703e-9,4.381631247585487e-8,5.2616000219297776e-8
t176,-2.1861741011747744e-10,8.95813207140646e-10,8.122491946612509e-9,4.3816312477665715e-8,5.261600022130139e-8
t177,-2.1861741009431762e-10,8.958132071715497e-10,8.122491946702175e-9,4.381631247909894e-8,5.261600022287835e-8
t178,-2.1861741012130098e-10,8.958132071400211e-10,8.122491946618701e-9,4.38163124789418e-8,5.2616000222579215e-8
t179,-3.2990895857105e-10,7.578960273923145e-10,7.744132942317466e-9,4.061155622639876e-8,4.878367623753749e-8
t180,-3.3031619798788686e-10,7.573920148911688e-10,7.742761798609554e-9,4.060040274030627e-8,4.87702403558191e-8
t181,-3.3018062510134165e-10,7.575598036928183e-10,7.743218251356051e-9,4.060411537327299e-8,4.877471280322052e-8
t182,-3.30044878716521e-10,7.577278077512661e-10,7.743675298951868e-9,4.060783319908219e-8,4.8779191427068805e-8
t183,-3.2990895862217634e-10,7.578960273293296e-10,7.744132942146661e-9,4.0611556225087303e-8,4.878367623594112e-8
t184,-3.2977286458691007e-10,7.580644627157373e-10,7.744591181762515e-9,4.061528445949743e-8,4.878816723938877e-8
t185,-3.296365963702687e-10,7.58233114210684e-10,7.745050018653304e-9,4.061901791085353e-8,4.879266444734725e-8
t186,-3.295001537544354e-10,7.584019820860725e-10,7.745509453595501e-9,4.062275658699527e-8,4.879716786892241e-8
t187,-2.1580887498860208e-10,8.992982881310799e-10,8.132135154988287e-9,4.390143980615638e-8,5.2717064374287146e-8
t188,-2.1404987661246945e-10,9.014811263998593e-10,8.138177146357408e-9,4.3954867757153156e-8,5.2780476153297955e-8
t189,-2.1404987661002565e-10,9.0148112640288e-10,8.138177146365753e-9,4.395486775722406e-8,5.278047615338267e-8
t190,-2.140498765749611e-10,9.014811264453838e-10,8.138177146481476e-9,4.3954867757947024e-8,5.278047615429892e-8
t191,-2.140498766170608e-10,9.014811263911319e-10,8.138177146327433e-9,4.3954867755986924e-8,5.2780476152088425e-8
t192,-2.146191246317318e-10,9.007747052865284e-10,8.136221630887485e-9,4.393756788706256e-8,5.275994509860484e-8
t193,-2.1433468675329222e-10,9.011276836811307e-10,8.13719872490788e-9,4.394621102758898e-8,5.27702027494247e-8
t194,-2.1404987653144814e-10,9.014811264865557e-10,8.13817714657079e-9,4.395486775491871e-8,5.278047615144461e-8
t195,-2.1404987653853258e-10,9.014811264762895e-10,8.13817714653953e-9,4.3954867754202854e-8,5.278047615068014e-8
t196,-2.1404987653815808e-10,9.014811264765833e-10,8.138177146540014e-9,4.395486775415606e-8,5.27804761506345e-8
t197,-2.1404987653044622e-10,9.014811264865364e-10,8.13817714656832e-9,4.3954867754521815e-8,5.2780476151046224e-8
t198,-2.1404987650246906e-10,9.014811265230307e-10,8.138177146672751e-9,4.395486775597391e-8,5.278047615266722e-8
t199,-2.140498764886853e-10,9.014811265451527e-10,8.13817714674364e-9,4.395486775809473e-8,5.2780476154894843e-8
t200,-2.140498764744043e-10,9.014811265696622e-10,8.138177146824534e-9,4.3954867760830794e-8,5.278047615775059e-8
t201,-2.140498764690532e-10,9.01481126578821e-10,8.138177146854726e-9,4.39548677618468e-8,5.278047615881129e-8
t202,-2.1404987646180204e-10,9.014811265879327e-10,8.138177146880173e-9,4.3954867762106293e-8,5.27804761591126e-8
t203,-2.1404987653759567e-10,9.014811264945433e-10,8.138177146622932e-9,4.3954867760029647e-8,5.278047615660953e-8
t204,-3.2642615359326275e-10,7.62206653080632e-10,7.75586321794851e-9,4.070710611174158e-8,4.889874982917746e-8
t205,-3.264261537013669e-10,7.622066529475134e-10,7.75586321758747e-9,4.0707106108982795e-8,4.889874982581641e-8
t206,-3.2684673416642714e-10,7.616860870387916e-10,7.75444630519056e-9,4.069555209846817e-8,4.888483775653109e-8
t207,-3.267067200290651e-10,7.618593864542854e-10,7.754917993669239e-9,4.0699398035103785e-8,4.888946869519824e-8
t208,-3.2656652659051696e-10,7.620329083611426e-10,7.755390297617383e-9,4.0703249369832294e-8,4.8894106049220305e-8
t209,-3.2642615362513355e-10,7.622066530412157e-10,7.755863217841281e-9,4.0707106110875384e-8,4.8898749828132746e-8
t210,-3.2628560088207166e-10,7.623806208078939e-10,7.756336755233842e-9,4.071096826725979e-8,4.8903400042419456e-8
t211,-2.0915060057776144e-10,9.075613802853588e-10,8.155015468102997e-9,4.4104136766296466e-8,5.295756301410706e-8
t212,-2.0750789835368568e-10,9.096002137191743e-10,8.160664494497163e-9,4.415433737329081e-8,5.3017094183153465e-8
t213,-2.075078983444584e-10,9.096002137301084e-10,8.160664494526457e-9,4.415433737339581e-8,5.3017094183307917e-8
t214,-2.075078983440954e-10,9.096002137294636e-10,8.160664494522559e-9,4.415433737303245e-8,5.301709418294038e-8
t215,-2.075078983418618e-10,9.096002137302733e-10,8.160664494521045e-9,4.4154337372433e-8,5.301709418234246e-8
t216,-2.0750789837434837e-10,9.096002136862105e-10,8.16066449439173e-9,4.4154337370161535e-8,5.301709417986513e-8
t217,-2.0780127212925367e-10,9.092360882720083e-10,8.159655503701934e-9,4.414536633800005e-8,5.3006456657844735e-8
t218,-2.0750789849556957e-10,9.096002135292642e-10,8.160664493944335e-9,4.415433736424008e-8,5.3017094173218106e-8
t219,-2.075078983528163e-10,9.096002137049468e-10,8.160664494428283e-9,4.415433736809522e-8,5.3017094177875636e-8
t220,-2.0750789835600929e-10,9.09600213700621e-10,8.16066449441559e-9,4.4154337367872554e-8,5.3017094177632756e-8
t221,-2.0750789835334395e-10,9.096002137043095e-10,8.160664494426536e-9,4.415433736808377e-8,5.301709417786127e-8
t222,-2.0750789834457817e-10,9.096002137173449e-10,8.160664494466815e-9,4.415433736908779e-8,5.301709417892737e-8
t223,-2.0750789832559647e-10,9.096002137455264e-10,8.160664494553801e-9,4.4154337371245234e-8,5.301709418121897e-8
t224,-2.0750789831871088e-10,9.096002137600014e-10,8.160664494605327e-9,4.415433737347964e-8,5.301709418352626e-8
t225,-2.0750789831065546e-10,9.096002137719695e-10,8.160664494642282e-9,4.415433737439779e-8,5.3017094184501386e-8
t226,-2.075078984930679e-10,9.09600213544667e-10,8.160664494010686e-9,4.415433736851288e-8,5.3017094177575164e-8
t227,-3.240671835872979e-10,7.65126520210053e-10,7.763812366112737e-9,4.077198981625883e-8,4.8976861518994326e-8
t228,-3.2392360912561995e-10,7.653042378390155e-10,7.764296281296784e-9,4.077594318432521e-8,4.898162009433539e-8
t229,-3.240671835919226e-10,7.651265202039296e-10,7.763812366095305e-9,4.0771989816008006e-8,4.8976861518715315e-8
