Resource,ERC_REST_biomass_1,ERC_REST_conventional_hydroelectric_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,ERC_nuclear_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215523141,-21.98018013617014
t166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.027862155514484,-22.00659853876728
t167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215546712,-22.032617817590705
t168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.027862155195926,-22.05809233809238
t169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215480932,-22.08284613103354
t170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215439556,-22.110484235966688
t171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215398181,-22.138156931995894
t172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215356805,-22.165864262156674
t173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.0278621531543,-22.193606269764373
t174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215274054,-22.221382997995264
t175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215229986,-22.244952014986072
t176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.027862151712675,-22.26987898830201
t177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-41.02786215011984,-22.297751176788548
t178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-35.08158198243464,-22.32565824917314
t179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.17506655077148,-22.353600249056527
t180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.175066547663437,-22.381577220154014
t181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.175066546971795,-22.40958920629671
t182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.175066546923194,-22.437636251367184
t183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.17506654765473,-22.465718399220858
t184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.1844029562723,-22.493835693828025
