Resource,NENGREST_biomass_1,NENGREST_conventional_hydroelectric_1,NENGREST_hydroelectric_pumped_storage_1,NaturalGas_CCAvgCF_Moderate,NaturalGas_CTAvgCF_Moderate,NaturalGas_CCCCSAvgCF_Moderate,NaturalGas_CCS100_Moderate,NENGREST_nuclear_1,OffShoreWind_Class3_Moderate_fixed_1,LandbasedWind_Class3_Moderate_130,UtilityPV_Class1_Moderate_100_0.2,Liion_Moderate,TEGS
t25,647.3428628670471,0.0,0.0,1.6836472742838234e-6,1.03514357666922e-6,1939.477908921569,5922.629221175411,5.379807934155522e-6,0.0,0.0,0.0,0.0,0.0
t26,647.3428627531667,0.0,0.0,1.6432477725450308e-6,1.0163592031055783e-6,1939.477907162502,5922.629220764682,5.371138627146454e-6,0.0,0.0,0.0,0.0,0.0
t27,647.3428626838098,0.0,0.0,1.6180983033503613e-6,1.0067042150203677e-6,1939.4779062979117,5922.6292205097,5.3643131360949344e-6,0.0,0.0,0.0,0.0,0.0
t28,647.3428626553523,0.0,0.0,1.6049278274011022e-6,1.0038606821290998e-6,1939.4779057924486,5922.629220363183,5.359272566679093e-6,0.0,0.0,0.0,0.0,0.0
t29,647.3428626690174,0.0,0.0,1.6018638046665618e-6,1.007152061407141e-6,1939.4779054998783,5922.629220310572,5.35597557480865e-6,0.0,0.0,0.0,0.0,0.0
t30,647.3428627297177,0.0,0.0,1.6080501448292985e-6,1.0174342921890163e-6,1939.4779053649816,5922.629220353092,5.354372253453523e-6,0.0,0.0,0.0,0.0,0.0
t31,647.3428627695431,0.0,0.0,1.6105009293449264e-6,1.0225501285798566e-6,1939.4779052422798,5922.629220363831,5.353695244979557e-6,0.0,0.0,0.0,0.0,0.0
t32,647.3428627812083,0.0,0.0,1.6092069567082583e-6,1.0237166591235504e-6,1939.4779051309624,5922.629220332144,5.353936984074022e-6,0.0,0.0,0.0,0.0,0.0
t33,647.342862761806,0.0,0.0,1.6039133417867007e-6,1.0211951421822838e-6,1939.4779050308164,5922.629220252598,5.355112244159436e-6,0.0,0.0,0.0,0.0,0.0
t34,647.3428627085359,0.0,0.0,1.5941399425582893e-6,1.0144222496352094e-6,1939.4779049416954,5922.629220119401,5.357231784790107e-6,0.0,0.0,0.0,0.0,0.0
t35,647.3428626169725,0.0,0.0,1.5790826544601848e-6,1.0018017830020808e-6,1939.4779048635087,5922.629219924875,5.3603341038156215e-6,0.0,0.0,0.0,0.0,0.0
t36,647.3428625599696,0.0,0.0,1.5705459478532914e-6,9.949453313369628e-7,1939.477904900875,5922.629219828924,5.365120780447193e-6,0.0,0.0,0.0,0.0,0.0
t37,647.3428625343072,0.0,0.0,1.5679866475229382e-6,9.921429628389298e-7,1939.4779050596262,5922.629219816964,5.371615119555112e-6,0.0,0.0,0.0,0.0,0.0
