Segment,1,2,3,4,Total
t55,4.2654475801254345e-10,1.7024233702860898e-9,1.0469126491428366e-8,7.159441753300662e-8,8.419251215273361e-8
t56,4.277228525246331e-10,1.7039074489861193e-9,1.0473667425593717e-8,7.166662055195248e-8,8.427191827905695e-8
t57,4.289026877988875e-10,1.7053937616864373e-9,1.0478216060167492e-8,7.173904203639563e-8,8.435155454604844e-8
t58,4.3008426699380503e-10,1.7068823125662606e-9,1.0482772412128326e-8,7.181168294713417e-8,8.443142193882256e-8
t59,4.312675935235695e-10,1.708373106113454e-9,1.0487336499387654e-8,7.188454425621982e-8,8.45115214552445e-8
t60,4.32452670014395e-10,1.7098661458194608e-9,1.0491908336814793e-8,7.195762688926607e-8,8.459185404191472e-8
t61,4.3363949948093156e-10,1.711361435668717e-9,1.0496487940811755e-8,7.203093180279491e-8,8.467242067875632e-8
t62,4.3482808515895463e-10,1.7128589799265683e-9,1.050107532866226e-8,7.210445997322047e-8,8.475322236696825e-8
t63,4.360184295849135e-10,1.714358781974645e-9,1.0505670514953441e-8,7.217821233655908e-8,8.483426006307208e-8
t64,4.372105361293656e-10,1.7158608462525577e-9,1.0510273517544798e-8,7.225218988995142e-8,8.491553478987814e-8
t65,4.384044079540776e-10,1.7173651769428489e-9,1.0514884353537692e-8,7.232639362648659e-8,8.49970475649212e-8
t66,4.025285712059289e-9,6.435708905251487e-9,3.1245942998064205e-8,45.150000370551375,45.150000412258315
t67,6.205626589571546e-10,1.947387572110745e-9,1.1230528430041526e-8,8.520490341429217e-8,9.90033820754016e-8
t68,4.423660555226302e-10,1.7223573281136751e-9,1.0530191875439761e-8,7.257346499632078e-8,8.526838025539685e-8
t69,6.205626595475506e-10,1.9473875728462184e-9,1.1230528432338439e-8,8.520490345149354e-8,9.900338211622574e-8
t70,4.4236605265754744e-10,1.7223573244812597e-9,1.0530191864251119e-8,7.257346480208942e-8,8.526838004347935e-8
t71,4.4356755977299955e-10,1.7238714593145788e-9,1.0534836619159543e-8,7.264865387961063e-8,8.535092951785775e-8
t72,4.4477084873580764e-10,1.7253878824308212e-9,1.0539489297379604e-8,7.272407443824283e-8,8.543372246678906e-8
t73,4.4597592117323986e-10,1.7269065960804797e-9,1.054414991019317e-8,7.279972740682526e-8,8.551675983427214e-8
t74,4.471827812521373e-10,1.728427605708074e-9,1.0548818478685644e-8,7.287561387401876e-8,8.560004273966462e-8
t75,4.483914309201124e-10,1.7299509139590751e-9,1.055349501536409e-8,7.29517347925735e-8,8.568357215281677e-8
t76,4.4960187348862434e-10,1.7314765252022482e-9,1.0558179538050656e-8,7.30280912090496e-8,8.576734914579112e-8
t77,4.5081411202832123e-10,1.7330044435046663e-9,1.056287206366243e-8,7.310468416124545e-8,8.585137478044087e-8
t78,4.5202814965817254e-10,1.7345346730003238e-9,1.0567572609351907e-8,7.31815146993554e-8,8.59356501313658e-8
t79,6.20562662096018e-10,1.9473875760472366e-9,1.1230528442393003e-8,8.52049036350622e-8,9.900338231559847e-8
t80,2.8896499184105434e-9,4.897587490849255e-9,2.275827327154784e-8,41.70600025236103,41.70600028290654
t81,2.0807454493039818e-9,3.827493816538506e-9,1.79944530131356e-8,41.75699927726786,41.75699930117055
t82,6.205626589290325e-10,1.9473875720555074e-9,1.12305284298231e-8,8.520490339460766e-8,9.900338205541529e-8
t83,4.222081490415431e-10,1.6969607760085577e-9,1.0452419659294744e-8,7.132959245742092e-8,8.390118104176576e-8
t84,4.1986995319874683e-10,1.6940157064987182e-9,1.044341728569926e-8,7.118742630264789e-8,8.374472924804461e-8
t85,4.210381885746729e-10,1.69548713462865e-9,1.0447914665683247e-8,7.125840272547209e-8,8.382284271435866e-8
t86,4.222081486898137e-10,1.6969607755575683e-9,1.0452419657898677e-8,7.132959243063779e-8,8.390118101278384e-8
t87,4.2337983628653203e-10,1.6984366329192025e-9,1.0456932277522062e-8,7.140099631423556e-8,8.397974506096336e-8
t88,4.2455325464934146e-10,1.699914711036394e-9,1.0461452541865871e-8,7.147261531390428e-8,8.405853582145589e-8
t89,8.376383105468184e-10,2.2227929017424308e-9,1.2116046086154992e-8,1.0604002648932714e-7,1.212165037877714e-7
t90,1.8116337142101575e-9,3.4760664731123967e-9,1.659057722770881e-8,9.810958660399466e-7,1.002974143454978e-6
t91,1.8116337145291154e-9,3.4760664735253732e-9,1.6590577229311678e-8,9.810958682300345e-7,1.0029741456474007e-6
t92,1.8116337153565802e-9,3.4760664745955646e-9,1.6590577233460078e-8,9.810958735824607e-7,1.002974151005873e-6
t93,1.8116337184056622e-9,3.4760664785526982e-9,1.659057724883527e-8,9.810958942158896e-7,1.0029741716616833e-6
t94,-1.0826321100676403e-10,1.0329223052147301e-9,8.504984249232623e-9,4.733559660518432e-8,5.676523994862491e-8
t95,-1.078379895215073e-10,1.0334513023893083e-9,8.506472457670379e-9,4.7349885810378156e-8,5.678197158091634e-8
t96,-1.5771062201274047e-10,9.714429666949909e-10,8.33268252870131e-9,4.5713198942281965e-8,5.4859613815665526e-8
t97,-1.5771062387589925e-10,9.71442964361657e-10,8.332682522151313e-9,4.571319887610084e-8,5.485961373873791e-8
t98,-1.577106234864196e-10,9.714429648348817e-10,8.33268252345176e-9,4.571319888474502e-8,5.485961374954524e-8
t99,-1.577106245482e-10,9.71442963509745e-10,8.332682519740732e-9,4.571319884866646e-8,5.485961370736874e-8
t100,-1.577106246876033e-10,9.714429633354295e-10,8.332682519251916e-9,4.5713198843810004e-8,5.485961370170974e-8
t101,-1.5771062365570873e-10,9.714429646252098e-10,8.332682522867685e-9,4.571319887956609e-8,5.485961374340327e-8
t102,-1.5771062295680067e-10,9.71442965515898e-10,8.33268252539763e-9,4.571319890989479e-8,5.4859613777851513e-8
t103,-1.0441566379022908e-10,1.037709041062464e-9,8.518454119375862e-9,4.7465105167148584e-8,5.691685266379668e-8
t104,1.928311769138724e-10,1.4088172287976262e-9,9.587417641050184e-9,5.9180887915678085e-8,7.036995396243977e-8
t105,-1.0441566345966972e-10,1.037709041491822e-9,8.51845412061975e-9,4.746510518508442e-8,5.691685268373632e-8
t106,-1.0441566577013427e-10,1.0377090386182138e-9,8.518454112532932e-9,4.746510510753264e-8,5.691685259291365e-8
t107,-1.5771062134941896e-10,9.714429675652304e-10,8.332682531220245e-9,4.5713198979958507e-8,5.4859613857394564e-8
t108,-2.4075977519828784e-10,8.683449680480448e-10,8.04663038199564e-9,4.315280184679861e-8,5.182701742164401e-8
t109,-2.4075977584484964e-10,8.683449672434404e-10,8.04663037977197e-9,4.315280182671483e-8,5.1827017397885396e-8
t110,-2.407597763963961e-10,8.683449665583216e-10,8.046630377880887e-9,4.315280180999393e-8,5.182701737803675e-8
t111,-2.407597762409494e-10,8.683449667493408e-10,8.046630378404186e-9,4.3152801814020164e-8,5.182701738293274e-8
t112,-2.407597759722576e-10,8.683449670840086e-10,8.046630379329677e-9,4.315280182246597e-8,5.1827017392907396e-8
t113,-1.5978420042586663e-10,9.68866377403805e-10,8.325489673767392e-9,4.5646821876548695e-8,5.478139372729402e-8
t114,6.947644865275497e-11,1.2544977244652741e-9,9.1369090720227e-9,5.387033879608672e-8,6.433122204122746e-8
t115,-2.407597759061555e-10,8.683449671913582e-10,8.046630379674227e-9,4.3152801832828055e-8,5.182701740378749e-8
t116,-2.4075977582903726e-10,8.683449672824318e-10,8.046630379916585e-9,4.315280183360288e-8,5.182701740497286e-8
t117,-2.407597762112195e-10,8.683449668006372e-10,8.04663037857324e-9,4.315280181967973e-8,5.1827017388842386e-8
t118,-2.40759776311553e-10,8.683449666618634e-10,8.046630378163164e-9,4.3152801811954946e-8,5.182701738046842e-8
t119,-2.4075977712522576e-10,8.683449656300862e-10,8.04663037527499e-9,4.3152801780315876e-8,5.1827017344095727e-8
t120,-2.4075977673559205e-10,8.683449660897215e-10,8.046630376497101e-9,4.315280178405845e-8,5.182701734990968e-8
t121,-3.2041480966656645e-10,7.696476424810163e-10,7.776126359320621e-9,4.0872714153702214e-8,4.9098073345837286e-8
t122,-3.202665623287692e-10,7.698311598282856e-10,7.776626339961104e-9,4.0876809316626016e-8,4.910300025408664e-8
t123,-3.201181163448192e-10,7.700149237215202e-10,7.777127003416923e-9,4.088091050341603e-8,4.9107934314209655e-8
t124,-3.199694799866752e-10,7.70198923922567e-10,7.777628321837273e-9,4.08850174875503e-8,4.911287525332346e-8
t125,-3.19820653027837e-10,7.703831607186301e-10,7.778130296056246e-9,4.0889130278805723e-8,4.911782308255276e-8
t126,-1.957457721991207e-10,9.242010103156372e-10,8.201160187398519e-9,4.451602644132814e-8,5.344564186684318e-8
t127,-1.9543656641423007e-10,9.245848938216638e-10,8.202225871348487e-9,4.4525588026427076e-8,5.3456962225182996e-8
t128,-1.9512695140012415e-10,9.249692881448251e-10,8.203293023316079e-9,4.453516501647917e-8,5.346830037653995e-8
t129,-1.9481693956679576e-10,9.253541778916574e-10,8.204361600771824e-9,4.4544757040609874e-8,5.347965587970656e-8
t130,-3.190736503614394e-10,7.713079045914778e-10,7.78065003536886e-9,4.090978163563479e-8,4.914266592523369e-8
t131,-3.189236747653242e-10,7.714935671801375e-10,7.781155962137064e-9,4.0913929436103256e-8,4.914765529065513e-8
t132,-3.1877350725775983e-10,7.716794679927948e-10,7.78166254942816e-9,4.0918083091888417e-8,4.915265160205161e-8
t133,-3.1862314606346055e-10,7.718656092315676e-10,7.782169803290903e-9,4.092224265489936e-8,4.9157654921358366e-8
t134,-3.184725920716209e-10,7.720519898003453e-10,7.782677720786876e-9,4.0926408103439475e-8,4.9162665221955075e-8
t135,-3.18321845214562e-10,7.722386097825121e-10,7.78318630218225e-9,4.093057944070961e-8,4.9167682507459806e-8
t136,-3.1817090497402503e-10,7.724254698276661e-10,7.783695549302306e-9,4.0934756684986377e-8,4.9172706799142325e-8
t137,-3.180197711120115e-10,7.726125702402124e-10,7.784205463035092e-9,4.093893984734638e-8,4.917773810950967e-8
t138,-3.1786844283752495e-10,7.727999119886136e-10,7.784716046039702e-9,4.0943128947814065e-8,4.918277646300486e-8
t139,-3.1771692153904764e-10,7.729874933440228e-10,7.785227293625642e-9,4.09473239463482e-8,4.9187821811778817e-8
t140,-3.1756520528646217e-10,7.731753167098555e-10,7.785739212409976e-9,4.095152490218001e-8,4.919287422601338e-8
t141,-3.174132944530375e-10,7.733633816267084e-10,7.786251801186108e-9,4.095573180729075e-8,4.919793369565053e-8
t142,-3.1726118869457615e-10,7.735516885220927e-10,7.786765061162395e-9,4.095994467312827e-8,4.920300023411818e-8
t143,-3.1710888778889656e-10,7.737402376704184e-10,7.787278993126136e-9,4.096416350713231e-8,4.920807385013997e-8
t144,-3.169563922210099e-10,7.739290284765613e-10,7.787793595505872e-9,4.09683882990057e-8,4.921315453076712e-8
t145,-4.1330475719610476e-10,6.547822704632859e-10,7.465343322842751e-9,3.8407575828111206e-8,4.611439666422114e-8
t146,-4.1330475828458283e-10,6.547822691053215e-10,7.465343319168851e-9,3.8407575796518214e-8,4.6114396626507806e-8
t147,-4.1330475928722066e-10,6.547822678589905e-10,7.46534331580537e-9,3.840757576871557e-8,4.611439659309271e-8
t148,-4.3672024483410115e-10,6.258663943540172e-10,7.387781372115116e-9,3.781639869353932e-8,4.5393326215174353e-8
t149,-4.36720244588754e-10,6.258663946600767e-10,7.3877813729405295e-9,3.781639870055955e-8,4.53933262235714e-8
t150,-3.160372956408794e-10,7.750668921360902e-10,7.790895411432084e-9,4.099386333473464e-8,4.924378834266194e-8
t151,-3.15883423730449e-10,7.752573916629495e-10,7.791414754805781e-9,4.099813029907718e-8,4.9248919021815456e-8
t152,-3.157293547209496e-10,7.754481358881915e-10,7.791934777258168e-9,4.100240330826768e-8,4.925405686669309e-8
t153,-3.155750879895817e-10,7.756391255852627e-10,7.792455480944057e-9,4.100668238185383e-8,4.925920190039357e-8
t154,-3.601983023804787e-10,7.204219949951649e-10,7.642413496576372e-9,3.97927019564937e-8,4.779533914568476e-8
t155,-4.367202398550959e-10,6.258664005790869e-10,7.3877813889292185e-9,3.781639883992803e-8,4.5393326389581236e-8
t156,-4.3672024436117614e-10,6.258663950140602e-10,7.387781374024173e-9,3.781639872672505e-8,4.539332625140211e-8
t157,-4.3672024506676575e-10,6.258663941384391e-10,7.387781371671118e-9,3.781639870781684e-8,4.539332622855963e-8
t158,-4.367202450359274e-10,6.258663941711547e-10,7.387781371748766e-9,3.7816398707086495e-8,4.539332622797049e-8
t159,-4.367202449652558e-10,6.258663942545024e-10,7.387781371964693e-9,3.7816398707759145e-8,4.5393326229013085e-8
t160,-3.144896634540601e-10,7.769829530814048e-10,7.796119557091759e-9,4.103680646573968e-8,4.9295419312458785e-8
t161,-3.1433380455975936e-10,7.771759195248352e-10,7.796645747736843e-9,4.1041134432819847e-8,4.9300622295521766e-8
t162,-3.1417774643024e-10,7.77369133337261e-10,7.797172625212745e-9,4.1045468527591695e-8,4.9305832539711465e-8
t163,-3.140214880067157e-10,7.775625958160964e-10,7.797700193074636e-9,4.1049808776854016e-8,4.931105007773803e-8
t164,-3.138650290142669e-10,7.777563073178287e-10,7.79822845236805e-9,4.1054155194829216e-8,4.9316274925500826e-8
t165,-3.1370836913943016e-10,7.779502682381127e-10,7.798757404229298e-9,4.105850779416082e-8,4.93215070974888e-8
t166,-3.13551509387398e-10,7.781444773308983e-10,7.799287045300399e-9,4.106286654803508e-8,4.932674656127898e-8
t167,-3.138650360029329e-10,7.777562986276315e-10,7.798228428598175e-9,4.105415498901043e-8,4.9316274680233305e-8
t168,-4.1330474367758693e-10,6.547822871667175e-10,7.465343367733598e-9,3.840757617416939e-8,4.6114397085392114e-8
t169,-4.3672023847844237e-10,6.258664022083877e-10,7.387781393161303e-9,3.781639885463976e-8,4.539332641153101e-8
t170,-4.3672024483319063e-10,6.258663943492099e-10,7.38778137209121e-9,3.781639869189888e-8,4.539332621350611e-8
t171,-4.367202448531687e-10,6.25866394315738e-10,7.387781371985215e-9,3.7816398688929814e-8,4.53933262103776e-8
t172,-4.3672024508320576e-10,6.258663940293404e-10,7.3877813712138594e-9,3.7816398682505314e-8,4.5393326202665305e-8
t173,-4.3672024507857665e-10,6.25866394037582e-10,7.387781371240621e-9,3.781639868332919e-8,4.539332620352882e-8
t174,-4.367202449633291e-10,6.258663941892828e-10,7.387781371664357e-9,3.781639868885263e-8,4.539332620974294e-8
t175,-4.367202439610416e-10,6.258663954434883e-10,7.387781375053984e-9,3.7816398718624156e-8,4.539332624516059e-8
t176,-4.3587276041567806e-10,6.269126817435288e-10,7.390583176770832e-9,3.7837593324595556e-8,4.541921642269424e-8
t177,-3.6019829876511047e-10,7.204219994371945e-10,7.642413508551432e-9,3.9792702044191034e-8,4.779533925341455e-8
t178,-4.3672024100157174e-10,6.258663991459293e-10,7.3877813850586584e-9,3.7816398806287864e-8,4.539332634949088e-8
t179,-4.3672024510029283e-10,6.258663940935645e-10,7.387781371544485e-9,3.7816398706002366e-8,4.539332622654012e-8
t180,-4.367202450812776e-10,6.258663941216665e-10,7.387781371628343e-9,3.781639870777552e-8,4.5393326228444256e-8
t181,-4.367202450519524e-10,6.258663941586746e-10,7.387781371728933e-9,3.781639870873384e-8,4.539332622956949e-8
t182,-4.367202451068679e-10,6.258663940895155e-10,7.387781371541209e-9,3.781639870697857e-8,4.539332622750243e-8
t183,-4.133047436195627e-10,6.547822872807727e-10,7.465343368119147e-9,3.8407576187762825e-8,4.611439709954318e-8
t184,-3.1017692968255955e-10,7.823227386497735e-10,7.810684883766556e-9,4.115678430414215e-8,4.943961499687592e-8
t185,-3.10015532415439e-10,7.825225821350529e-10,7.811230179196411e-9,4.11612831644857e-8,4.944502039340172e-8
t186,-1.753793458976822e-10,9.49492134559746e-10,8.271476679510197e-9,4.515174951786587e-8,5.419733898603813e-8
t187,-2.846317204852319e-10,8.139623784261706e-10,7.897181598768528e-9,4.1876915691025216e-8,5.030342794773468e-8
t188,-2.8463172104829105e-10,8.139623777228561e-10,7.897181596831246e-9,4.187691567314979e-8,5.0303427926655604e-8
t189,-3.0904278613790987e-10,7.837270607270596e-10,7.81451701335072e-9,4.118841148573498e-8,4.947761277367485e-8
t190,-3.0920543077058794e-10,7.835256681927456e-10,7.813967411191071e-9,4.118387396204669e-8,4.9472161610659916e-8
t191,-3.0904278544243316e-10,7.837270615521365e-10,7.814517015533996e-9,4.118841149387913e-8,4.947761278552283e-8
t192,-3.0887993096792785e-10,7.839287146471338e-10,7.815067342106598e-9,4.1192955513809126e-8,4.948307163959493e-8
t193,-3.087168671196542e-10,7.841306277686718e-10,7.815618391767347e-9,4.1197506032839193e-8,4.948853818525556e-8
t194,-3.085535936925082e-10,7.843328011761027e-10,7.816170165281142e-9,4.120206306011885e-8,4.949401243288358e-8
t195,-3.0839010993499403e-10,7.845352358003912e-10,7.816722665236629e-9,4.1206626618507805e-8,4.949949440960983e-8
t196,-2.4075977688014765e-10,8.683449658602606e-10,8.04663037576837e-9,4.3152801763152276e-8,5.182701732790076e-8
t197,-1.716584618618607e-10,9.541140429158002e-10,8.284350376201778e-9,4.5269210204815797e-8,5.433601616207151e-8
t198,-1.7131751292786333e-10,9.545375738421663e-10,8.285530427641193e-9,4.527999384633739e-8,5.434874433489288e-8
t199,-1.7097611384061013e-10,9.54961667338512e-10,8.28671210773626e-9,4.529079519666057e-8,5.436149285789473e-8
t200,-1.706342639249958e-10,9.55386324223484e-10,8.287895418952062e-9,4.530161428078152e-8,5.437426176003207e-8
t201,-1.702919623464687e-10,9.558115455522394e-10,8.289080364487846e-9,4.5312451142337015e-8,5.438705109003063e-8
t202,-1.699492084542995e-10,9.562373321619744e-10,8.29026694695647e-9,4.532330582286507e-8,5.439986089352921e-8
t203,-3.064118409417804e-10,7.869848989953565e-10,7.823409544642853e-9,4.126190126494426e-8,4.9565883867640684e-8
t204,-3.0690927136168713e-10,7.863689271798866e-10,7.82172793148639e-9,4.124799350797204e-8,4.9549181095276626e-8
t205,-3.0674367422849366e-10,7.865739865542949e-10,7.822287733022304e-9,4.1252622790525795e-8,4.95547408358739e-8
t206,-3.065778641773355e-10,7.867793103787318e-10,7.82284827040586e-9,4.125725870515438e-8,4.9560308421761634e-8
t207,-3.0641184084361825e-10,7.869848991056246e-10,7.823409544922498e-9,4.1261901264159865e-8,4.956588386734437e-8
t208,-3.0624560401060825e-10,7.871907530111379e-10,7.823971557389629e-9,4.126655047785812e-8,4.957146718424828e-8
t209,-2.4075977721049257e-10,8.68344965553308e-10,8.046630375118758e-9,4.31528017873807e-8,5.182701735084228e-8
t210,-2.407597762098855e-10,8.683449668112797e-10,8.046630378619792e-9,4.3152801822696204e-8,5.1827017391917394e-8
t211,-2.40759775287588e-10,8.683449679546242e-10,8.046630381771258e-9,4.31528018498905e-8,5.182701742432879e-8
t212,-2.4075977374956475e-10,8.683449698565699e-10,8.046630387004679e-9,4.3152801893682594e-8,5.182701747679428e-8
t213,-2.4075977647032453e-10,8.683449664736742e-10,8.046630377660976e-9,4.3152801810131794e-8,5.182701737779612e-8
t214,-3.0524368340178785e-10,7.884314652502599e-10,7.827359186813336e-9,4.129458608928978e-8,4.960513305795159e-8
t215,-3.050759450526794e-10,7.886391841349668e-10,7.827926390204963e-9,4.129928214445464e-8,4.9610771773741896e-8
t216,-3.049079904109587e-10,7.888471716764666e-10,7.82849434147423e-9,4.13039849532133e-8,4.9616418475953034e-8
t217,-3.0473981958664994e-10,7.89055427749161e-10,7.829063040348304e-9,4.1308694517692936e-8,4.962207316620375e-8
t218,-3.0457143249476957e-10,7.89263952464484e-10,7.829632487193198e-9,4.1313410844086383e-8,4.9627735851249296e-8
t219,-3.0440282846393583e-10,7.894727466527496e-10,7.830202684324446e-9,4.131813395273788e-8,4.9633406555251136e-8
t220,-3.0423400769916814e-10,7.89681810064575e-10,7.830773631119835e-9,4.132286384120375e-8,4.963908527468899e-8
t221,-3.059988970209076e-10,7.874962558746901e-10,7.824805652311901e-9,4.127345146988677e-8,4.9579754481052456e-8
t222,-2.407597765975073e-10,8.683449662477875e-10,8.046630376907672e-9,4.315280178378746e-8,5.1827017350345414e-8
t223,-2.4075977616743995e-10,8.683449668204184e-10,8.046630378561686e-9,4.315280180954651e-8,5.182701737876117e-8
t224,-2.3278202674363068e-10,8.78239961228453e-10,8.073929093397748e-9,4.339031193748088e-8,5.2109698965363454e-8
t225,-1.355862882619444e-10,9.989420018147148e-10,8.409590781793585e-9,4.642961946458844e-8,5.570256595993479e-8
t226,-2.407597736108149e-10,8.683449700099089e-10,8.046630387391583e-9,4.3152801891592474e-8,5.182701747538315e-8
t227,-2.407597764405789e-10,8.683449665005005e-10,8.046630377715672e-9,4.315280180768169e-8,5.182701737545729e-8
t228,-2.894214434064125e-10,8.08028517631519e-10,7.880934311081284e-9,4.174064201015909e-8,5.014018339546548e-8
t229,-2.8998435913162853e-10,8.073311796986838e-10,7.87902572212542e-9,4.1724664545189286e-8,5.0121037087881764e-8
t230,-2.89796962839969e-10,8.075633245187141e-10,7.879661076284515e-9,4.172998259886873e-8,5.012741003683199e-8
