BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
t55,9138.877089218608,2444.1229119635095,-1.2663105810618658e-6,0.0,0.0,8.376596739472107e-8,4.2654475801254345e-10,0.0,0.0,-11583.0
t56,9240.10338885055,3261.89661243037,-1.3651932438762562e-6,0.0,0.0,8.384419542653232e-8,4.277228525246331e-10,0.0,0.0,-12502.0
t57,9421.80455565736,3235.1954457240263,-1.465742686030999e-6,0.0,0.0,8.392265185824955e-8,4.289026877988875e-10,0.0,0.0,-12657.0
t58,9893.182887519404,2850.8171139713186,-1.5751568166663018e-6,0.0,0.0,8.400133767182875e-8,4.3008426699380503e-10,0.0,0.0,-12744.0
t59,10109.36395366928,2749.6360479462965,-1.7000907776877403e-6,0.0,0.0,8.408025386172092e-8,4.312675935235695e-10,0.0,0.0,-12859.0
t60,10808.543023460488,2070.456978304221,-1.8493008329878753e-6,0.0,0.0,8.415940137190033e-8,4.32452670014395e-10,0.0,0.0,-12879.0
t61,12038.018963708095,788.981038243944,-2.0367105104928814e-6,0.0,0.0,8.423878117927539e-8,4.3363949948093156e-10,0.0,0.0,-12827.0
t62,11247.70695632555,1560.2930458775838,-2.2878879001478393e-6,0.0,0.0,8.431839428180929e-8,4.3482808515895463e-10,0.0,0.0,-12808.0
t63,11936.742841824169,823.2571607492005,-2.658202361965489e-6,0.0,0.0,8.439824163348717e-8,4.360184295849135e-10,0.0,0.0,-12760.0
t64,11076.692246330107,1861.307756887024,-3.3020471837287686e-6,0.0,0.0,8.447832425374878e-8,4.372105361293656e-10,0.0,0.0,-12938.0
t65,10672.228120976004,3274.771883883524,-4.9445260298349815e-6,0.0,0.0,8.455864315696713e-8,4.384044079540776e-10,0.0,0.0,-13947.0
t66,10658.695754133314,4346.154245507567,-5.3140257312631924e-8,0.0,0.0,45.150000408233026,4.025285712059289e-9,0.0,0.0,-15050.0
t67,11357.923050194953,3722.0769505513454,-8.453028022563167e-7,0.0,0.0,9.838281941644444e-8,6.205626589571546e-10,0.0,0.0,-15080.0
t68,11371.430558155234,3621.888670608692,-167.31922884919348,0.0,0.0,8.482601419987422e-8,4.423660555226302e-10,0.0,0.0,-14826.0
t69,10545.524915531918,3798.475085214562,-8.454848885638435e-7,0.0,0.0,9.83828194566782e-8,6.205626595475506e-10,0.0,0.0,-14344.0
t70,10693.318515451703,3443.652121633745,-638.9706371707144,0.0,0.0,8.48260139908218e-8,4.4236605265754744e-10,0.0,0.0,-13498.0
t71,10510.74985678617,1857.2502342014504,-9.1072972026643e-5,0.0,0.0,8.490736195808476e-8,4.4356755977299955e-10,0.0,0.0,-12368.0
t72,10309.055004439595,1068.9450411360172,-4.566104746665757e-5,0.0,0.0,8.498895161805326e-8,4.4477084873580764e-10,0.0,0.0,-11378.0
t73,10552.479824831114,211.5202056067683,-3.052339823188543e-5,0.0,0.0,8.507078391309891e-8,4.4597592117323986e-10,0.0,0.0,-10764.0
t74,9806.556624572077,633.4433982966176,-2.2954294851384754e-5,0.0,0.0,8.515285995841249e-8,4.471827812521373e-10,0.0,0.0,-10440.0
t75,9380.563188678369,895.4368296485629,-1.8412612687769286e-5,0.0,0.0,8.523518072189667e-8,4.483914309201124e-10,0.0,0.0,-10276.0
t76,9135.399619614369,1159.6003956845007,-1.5384638984644108e-5,0.0,0.0,8.53177472723025e-8,4.4960187348862434e-10,0.0,0.0,-10295.0
t77,9004.9934661193,1569.0065470164923,-1.3221641057394369e-5,0.0,0.0,8.540056066841255e-8,4.5081411202832123e-10,0.0,0.0,-10574.0
t78,8942.398513013468,2504.6014984998487,-1.1599252667633652e-5,0.0,0.0,8.548362198170763e-8,4.5202814965817254e-10,0.0,0.0,-11447.0
t79,9148.817363599292,3888.1826371480925,-8.463842030939036e-7,0.0,0.0,9.838281965350244e-8,6.20562662096018e-10,0.0,0.0,-13037.0
t80,9615.057519146492,4245.236480648318,-7.77154926475423e-8,0.0,0.0,41.70600028001689,2.8896499184105434e-9,0.0,0.0,-13902.0
t81,9669.2158801609,4208.02712065109,-1.131619499090633e-7,0.0,0.0,41.756999299089806,2.0807454493039818e-9,0.0,0.0,-13919.0
t82,10334.778810932392,3547.2211897873613,-8.187551306859654e-7,0.0,0.0,9.838281939648627e-8,6.205626589290325e-10,0.0,0.0,-13882.0
t83,11048.862102447594,3377.0478961584304,-573.909998689925,0.0,0.0,8.347897289272421e-8,4.222081490415431e-10,0.0,0.0,-13852.0
t84,11505.912167002043,2928.1394881499637,-718.0516552357535,0.0,0.0,8.332485929484586e-8,4.1986995319874683e-10,0.0,0.0,-13716.0
t85,11893.052981651505,2343.9985807229455,-718.0515624582711,0.0,0.0,8.340180452578399e-8,4.210381885746729e-10,0.0,0.0,-13519.0
t86,12403.352680640714,1575.9496674622837,-576.3023481868984,0.0,0.0,8.347897286409404e-8,4.222081486898137e-10,0.0,0.0,-13403.0
t87,12627.295175208532,670.7049700354938,-0.00014532800386088648,0.0,0.0,8.355636522467682e-8,4.2337983628653203e-10,0.0,0.0,-13298.0
t88,11317.840448373994,2118.1596650795364,-0.00011353758847430887,0.0,0.0,8.363398256680654e-8,4.2455325464934146e-10,0.0,0.0,-13436.0
t89,11474.44885711648,2900.551144072035,-1.309735336983292e-6,0.0,0.0,1.2037886547722457e-7,8.376383105468184e-10,0.0,0.0,-14375.0
t90,11965.565605372598,3173.434394020807,-3.963809204631126e-7,0.0,0.0,1.0011625097407677e-6,1.8116337142101575e-9,0.0,0.0,-15139.0
t91,12018.687883520202,3003.312115871231,-3.9441189157666863e-7,0.0,0.0,1.0011625119328716e-6,1.8116337145291154e-9,0.0,0.0,-15022.0
t92,11792.650550000397,2879.349449388697,-3.9206985955910015e-7,0.0,0.0,1.0011625172905163e-6,1.8116337153565802e-9,0.0,0.0,-14672.0
t93,11376.234726909912,2733.7652722782063,-1.9109220430587064e-7,0.0,0.0,1.0011625379432775e-6,1.8116337184056622e-9,0.0,0.0,-14110.0
t94,11773.081461278894,1408.9185505444555,-1.1880112880046457e-5,0.0,0.0,5.687350315963167e-8,-1.0826321100676403e-10,0.0,0.0,-13182.0
t95,11875.667565039594,123.33243929263696,-4.389014066516023e-6,0.0,0.0,5.688980957043784e-8,-1.078379895215073e-10,0.0,0.0,-11999.0
t96,11059.400562161769,3.87366290920807e-6,-156.40056609029034,0.0,0.0,5.501732443767826e-8,-1.5771062201274047e-10,0.0,0.0,-10903.0
t97,10612.797388604742,4.200833126783931e-6,-408.7973928604344,0.0,0.0,5.501732436261381e-8,-1.5771062387589925e-10,0.0,0.0,-10204.0
t98,9983.080362907423,4.186690632744384e-6,-152.0803671489698,0.0,0.0,5.501732437303166e-8,-1.577106234864196e-10,0.0,0.0,-9831.0
t99,10104.725163003148,4.17279801658892e-6,-462.72516723080645,0.0,0.0,5.5017324331916934e-8,-1.577106245482e-10,0.0,0.0,-9642.0
t100,10082.323175354204,4.159150079851176e-6,-475.3231795682157,0.0,0.0,5.501732432639735e-8,-1.577106246876033e-10,0.0,0.0,-9607.0
t101,9978.835658404409,4.145741597911089e-6,-124.8356626050078,0.0,0.0,5.501732436705898e-8,-1.5771062365570873e-10,0.0,0.0,-9854.0
t102,10729.602630662293,4.132567363133817e-6,-67.60263484972063,0.0,0.0,5.5017324400808314e-8,-1.5771062295680067e-10,0.0,0.0,-10662.0
t103,10667.237201067335,1530.7628018886176,-3.0128681660672747e-6,0.0,0.0,5.7021268327586906e-8,-1.0441566379022908e-10,0.0,0.0,-12198.0
t104,10914.393686885443,2184.606313592596,-5.484117503315692e-7,0.0,0.0,7.017712278552589e-8,1.928311769138724e-10,0.0,0.0,-13099.0
t105,11452.743951175264,1741.256051706836,-2.939018833960496e-6,0.0,0.0,5.702126834719599e-8,-1.0441566345966972e-10,0.0,0.0,-13194.0
t106,12025.654657561005,1226.3453449478882,-2.565811310798855e-6,0.0,0.0,5.702126825868378e-8,-1.0441566577013427e-10,0.0,0.0,-13252.0
t107,12266.737627898692,926.2623756603001,-3.6138544359713666e-6,0.0,0.0,5.501732447874398e-8,-1.5771062134941896e-10,0.0,0.0,-13193.0
t108,13316.08440701367,3.041814875753708e-6,-308.0844101073109,0.0,0.0,5.2067777196842296e-8,-2.4075977519828784e-10,0.0,0.0,-13008.0
t109,13188.172875135115,4.0679024608217495e-6,-341.17287925484607,0.0,0.0,5.206777717373024e-8,-2.4075977584484964e-10,0.0,0.0,-12847.0
t110,13244.970944576366,4.063579589976812e-6,-460.9709486917731,0.0,0.0,5.2067777154433137e-8,-2.407597763963961e-10,0.0,0.0,-12784.0
t111,13045.294428265654,4.059294911300292e-6,-362.29443237677566,0.0,0.0,5.206777715917369e-8,-2.407597762409494e-10,0.0,0.0,-12683.0
t112,12989.197008786603,4.055047923799763e-6,-224.1970128934775,0.0,0.0,5.2067777168879654e-8,-2.407597759722576e-10,0.0,0.0,-12765.0
t113,12788.942465291691,787.057537121412,-2.467888784158428e-6,0.0,0.0,5.494117792771989e-8,-1.5978420042586663e-10,0.0,0.0,-13576.0
t114,12977.999600312667,1486.0004003187892,-6.957853081603503e-7,0.0,0.0,6.426174559257469e-8,6.947644865275497e-11,0.0,0.0,-14464.0
t115,14411.000008760848,5.669962344578266e-6,-1.4482639155782064e-5,0.0,0.0,5.2067777179693644e-8,-2.407597759061555e-10,0.0,0.0,-14411.0
t116,14084.000003841737,6.372790910059594e-6,-1.0266355587440274e-5,0.0,0.0,5.2067777180801894e-8,-2.4075977582903726e-10,0.0,0.0,-14084.0
t117,13558.000000973256,7.323463844324745e-6,-8.348548627696489e-6,0.0,0.0,5.2067777165053606e-8,-2.407597762112195e-10,0.0,0.0,-13558.0
t118,12687.999998250138,8.87951121395031e-6,-7.181477547367427e-6,0.0,0.0,5.2067777156779974e-8,-2.40759776311553e-10,0.0,0.0,-12688.0
t119,11519.999994025771,1.2245152059792702e-5,-6.32275203547263e-6,0.0,0.0,5.206777712122095e-8,-2.4075977712522576e-10,0.0,0.0,-11520.0
t120,10511.999974771743,2.986260067680268e-5,-4.686174793261441e-6,0.0,0.0,5.2067777126645274e-8,-2.4075977673559205e-10,0.0,0.0,-10512.0
t121,10580.814439047139,3.0199588511010983e-6,-728.8144421161928,0.0,0.0,4.941848815550385e-8,-3.2041480966656645e-10,0.0,0.0,-9852.0
t122,10978.987893880012,5.098484306515914e-6,-1485.9878990275975,0.0,0.0,4.9423266816415403e-8,-3.202665623287692e-10,0.0,0.0,-9493.0
t123,11203.286477786864,5.138947834067733e-6,-1893.286482974919,0.0,0.0,4.942805243055447e-8,-3.201181163448192e-10,0.0,0.0,-9310.0
t124,11297.178908175985,5.1802323715717944e-6,-2033.178913405329,0.0,0.0,4.943284473331014e-8,-3.199694799866752e-10,0.0,0.0,-9264.0
t125,11865.749739066843,5.1914187095806165e-6,-2375.7497443073835,0.0,0.0,4.94376437355806e-8,-3.19820653027837e-10,0.0,0.0,-9490.0
t126,10194.812378250614,96.18762603628818,-4.340344316786797e-6,0.0,0.0,5.36413876390423e-8,-1.957457721991207e-10,0.0,0.0,-10291.0
t127,10613.850819146735,1186.1491851037454,-4.30393557822368e-6,0.0,0.0,5.3652398791597226e-8,-1.9543656641423007e-10,0.0,0.0,-11800.0
t128,11007.873573694442,1694.126430520263,-4.268172732775435e-6,0.0,0.0,5.366342732794007e-8,-1.9512695140012415e-10,0.0,0.0,-12702.0
t129,12024.599595510923,783.4004076331051,-3.1975102385675904e-6,0.0,0.0,5.3674472819273354e-8,-1.9481693956679576e-10,0.0,0.0,-12808.0
t130,13134.621447428683,2.4893222146529806e-6,-313.62144996714807,0.0,0.0,4.946173957559513e-8,-3.190736503614394e-10,0.0,0.0,-12821.0
t131,14711.90799737306,5.558421639670768e-6,-1946.9080029806287,0.0,0.0,4.946657896542046e-8,-3.189236747653242e-10,0.0,0.0,-12765.0
t132,17148.98576052821,6.012240225875224e-6,-4572.9857665896,0.0,0.0,4.947142510930937e-8,-3.1877350725775983e-10,0.0,0.0,-12576.0
t133,16815.341453041146,6.473936086423287e-6,-4447.34145956424,0.0,0.0,4.9476278067421826e-8,-3.1862314606346055e-10,0.0,0.0,-12368.0
t134,15890.085478654131,6.981935717022984e-6,-3631.085485685232,0.0,0.0,4.948113781402669e-8,-3.184725920716209e-10,0.0,0.0,-12259.0
